topo,pmu-sram-size,OPS-Prog FU,psim,vcLimit,debug,waveform,lrange,maketst_err,vec,maketst_time,tokenout,open,VAFG,VMC-alloc,VDAG-split,runp2p_cycle,DAG,split-forward,vdot,runp2p_pass,VPCU,merge,runhybrid_wbw,split,runhybrid_dram_power,PCU_Total,time-out,runhybrid_pass,row,constprop,simfreq,VAFG-split,spatial_sha,vc,MC_Total,runhybrid_cycle,arch,algo,VPMU-split,reserve-pmu,runhybrid_success,VMC-split,VPCU-split,prtime,link-prop,OPS-Fix,VPMU-alloc,codegen,runproute_err,pcu-stage,run-psim,retime-buffer-only,load,runhybrid_deadlock,DAG_Total,reserve-pcu,retime-glob,ag-dce,backend,memelm,succeeded,proute-opts,simulate,col,PCU,pmu-stage,proute-algo,flit-width,VDAG,genpir,avgActive,maxActive,runp2p_time,vlink,name,merge-forward,runhybrid_err,verbose,sr,scheduled,split-algo,routing-cost,dag-stage,genpir_err,runp2p_dram_power,proute-q,app,tungsten,pattern,VPMU,time,project,OPS-All,save,mem-tech,fast,run-tst,runp2p_err,runhybrid_complete,pirArgs,retime-exout,igraph,runp2p_complete,VMC,net,gentst_time,dot,debug-print,runp2p_success,proute-seed,pracc,runp2p_deadlock,routing-algo,notFit,gentst_err,runp2p_wbw,merge-algo,nn,MC,dedicated-dag,PMU,psim-q,bcread,mdone,rundot,VAFG-alloc,VDAG-alloc,mergeTime_ms,OPS-FU,freq,OPS-Other,dag,VPCU-alloc,run-proute,dupra,runp2p_rbw,split-thread,vfifo,trace,slink,pir_sha,clock,runhybrid_rbw,argin,word,runproute_time,runhybrid_time,PMU_Total,argout,mapping,start-id,fifo-depth,retime-local,OPS-Flt,rtelm,stat,module
mesh,65536,,False,4,True,True,True,,16,1:15.98,5,False,1,6,0,370,12,False,True,True,23,False,,True,,200,100,,20,True,0.3kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,,0,False,6,23,,db,,,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,0,6,route_min_directed_valient,512,0,True,2.0108108108108107,2.1621621621621623,0:01.24,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,DRAMDoubleBuffer2_4,True,checkerboard,,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,6,hybrid,46.911132013,True,True,True,0,True,False,dor,,,2.76757,bfs,False,6,False,11,1,True,True,True,1,0,,,1000000000.0,,True,23,False,False,2.76757,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,0:33.59,5,False,1,4,0,456,0,False,True,True,13,False,,True,,200,100,,20,True,0.71kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,,0,False,4,13,,db,,,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,0,6,route_min_directed_valient,512,0,True,15.935672514619883,56.14035087719298,0:00.64,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,DRAMDoubleBuffer_0,True,checkerboard,,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,4,hybrid,13.289130033,True,True,True,0,True,False,dor,,,2.24561,bfs,False,4,False,13,1,True,True,True,1,0,,,1000000000.0,,True,13,False,False,2.24561,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,0:57.73,5,False,1,4,0,261,7,False,True,True,11,False,,True,,200,100,,20,True,0.22kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,,0,False,4,11,,db,,,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,0,6,route_min_directed_valient,512,0,True,3.359858532272326,6.130268199233717,0:01.17,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,DRAMDoubleBuffer_1,True,checkerboard,,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,4,hybrid,32.79706074,True,True,True,0,True,False,dor,,,3.92337,bfs,False,4,False,4,1,True,True,True,1,0,,,1000000000.0,,True,11,False,False,3.92337,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,1:09.93,5,False,1,8,0,236,14,False,True,True,22,False,,True,,200,100,,20,True,0.13kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,,0,False,8,22,,db,,,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,0,6,route_min_directed_valient,512,0,True,2.01271186440678,3.389830508474576,0:01.80,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,DRAMDoubleBuffer_2,True,checkerboard,,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,8,hybrid,45.243116995,True,True,True,0,True,False,dor,,,4.33898,bfs,False,8,False,8,1,True,True,True,1,0,,,1000000000.0,,True,22,False,False,4.33898,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,1:47.25,5,False,1,12,0,236,9,False,True,True,37,False,,True,,200,100,,20,True,0.32kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,,0,False,12,37,,db,,,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,0,6,route_min_directed_valient,512,0,True,2.0208604954367666,3.389830508474576,0:00.73,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,DRAMDoubleBuffer_3,True,checkerboard,,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,12,hybrid,98.30934539,True,True,True,0,True,False,dor,,,4.33898,bfs,False,12,False,28,1,True,True,True,1,0,,,1000000000.0,,True,37,False,False,4.33898,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,0:59.26,5,False,1,3,0,77860,6,False,True,,19,False,,True,,200,100,,20,True,2.44kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,,0,False,3,19,,db,,,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,11,6,route_min_directed_valient,512,0,True,20.648728487028,68.38941690213203,0:31.90,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,DRAMMergeSort_0,True,checkerboard,,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,3,hybrid,19.605796503,True,True,True,0,True,False,dor,,,43.7692,bfs,False,3,False,2,1,True,True,True,1,0,,,1000000000.0,,True,19,False,False,43.7692,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,1:13.09,5,False,1,3,0,77226,6,False,True,,19,False,,True,,200,100,,20,True,2.02kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,,0,False,3,19,,db,,,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,11,6,route_min_directed_valient,512,0,True,20.818247740398313,68.9508714681584,0:38.17,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,DRAMMergeSort_1,True,checkerboard,,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,3,hybrid,42.568734854,True,True,True,0,True,False,dor,,,44.1286,bfs,False,3,False,2,1,True,True,True,1,0,,,1000000000.0,,True,19,False,False,44.1286,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,1:17.01,5,False,1,6,0,67333,11,False,True,,37,False,,True,,200,100,,20,True,1.54kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,,0,False,6,37,,db,,,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,22,6,route_min_directed_valient,512,0,True,13.728901253591971,42.58238902172783,0:43.63,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,DRAMMergeSort_2,True,checkerboard,,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,6,hybrid,53.581973204,True,True,True,0,True,False,dor,,,50.6122,bfs,False,6,False,4,1,True,True,True,1,0,,,1000000000.0,,True,37,False,False,50.6122,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,3:39.61,5,False,1,9,0,61052,16,False,True,,55,False,,True,,200,100,,20,True,0.61kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,,0,False,9,55,,db,,,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,33,6,route_min_directed_valient,512,0,True,11.828805317143129,36.52623992661993,1:39.35,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,DRAMMergeSort_3,True,checkerboard,,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,9,hybrid,119.899878028,True,True,True,0,True,False,dor,,,55.8192,bfs,False,9,False,6,1,True,True,True,1,0,,,1000000000.0,,True,55,False,False,55.8192,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,1:26.59,5,False,1,12,0,60570,21,False,True,,73,False,,True,,200,100,,20,True,1.3kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,,0,False,12,73,,db,,,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,44,6,route_min_directed_valient,512,0,True,9.38285815271354,28.740300478784878,0:46.52,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,DRAMMergeSort_4,True,checkerboard,,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,12,hybrid,140.499066194,True,True,True,0,True,False,dor,,,56.2634,bfs,False,12,False,8,1,True,True,True,1,0,,,1000000000.0,,True,73,False,False,56.2634,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,3:16.21,5,False,1,10,0,34839,16,False,True,,66,False,,True,,200,100,,20,True,1.61kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,,0,False,10,66,,db,,,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,42,6,route_min_directed_valient,512,0,True,9.2455711017223,47.027756250179394,0:21.69,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,DRAMMergeSort_5,True,checkerboard,,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,10,hybrid,99.241690401,True,True,True,0,True,False,dor,,,52.6711,bfs,False,10,False,8,1,True,True,True,1,0,,,1000000000.0,,True,61,False,False,52.6711,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,3:54.35,5,False,1,9,0,61465,16,False,True,,55,False,,True,,200,100,,20,True,1.38kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,,0,False,9,55,,db,,,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,33,6,route_min_directed_valient,512,0,True,11.749324367074307,36.28081021719678,0:44.47,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,DRAMMergeSort_6,True,checkerboard,,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,9,hybrid,128.585007122,True,True,True,0,True,False,dor,,,55.4441,bfs,False,9,False,6,1,True,True,True,1,0,,,1000000000.0,,True,55,False,False,55.4441,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
