topo,pmu-sram-size,OPS-Prog FU,psim,vcLimit,debug,waveform,lrange,maketst_err,vec,maketst_time,tokenout,open,VAFG,VMC-alloc,VDAG-split,runp2p_cycle,DAG,split-forward,vdot,runp2p_pass,VPCU,merge,runhybrid_wbw,split,runhybrid_dram_power,PCU_Total,time-out,runhybrid_pass,row,constprop,simfreq,VAFG-split,spatial_sha,vc,MC_Total,runhybrid_cycle,arch,algo,VPMU-split,reserve-pmu,runhybrid_success,VMC-split,VPCU-split,prtime,link-prop,OPS-Fix,VPMU-alloc,codegen,runproute_err,pcu-stage,run-psim,retime-buffer-only,load,runhybrid_deadlock,DAG_Total,reserve-pcu,retime-glob,ag-dce,backend,memelm,succeeded,proute-opts,simulate,col,PCU,pmu-stage,proute-algo,flit-width,VDAG,genpir,avgActive,maxActive,runp2p_time,vlink,name,merge-forward,runhybrid_err,verbose,sr,scheduled,split-algo,routing-cost,dag-stage,genpir_err,runp2p_dram_power,proute-q,app,tungsten,pattern,VPMU,time,project,OPS-All,save,mem-tech,fast,run-tst,runp2p_err,runhybrid_complete,pirArgs,retime-exout,igraph,runp2p_complete,VMC,net,gentst_time,dot,debug-print,runp2p_success,proute-seed,pracc,runp2p_deadlock,routing-algo,notFit,gentst_err,runp2p_wbw,merge-algo,nn,MC,dedicated-dag,PMU,psim-q,bcread,mdone,rundot,VAFG-alloc,VDAG-alloc,mergeTime_ms,OPS-FU,freq,OPS-Other,dag,VPCU-alloc,run-proute,dupra,runp2p_rbw,split-thread,vfifo,trace,slink,pir_sha,clock,runhybrid_rbw,argin,word,runproute_time,runhybrid_time,PMU_Total,argout,mapping,start-id,fifo-depth,retime-local,OPS-Flt,rtelm,stat,module
mesh,65536,,False,4,True,True,True,,16,1:25.79,5,False,1,6,0,8096,13,False,True,True,28,False,,True,,200,100,,20,True,2.61kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,3,0,False,6,28,,db,,3,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,14,6,route_min_directed_valient,512,0,True,12.16736372828385,90.11857707509881,0:03.10,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,NaivePageRankCSR_1,True,checkerboard,3,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,6,hybrid,101.37024107,True,True,True,0,True,False,dor,,,0.0632411,bfs,False,6,False,4,1,True,True,True,1,0,,,1000000000.0,,True,19,False,False,25.6601,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,3:16.08,5,False,1,10,0,4292,23,False,True,True,46,False,,True,,200,100,,20,True,1.45kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,3,0,False,10,46,,db,,3,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,21,6,route_min_directed_valient,512,0,True,16.29931655793725,85.36812674743709,0:02.95,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,NaivePageRankCSR_2,True,checkerboard,3,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,10,hybrid,168.841212301,True,True,True,0,True,False,dor,,,0.119292,bfs,False,10,False,5,1,True,True,True,1,0,,,1000000000.0,,True,32,False,False,38.0391,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,10:36.13,5,False,1,30,0,2566,40,False,True,True,138,False,,True,,200,100,,20,True,0.39kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,9,0,False,30,138,,db,,9,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,86,6,route_min_directed_valient,512,0,True,15.131881952809469,92.79033515198753,0:06.56,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,NaivePageRankCSR_3,True,checkerboard,9,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,30,hybrid,659.671433376,True,True,True,0,True,False,dor,,,0.199532,bfs,False,30,False,21,1,True,True,True,1,0,,,1000000000.0,,True,96,False,False,47.9127,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,1:17.16,5,False,1,6,0,16013,13,False,True,True,26,False,,True,,200,100,,20,True,3.34kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,3,0,False,6,26,,db,,3,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,11,6,route_min_directed_valient,512,0,True,15.809538470922607,91.12596015737213,0:04.80,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,NaivePageRankCSR_4,True,checkerboard,3,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,6,hybrid,93.563475628,True,True,True,0,True,False,dor,,,0.063948,bfs,False,6,False,5,1,True,True,True,1,0,,,1000000000.0,,True,19,False,False,24.2203,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,1:54.98,5,False,1,6,0,8117,9,False,True,True,31,False,,True,,200,100,,20,True,0.89kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,3,0,False,6,31,,db,,3,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,17,6,route_min_directed_valient,512,0,True,9.747802964970637,89.88542564987064,0:09.15,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,NaivePageRank_0,True,checkerboard,3,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,6,hybrid,53.150363595,True,True,True,0,True,False,dor,,,0.0630775,bfs,False,6,False,8,1,True,True,True,1,0,,,1000000000.0,,True,20,False,False,18.7419,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,2:35.40,5,False,1,6,0,7999,12,False,True,True,33,False,,True,,200,100,,20,True,1.23kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,3,0,False,6,33,,db,,3,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,17,6,route_min_directed_valient,512,0,True,8.28046214110097,91.21140142517815,0:06.48,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,NaivePageRank_1,True,checkerboard,3,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,6,hybrid,133.006515634,True,True,True,0,True,False,dor,,,0.064008,bfs,False,6,False,7,1,True,True,True,1,0,,,1000000000.0,,True,20,False,False,19.0344,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,3:39.83,5,False,1,9,0,4278,17,False,True,True,49,False,,True,,200,100,,20,True,0.99kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,3,0,False,9,49,,db,,3,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,26,6,route_min_directed_valient,512,0,True,11.84190683014372,85.64749883122954,0:04.31,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,NaivePageRank_2,True,checkerboard,3,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,9,hybrid,175.018727252,True,True,True,0,True,False,dor,,,0.119682,bfs,False,9,False,9,1,True,True,True,1,0,,,1000000000.0,,True,30,False,False,30.4441,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,19:33.94,5,False,1,36,0,1878,40,False,True,True,198,False,,True,,200,100,,20,True,0.26kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,9,0,False,36,198,,db,,9,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,127,6,route_min_directed_valient,512,0,True,12.187020590843195,86.9542066027689,0:07.32,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,NaivePageRank_3,True,checkerboard,9,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,36,hybrid,952.567545747,True,True,True,0,True,False,dor,,,0.27263,bfs,False,36,False,40,1,True,True,True,1,0,,,1000000000.0,,True,120,False,False,47.574,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,2:15.43,5,False,1,6,0,15995,9,False,True,True,31,False,,True,,200,100,,20,True,1.82kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,3,0,False,6,31,,db,,3,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,18,6,route_min_directed_valient,512,0,True,9.893195790351152,91.22850890903408,0:08.77,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,NaivePageRank_4,True,checkerboard,3,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,6,hybrid,87.468788023,True,True,True,0,True,False,dor,,,0.06402,bfs,False,6,False,7,1,True,True,True,1,0,,,1000000000.0,,True,20,False,False,18.5658,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,0:51.48,5,False,1,1,0,2306,4,False,True,,7,False,,True,,200,100,,20,True,2.28kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,2,0,False,1,7,,db,,2,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,1,6,route_min_directed_valient,512,0,True,1.4686325527609134,2.7753686036426712,0:01.01,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,OuterLock_0,True,checkerboard,2,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,1,hybrid,22.506833958,True,True,True,0,True,False,dor,,,0.0277537,bfs,False,1,False,4,1,True,True,True,1,0,,,1000000000.0,,True,7,False,False,0.0277537,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,1:06.51,5,False,1,3,0,4564,4,False,True,True,7,False,,True,,200,100,,20,True,1.33kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,3,0,False,3,7,,db,,3,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,3,6,route_min_directed_valient,512,0,True,52.01071934200769,89.7458369851008,0:03.43,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,OuterProduct_0,True,checkerboard,3,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,3,hybrid,20.837808449,True,True,True,0,True,False,dor,,,57.4373,bfs,False,3,False,3,1,True,True,True,1,0,,,1000000000.0,,True,6,False,False,0.897458,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,1:55.17,5,False,1,3,0,65808,6,False,True,True,7,False,,True,,200,100,,20,True,9.66kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,3,0,False,3,7,,db,,3,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,1,6,route_min_directed_valient,512,0,True,19.42051118405057,99.58667639192804,0:06.81,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,OuterProduct_1,True,checkerboard,3,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,3,hybrid,36.003120134,True,True,True,0,True,False,dor,,,3.98347,bfs,False,3,False,3,1,True,True,True,1,0,,,1000000000.0,,True,6,False,False,0.073912,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,2:20.31,5,False,1,9,0,2848,12,False,True,True,29,False,,True,,200,100,,20,True,0.47kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,9,0,False,9,29,,db,,9,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,17,6,route_min_directed_valient,512,0,True,40.17979328723711,71.91011235955057,0:06.02,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,OuterProduct_10,True,checkerboard,9,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,9,hybrid,122.168904564,True,True,True,0,True,False,dor,,,92.0449,bfs,False,9,False,9,1,True,True,True,1,0,,,1000000000.0,,True,22,False,False,0.764045,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,5:05.31,5,False,1,21,0,2696,30,False,True,True,77,False,,True,,200,100,,20,True,0.43kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,21,0,False,21,77,,db,,21,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,47,6,route_min_directed_valient,512,0,True,17.977183414868875,28.486646884272997,0:06.24,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,OuterProduct_11,True,checkerboard,21,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,21,hybrid,279.171572297,True,True,True,0,True,False,dor,,,97.2344,bfs,False,21,False,21,1,True,True,True,1,0,,,1000000000.0,,True,57,False,False,0.759644,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,1:30.98,5,False,1,5,0,33032,11,False,True,True,13,False,,True,,200,100,,20,True,4.39kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,5,0,False,5,13,,db,,5,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,2,6,route_min_directed_valient,512,0,True,22.34566333311674,99.20077500605474,0:07.52,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,OuterProduct_2,True,checkerboard,5,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,5,hybrid,49.305695854,True,True,True,0,True,False,dor,,,7.93606,bfs,False,5,False,5,1,True,True,True,1,0,,,1000000000.0,,True,11,False,False,0.0852507,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,2:02.41,5,False,1,6,0,33033,12,False,True,True,14,False,,True,,200,100,,20,True,1.89kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,6,0,False,6,14,,db,,6,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,2,6,route_min_directed_valient,512,0,True,20.185743110644292,99.19777192504465,0:17.49,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,OuterProduct_3,True,checkerboard,6,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,6,hybrid,80.020043538,True,True,True,0,True,False,dor,,,7.93582,bfs,False,6,False,6,1,True,True,True,1,0,,,1000000000.0,,True,12,False,False,0.0658735,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,2:10.72,5,False,1,10,0,16649,22,False,True,True,26,False,,True,,200,100,,20,True,1.35kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,10,0,False,10,26,,db,,10,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,4,6,route_min_directed_valient,512,0,True,22.721334614691575,98.40831281158027,0:12.29,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,OuterProduct_4,True,checkerboard,10,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,10,hybrid,77.059487489,True,True,True,0,True,False,dor,,,15.7453,bfs,False,10,False,10,1,True,True,True,1,0,,,1000000000.0,,True,22,False,False,0.12301,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,2:41.54,5,False,1,10,0,2354,14,False,True,True,26,False,,True,,200,100,,20,True,1.08kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,10,0,False,10,26,,db,,10,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,12,6,route_min_directed_valient,512,0,True,28.10515030141198,43.50042480883602,0:02.17,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,OuterProduct_5,True,checkerboard,10,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,10,hybrid,84.713715218,True,True,True,0,True,False,dor,,,111.361,bfs,False,10,False,10,1,True,True,True,1,0,,,1000000000.0,,True,22,False,False,0.870008,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,1:09.36,5,False,1,3,0,4556,4,False,True,True,8,False,,True,,200,100,,20,True,1.55kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,3,0,False,3,8,,db,,3,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,4,6,route_min_directed_valient,512,0,True,52.102046329438785,89.90342405618964,0:02.93,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,OuterProduct_6,True,checkerboard,3,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,3,hybrid,56.832058465,True,True,True,0,True,False,dor,,,57.5382,bfs,False,3,False,3,1,True,True,True,1,0,,,1000000000.0,,True,6,False,False,0.899034,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,2:36.95,5,False,1,5,0,2959,7,False,True,True,15,False,,True,,200,100,,20,True,0.69kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,5,0,False,5,15,,db,,5,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,8,6,route_min_directed_valient,512,0,True,43.67754662558847,69.2125718148023,0:04.30,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,OuterProduct_7,True,checkerboard,5,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,5,hybrid,36.991681671,True,True,True,0,True,False,dor,,,88.5921,bfs,False,5,False,5,1,True,True,True,1,0,,,1000000000.0,,True,11,False,False,0.951673,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,1:56.84,5,False,1,5,0,2961,7,False,True,True,15,False,,True,,200,100,,20,True,1.2kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,5,0,False,5,15,,db,,5,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,8,6,route_min_directed_valient,512,0,True,43.64804473661475,69.16582235731173,0:02.47,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,OuterProduct_8,True,checkerboard,5,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,5,hybrid,48.981512449,True,True,True,0,True,False,dor,,,88.5323,bfs,False,5,False,5,1,True,True,True,1,0,,,1000000000.0,,True,11,False,False,0.95103,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,2:27.66,5,False,1,7,0,2688,10,False,True,True,21,False,,True,,200,100,,20,True,0.6kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,7,0,False,7,21,,db,,7,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,11,6,route_min_directed_valient,512,0,True,36.73521662763466,57.142857142857146,0:04.47,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,OuterProduct_9,True,checkerboard,7,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,7,hybrid,79.618028797,True,True,True,0,True,False,dor,,,97.5238,bfs,False,7,False,7,1,True,True,True,1,0,,,1000000000.0,,True,17,False,False,0.880952,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,2:47.86,5,False,1,3,0,16309,9,False,True,True,16,False,,True,,200,100,,20,True,1.74kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,8,0,False,3,16,,db,,8,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,7,6,route_min_directed_valient,512,0,True,12.831235231137127,50.229934392053465,0:09.38,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,SGD_0,True,checkerboard,8,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,3,hybrid,64.392014757,True,True,True,0,True,False,dor,,,0.00784843,bfs,False,3,False,8,1,True,True,True,1,0,,,1000000000.0,,True,9,False,False,2.04059,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
mesh,65536,,False,4,True,True,True,,16,1:51.53,5,False,1,3,0,8689,10,False,True,True,21,False,,True,,200,100,,20,True,2.82kHz,1,2af7980b,4,40,,MyDesign,route_min_directed_valient,10,0,False,3,21,,db,,9,True,,6,False,False,False,False,40,0,False,True,Tst,False,True,-i100 -p100 -t1 -d100,False,20,11,6,route_min_directed_valient,512,0,True,12.681263666705028,47.14006214754287,0:03.08,2,AccelMain,False,,False,True,False,dfs,H-hop,6,,,4,SGD_1,True,checkerboard,10,2020-02-18 18:02:45 -0800,pirTest,,True,DDR4,True,False,,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",False,False,True,3,hybrid,64.480510466,True,True,True,0,True,False,dor,,,0.0147313,bfs,False,3,False,10,1,True,True,True,1,0,,,1000000000.0,,True,10,False,False,3.83013,1,4,False,4,600cf90d,1000000000,,6,32,,,200,4,True,0,16,False,,True,True,False
