VPCU-alloc,runhybrid_pass,notFit,VMC,MC_Total,OPS-FU,VMC-alloc,prtime,vcLimit,runhybrid_complete,VAFG-split,VPCU,maketst_time,vlink,runhybrid_rbw,pir_sha,pattern,runp2p_success,succeeded,app,genpir_err,OPS-Fix,OPS-Other,PMU,PCU,runhybrid_cycle,VAFG,VDAG,VAFG-alloc,DAG,runhybrid_success,row,VPMU-alloc,simfreq,VBB,runp2p_wbw,OPS-All,VPMU-split,gentst_time,VBB-alloc,VPCU-split,VDAG-alloc,runp2p_cycle,genpir,runp2p_err,runp2p_rbw,runp2p_complete,runp2p_dram_power,runhybrid_wbw,slink,runhybrid_dram_power,VBB-split,maketst_err,MC,PCU_Total,VDAG-split,time,runhybrid_deadlock,VPMU,mergeTime_ms,col,runproute_err,runp2p_time,runproute_time,runhybrid_time,PMU_Total,gentst_err,DAG_Total,VMC-split,pirArgs,maxActive,freq,OPS-Flt,algo,runp2p_pass,OPS-Prog FU,runp2p_deadlock,project,runhybrid_err,avgActive,spatial_sha,backend
30,,,9,40,"99489 OP, 23.26 GOPS",9,,,False,1,50,3:33.75,,,d86e20f2,,True,True,NaivePageRank_2,,"72737 OP, 17.00 GOPS","26880 OP, 6.28 GOPS",10,24,,1,0,1,19,False,20,3,3.22kHz,,0.119682,"99617 OP, 23.29 GOPS",3,69.69834911,,50,0,4278,True,,30.4741,True,,,,,,,9,200,0,2019-12-13 12:52:06 -0800,False,3,,20,,0:01.33,,,200,,40,9,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",85.64749883122954,1000000000.0,,,True,"79393 OP, 18.56 GOPS",False,pirTest,,11.701432949679793,10f10351,Tst
120,,,36,40,"168628 OP, 89.36 GOPS",36,,,False,1,198,23:36.80,,,d86e20f2,,True,True,NaivePageRank_3,,"123231 OP, 65.31 GOPS","45595 OP, 24.16 GOPS",41,126,,1,0,1,40,False,20,9,0.72kHz,,0.27133,"168826 OP, 89.47 GOPS",9,262.253030525,,198,0,1887,True,,47.4828,True,,,,,,,36,200,0,2019-12-13 12:52:06 -0800,False,9,,20,,0:02.61,,,200,,40,36,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",87.01642819289879,1000000000.0,,,True,"133292 OP, 70.64 GOPS",False,pirTest,,12.15410798204268,10f10351,Tst
20,,,6,40,"179166 OP, 11.18 GOPS",6,,,False,1,31,1:50.95,,,d86e20f2,,True,True,NaivePageRank_4,,"143820 OP, 8.97 GOPS","35602 OP, 2.22 GOPS",8,17,,1,0,1,9,False,20,3,6.82kHz,,0.0638842,"179422 OP, 11.19 GOPS",3,48.117998867,,31,0,16029,True,,18.7979,True,,,,,,,6,200,0,2019-12-13 12:52:06 -0800,False,3,,20,,0:02.35,,,200,,40,6,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",91.03499906419614,1000000000.0,,,True,"159180 OP, 9.93 GOPS",False,pirTest,,9.872210784619545,10f10351,Tst
6,,,,40,,,,,False,1,6,0:07.73,,,d86e20f2,,False,False,OuterDRAMLock_0,,,,6,0,,1,0,1,0,False,20,,,1,,,,11.457865833,1,6,0,,True,,,False,,,,,1,"src/Top.h:53:3: error: ‘SparseDRAMRMW’ does not name a type; did you mean ‘SparseRMW’?
",0,200,0,2019-12-13 12:52:06 -0800,False,,,20,,,,,200,,40,,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,1000000000.0,,,,,False,pirTest,,,10f10351,Tst
10,,,,40,,,,,False,1,10,0:06.84,,,d86e20f2,,False,False,OuterDRAMLock_1,,,,8,0,,1,0,1,2,False,20,,,1,,,,11.378595358,1,10,0,,True,,,False,,,,,1,"src/Top.h:63:3: error: ‘SparseDRAMRMW’ does not name a type; did you mean ‘SparseRMW’?
",0,200,0,2019-12-13 12:52:06 -0800,False,,,20,,,,,200,,40,,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,1000000000.0,,,,,False,pirTest,,,10f10351,Tst
7,,,1,40,,1,,,False,1,7,0:47.76,,,d86e20f2,,False,False,OuterLock_0,,,,4,1,,1,0,1,4,False,20,2,,,,,2,13.149880981,,7,0,,True,"tungsten: /local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten/sparsity/templates/SparsePMU.h:61: void SparsePMUT, N, B::_add_tx(const Token*, const Token*, int) [with T = int; long unsigned int N = 4096; long unsigned int B = 16]: Assertion `t[i].addr  65536' failed.
",,False,,,,,,,1,200,0,2019-12-13 12:52:06 -0800,False,2,,20,,0:00.56,,,200,,40,1,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,1000000000.0,,,,,False,pirTest,,,10f10351,Tst
14,,,1,40,,1,,,False,1,14,0:09.27,,,d86e20f2,,False,False,OuterLock_1,,,,8,0,,1,0,1,6,False,20,,,1,,,,14.504763085,1,14,0,,True,,,False,,,,,1,"/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten/sparsity/outer/SparseRMW.h:27:27: error: static assertion failed
",1,200,0,2019-12-13 12:52:06 -0800,False,,,20,,,,,200,,40,1,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,1000000000.0,,,,,False,pirTest,,,10f10351,Tst
6,,,3,40,"1128300 OP, 246.62 GOPS",3,,,False,1,7,0:54.61,,,d86e20f2,,True,True,OuterProduct_0,,"734572 OP, 160.56 GOPS","526848 OP, 115.16 GOPS",3,3,,1,0,1,4,False,20,3,6.1kHz,,57.2992,"1261420 OP, 275.72 GOPS",3,17.330579604,,7,0,4575,True,,0.895301,True,,,,,,,3,200,0,2019-12-13 12:52:06 -0800,False,3,,20,,0:00.75,,,200,,40,3,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",89.53005464480874,1000000000.0,,,True,"468332 OP, 102.37 GOPS",False,pirTest,,51.88566624632199,10f10351,Tst
6,,,3,40,"1954412 OP, 29.70 GOPS",3,,,False,1,7,0:59.08,,,d86e20f2,,True,True,OuterProduct_1,,"669804 OP, 10.18 GOPS","1417728 OP, 21.54 GOPS",3,1,,1,0,1,6,False,20,3,30.19kHz,,3.9831,"2087532 OP, 31.72 GOPS",3,18.130306576,,7,0,65814,True,,0.062236,True,,,,,,,3,200,0,2019-12-13 12:52:06 -0800,False,3,,20,,0:02.18,,,200,,40,3,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",99.57759747166257,1000000000.0,,,True,"403564 OP, 6.13 GOPS",False,pirTest,,19.418740693469474,10f10351,Tst
22,,,9,40,"1890546 OP, 654.17 GOPS",9,,,False,1,29,2:02.53,,,d86e20f2,,True,True,OuterProduct_10,,"1067634 OP, 369.42 GOPS","1014880 OP, 351.17 GOPS",9,17,,1,0,1,12,False,20,9,2.73kHz,,90.7073,"2082514 OP, 720.59 GOPS",9,48.146390291,,29,0,2890,True,,0.752941,True,,,,,,,9,200,0,2019-12-13 12:52:06 -0800,False,9,,20,,0:01.06,,,200,,40,9,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",70.86505190311419,1000000000.0,,,True,"683698 OP, 236.57 GOPS",False,pirTest,,39.80259071954574,10f10351,Tst
57,,,21,40,"1888369 OP, 707.52 GOPS",21,,,False,1,77,3:29.92,,,d86e20f2,,True,True,OuterProduct_11,,"1014852 OP, 380.24 GOPS","1096989 OP, 411.01 GOPS",21,47,,1,0,1,30,False,20,21,1.56kHz,,98.2181,"2111841 OP, 791.25 GOPS",21,113.68823655,,77,0,2669,True,,0.767329,True,,,,,,,21,200,0,2019-12-13 12:52:06 -0800,False,21,,20,,0:01.71,,,200,,40,21,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",28.77482203072312,1000000000.0,,,True,"567908 OP, 212.78 GOPS",False,pirTest,,18.181118548297267,10f10351,Tst
11,,,5,40,"1952364 OP, 59.08 GOPS",5,,,False,1,13,1:24.66,,,d86e20f2,,True,True,OuterProduct_2,,"669804 OP, 20.27 GOPS","1415680 OP, 42.84 GOPS",5,2,,1,0,1,11,False,20,5,13.94kHz,,7.9327,"2085484 OP, 63.11 GOPS",5,25.822913644,,13,0,33046,True,,0.0852145,True,,,,,,,5,200,0,2019-12-13 12:52:06 -0800,False,5,,20,,0:02.37,,,200,,40,5,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",99.15874841130545,1000000000.0,,,True,"403564 OP, 12.21 GOPS",False,pirTest,,22.336196550853725,10f10351,Tst
12,,,6,40,"1954412 OP, 59.14 GOPS",6,,,False,1,14,1:44.40,,,d86e20f2,,True,True,OuterProduct_3,,"669804 OP, 20.27 GOPS","1417728 OP, 42.90 GOPS",6,2,,1,0,1,12,False,20,6,12.61kHz,,7.93222,"2087532 OP, 63.17 GOPS",6,30.514844923,,14,0,33048,True,,0.0793997,True,,,,,,,6,200,0,2019-12-13 12:52:06 -0800,False,6,,20,,0:02.62,,,200,,40,6,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",99.15274751876059,1000000000.0,,,True,"403564 OP, 12.21 GOPS",False,pirTest,,20.176581099428496,10f10351,Tst
22,,,10,40,"1952364 OP, 117.17 GOPS",10,,,False,1,26,2:06.31,,,d86e20f2,,True,True,OuterProduct_4,,"669804 OP, 40.20 GOPS","1415680 OP, 84.96 GOPS",10,4,,1,0,1,22,False,20,10,6.86kHz,,15.7321,"2085484 OP, 125.16 GOPS",10,47.204266939,,26,0,16663,True,,0.122907,True,,,,,,,10,200,0,2019-12-13 12:52:06 -0800,False,10,,20,,0:02.43,,,200,,40,10,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",98.32563163896057,1000000000.0,,,True,"403564 OP, 24.22 GOPS",False,pirTest,,22.702244493788633,10f10351,Tst
22,,,10,40,"997228 OP, 419.18 GOPS",10,,,False,1,26,2:02.23,,,d86e20f2,,True,True,OuterProduct_5,,"636268 OP, 267.45 GOPS","494080 OP, 207.68 GOPS",10,12,,1,0,1,14,False,20,10,2.29kHz,,110.191,"1130348 OP, 475.14 GOPS",10,49.81378649,,26,0,2379,True,,0.860866,True,,,,,,,10,200,0,2019-12-13 12:52:06 -0800,False,10,,20,,0:01.04,,,200,,40,10,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",43.0432955023119,1000000000.0,,,True,"370028 OP, 155.54 GOPS",False,pirTest,,27.809804039312233,10f10351,Tst
6,,,3,40,"1652588 OP, 360.83 GOPS",3,,,False,1,8,0:55.65,,,d86e20f2,,True,True,OuterProduct_6,,"1455468 OP, 317.79 GOPS","526848 OP, 115.03 GOPS",3,4,,1,0,1,4,False,20,3,5.8kHz,,57.2367,"1982316 OP, 432.82 GOPS",3,19.705465627,,8,0,4580,True,,0.894323,True,,,,,,,3,200,0,2019-12-13 12:52:06 -0800,False,3,,20,,0:00.79,,,200,,40,3,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",89.43231441048034,1000000000.0,,,True,"796012 OP, 173.80 GOPS",False,pirTest,,51.829022505878406,10f10351,Tst
11,,,5,40,"1521516 OP, 510.06 GOPS",5,,,False,1,15,1:37.57,,,d86e20f2,,True,True,OuterProduct_7,,"1357164 OP, 454.97 GOPS","494080 OP, 165.63 GOPS",5,8,,1,0,1,7,False,20,5,2.45kHz,,87.8793,"1851244 OP, 620.60 GOPS",5,28.123294571,,15,0,2983,True,,1.02984,True,,,,,,,5,200,0,2019-12-13 12:52:06 -0800,False,5,,20,,0:01.22,,,200,,40,5,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",68.65571572242709,1000000000.0,,,True,"697708 OP, 233.89 GOPS",False,pirTest,,43.32613491958306,10f10351,Tst
11,,,5,40,"1521516 OP, 512.99 GOPS",5,,,False,1,15,1:27.08,,,d86e20f2,,True,True,OuterProduct_8,,"1357164 OP, 457.57 GOPS","494080 OP, 166.58 GOPS",5,8,,1,0,1,7,False,20,5,3.26kHz,,88.383,"1851244 OP, 624.16 GOPS",5,26.683670888,,15,0,2966,True,,0.949427,True,,,,,,,5,200,0,2019-12-13 12:52:06 -0800,False,5,,20,,0:00.91,,,200,,40,5,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",69.04922454484154,1000000000.0,,,True,"697708 OP, 235.24 GOPS",False,pirTest,,43.574464081293414,10f10351,Tst
17,,,7,40,"1146744 OP, 376.48 GOPS",7,,,False,1,21,2:31.78,,,d86e20f2,,True,True,OuterProduct_9,,"678904 OP, 222.88 GOPS","617600 OP, 202.76 GOPS",7,11,,1,0,1,10,False,20,7,2.99kHz,,86.0617,"1296504 OP, 425.64 GOPS",7,35.920591379,,21,0,3046,True,,0.756402,True,,,,,,,7,200,0,2019-12-13 12:52:06 -0800,False,7,,20,,0:01.02,,,200,,40,7,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",50.42678923177938,1000000000.0,,,True,"379384 OP, 124.55 GOPS",False,pirTest,,32.41768295964608,10f10351,Tst
9,,,3,40,"1360792 OP, 82.85 GOPS",3,,,False,1,17,1:35.42,,,d86e20f2,,True,True,SGD_0,,"215448 OP, 13.12 GOPS","1186304 OP, 72.23 GOPS",8,8,,1,0,1,9,False,20,8,9.02kHz,,0.00779347,"1401752 OP, 85.35 GOPS",8,32.502401607,,17,0,16424,True,,2.0263,True,,,,,,,3,200,0,2019-12-13 12:52:06 -0800,False,8,,20,,0:01.82,,,200,,40,3,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",49.878226984900145,1000000000.0,,,True,"149912 OP, 9.13 GOPS",False,pirTest,,12.741391584547943,10f10351,Tst
10,,,3,40,"937880 OP, 107.08 GOPS",3,,,False,1,22,1:56.34,,,d86e20f2,,True,True,SGD_1,,"229272 OP, 26.18 GOPS","757760 OP, 86.51 GOPS",10,13,,1,0,1,9,False,20,9,5.15kHz,,0.0146135,"987032 OP, 112.69 GOPS",10,41.806304165,,22,0,8759,True,,3.79952,True,,,,,,,3,200,0,2019-12-13 12:52:06 -0800,False,10,,20,,0:01.70,,,200,,40,3,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",46.76332914716292,1000000000.0,,,True,"139160 OP, 15.89 GOPS",False,pirTest,,12.579917798835483,10f10351,Tst
11,,,3,40,"1424024 OP, 87.91 GOPS",3,,,False,1,27,1:45.48,,,d86e20f2,,True,True,SGD_2,,"254872 OP, 15.73 GOPS","1218304 OP, 75.21 GOPS",9,13,,1,0,1,14,False,20,8,7.04kHz,,0.00790172,"1473176 OP, 90.94 GOPS",9,45.775421254,,27,0,16199,True,,2.05445,True,,,,,,,3,200,0,2019-12-13 12:52:06 -0800,False,9,,20,,0:02.30,,,200,,40,3,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",50.57102290264831,1000000000.0,,,True,"164504 OP, 10.16 GOPS",False,pirTest,,11.090190752515587,10f10351,Tst
12,,,3,40,"998040 OP, 117.36 GOPS",3,,,False,1,31,2:07.33,,,d86e20f2,,True,True,SGD_3,,"266648 OP, 31.36 GOPS","788736 OP, 92.75 GOPS",11,16,,1,0,1,15,False,20,9,5.67kHz,,0.0150517,"1055384 OP, 124.10 GOPS",11,54.757470309,,31,0,8504,True,,3.91345,True,,,,,,,3,200,0,2019-12-13 12:52:06 -0800,False,11,,20,,0:01.50,,,200,,40,3,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",48.16556914393227,1000000000.0,,,True,"151704 OP, 17.84 GOPS",False,pirTest,,11.613041318295688,10f10351,Tst
15,,,3,40,"993960 OP, 159.31 GOPS",3,,,False,1,53,2:49.58,,,d86e20f2,,True,True,SGD_4,,"301008 OP, 48.25 GOPS","751064 OP, 120.38 GOPS",14,33,,1,0,1,20,False,20,10,3.47kHz,,0.0205161,"1052072 OP, 168.63 GOPS",14,95.94175861,,53,0,6239,True,,5.33419,True,,,,,,,3,200,0,2019-12-13 12:52:06 -0800,False,14,,20,,0:01.80,,,200,,40,3,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",45.1354383715339,1000000000.0,,,True,"170176 OP, 27.28 GOPS",False,pirTest,,10.838109555576434,10f10351,Tst
3,,,,40,"13631488 OP, 6.50 GOPS",,,,False,1,12,0:52.57,,,d86e20f2,,True,True,SRAMSplit_0,,"11272192 OP, 5.37 GOPS","4456448 OP, 2.12 GOPS",4,1,,1,0,1,11,False,20,1,58.37kHz,,0.0,"15728640 OP, 7.50 GOPS",4,32.302480372,,12,0,2097196,True,,0.0,True,,,,,,,0,200,0,2019-12-13 12:52:06 -0800,False,4,,20,,0:35.93,,,200,,40,,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",12.499737745065316,1000000000.0,,,True,"2097152 OP, 1.00 GOPS",False,pirTest,,11.538223124884553,10f10351,Tst
