VPCU-alloc,runhybrid_pass,notFit,VMC,MC_Total,OPS-FU,VMC-alloc,prtime,vcLimit,runhybrid_complete,VAFG-split,VPCU,maketst_time,vlink,runhybrid_rbw,pir_sha,pattern,runp2p_success,succeeded,app,genpir_err,OPS-Fix,OPS-Other,PMU,PCU,runhybrid_cycle,VAFG,VDAG,VAFG-alloc,DAG,runhybrid_success,row,VPMU-alloc,simfreq,VBB,runp2p_wbw,OPS-All,VPMU-split,gentst_time,VBB-alloc,VPCU-split,VDAG-alloc,runp2p_cycle,genpir,runp2p_err,runp2p_rbw,runp2p_complete,runp2p_dram_power,runhybrid_wbw,slink,runhybrid_dram_power,VBB-split,maketst_err,MC,PCU_Total,VDAG-split,time,runhybrid_deadlock,VPMU,mergeTime_ms,col,runproute_err,runp2p_time,runproute_time,runhybrid_time,PMU_Total,gentst_err,DAG_Total,VMC-split,pirArgs,maxActive,freq,OPS-Flt,algo,runp2p_pass,OPS-Prog FU,runp2p_deadlock,project,runhybrid_err,avgActive,spatial_sha,backend
55,,,9,40,"117156 OP, 1.94 GOPS",9,,,False,1,55,3:26.62,,,d86e20f2,,True,True,DRAMMergeSort_3,,"129467 OP, 2.14 GOPS","13 OP, 0.00 GOPS",6,33,,1,0,1,16,False,20,,3.65kHz,,56.3499,"129480 OP, 2.14 GOPS",,39.677633403,,55,0,60477,True,,56.3499,True,,,,,,,9,200,0,2019-12-13 12:52:06 -0800,False,,,20,,0:16.58,,,200,,40,9,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",36.87352216545133,1000000000.0,,,,"117156 OP, 1.94 GOPS",False,pirTest,,11.941270602414509,10f10351,Tst
73,,,12,40,"116890 OP, 1.93 GOPS",12,,,False,1,73,3:44.58,,,d86e20f2,,True,True,DRAMMergeSort_4,,"129173 OP, 2.13 GOPS","13 OP, 0.00 GOPS",8,44,,1,0,1,21,False,20,,2.92kHz,,56.1993,"129186 OP, 2.13 GOPS",,60.033386734,,73,0,60639,True,,56.1993,True,,,,,,,12,200,0,2019-12-13 12:52:06 -0800,False,,,20,,0:20.75,,,200,,40,12,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",28.707597420801793,1000000000.0,,,,"116890 OP, 1.93 GOPS",False,pirTest,,9.372181571428605,10f10351,Tst
61,,,10,40,"69359 OP, 1.98 GOPS",10,,,False,1,66,2:47.05,,,d86e20f2,,True,True,DRAMMergeSort_5,,"78912 OP, 2.25 GOPS","7 OP, 0.00 GOPS",8,42,,1,0,1,16,False,20,,3.66kHz,,52.2899,"78919 OP, 2.25 GOPS",,50.023150876,,66,0,35093,True,,52.2899,True,,,,,,,10,200,0,2019-12-13 12:52:06 -0800,False,,,20,,0:09.60,,,200,,40,10,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",46.68737355028068,1000000000.0,,,,"66969 OP, 1.91 GOPS",False,pirTest,,9.178652483768934,10f10351,Tst
55,,,9,40,"117156 OP, 1.96 GOPS",9,,,False,1,55,3:34.89,,,d86e20f2,,True,True,DRAMMergeSort_6,,"129467 OP, 2.16 GOPS","13 OP, 0.00 GOPS",6,33,,1,0,1,16,False,20,,3.72kHz,,56.9735,"129480 OP, 2.16 GOPS",,40.631591287,,55,0,59815,True,,56.9735,True,,,,,,,9,200,0,2019-12-13 12:52:06 -0800,False,,,20,,0:16.07,,,200,,40,9,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",37.28161832316309,1000000000.0,,,,"117156 OP, 1.96 GOPS",False,pirTest,,12.073430113219464,10f10351,Tst
151,,,25,40,"69794 OP, 2.20 GOPS",25,,,False,1,162,12:39.47,,,d86e20f2,,True,True,DRAMMergeSort_7,,"79407 OP, 2.50 GOPS","7 OP, 0.00 GOPS",20,105,,1,0,1,37,False,20,,1.48kHz,,57.7119,"79414 OP, 2.50 GOPS",,142.449911169,,162,0,31796,True,,57.7119,True,,,,,,,25,200,0,2019-12-13 12:52:06 -0800,False,,,20,,0:21.47,,,200,,40,25,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",29.71442948798591,1000000000.0,,,,"67389 OP, 2.12 GOPS",False,pirTest,,5.747441111582986,10f10351,Tst
4,,,2,40,"13568 OP, 85.33 GOPS",2,,,False,1,4,0:41.80,,,d86e20f2,,True,True,DotProduct_0,,"4352 OP, 27.37 GOPS","10240 OP, 64.40 GOPS",2,1,,1,0,1,3,False,20,2,0.33kHz,,0.0,"14592 OP, 91.77 GOPS",2,12.166333076,,4,0,159,True,,51.522,True,,,,,,,2,200,0,2019-12-13 12:52:06 -0800,False,2,,20,,0:00.48,,,200,,40,2,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",40.25157232704402,1000000000.0,,,True,"4320 OP, 27.17 GOPS",False,pirTest,,32.494758909853246,10f10351,Tst
4,,,2,40,"9472 OP, 8.46 GOPS",2,,,False,1,4,0:39.56,,,d86e20f2,,True,True,DotProduct_1,,"256 OP, 0.23 GOPS","10240 OP, 9.14 GOPS",2,4,,1,0,1,0,False,20,2,2.0kHz,,0.0,"10496 OP, 9.37 GOPS",2,12.022499003,,4,0,1120,True,,7.31429,True,,,,,,,2,200,0,2019-12-13 12:52:06 -0800,False,2,,20,,0:00.56,,,200,,40,2,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",91.42857142857143,1000000000.0,,,True,"224 OP, 0.20 GOPS",False,pirTest,,59.40051020408164,10f10351,Tst
7,,,4,40,"9456 OP, 15.53 GOPS",4,,,False,1,7,1:37.25,,,d86e20f2,,True,True,DotProduct_2,,"240 OP, 0.39 GOPS","10240 OP, 16.81 GOPS",4,7,,1,0,1,0,False,20,4,1.07kHz,,0.0,"10480 OP, 17.21 GOPS",4,19.834901129,,7,0,609,True,,13.4516,True,,,,,,,4,200,0,2019-12-13 12:52:06 -0800,False,4,,20,,0:00.57,,,200,,40,4,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",84.07224958949097,1000000000.0,,,True,"224 OP, 0.37 GOPS",False,pirTest,,61.07060755336617,10f10351,Tst
7,,,4,40,"13552 OP, 99.65 GOPS",4,,,False,1,7,0:00.01,,,d86e20f2,,True,True,DotProduct_3,,"4336 OP, 31.88 GOPS","10240 OP, 75.29 GOPS",4,2,,1,0,1,5,False,20,4,0.26kHz,,0.0,"14576 OP, 107.18 GOPS",4,17.560632834,,7,0,136,True,,60.2353,True,,,,,,,4,200,0,2019-12-13 12:52:06 -0800,False,4,,20,,0:00.53,,,200,,40,4,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",23.529411764705884,1000000000.0,,,True,"4320 OP, 31.76 GOPS",False,pirTest,,20.365418894830658,10f10351,Tst
25,,,16,40,"13540 OP, 78.27 GOPS",16,,,False,1,26,2:22.14,,,d86e20f2,,True,True,DotProduct_4,,"4324 OP, 24.99 GOPS","10240 OP, 59.19 GOPS",16,9,,1,0,1,17,False,20,16,0.35kHz,,0.0,"14564 OP, 84.18 GOPS",16,53.264842832,,26,0,173,True,,47.3526,True,,,,,,,16,200,0,2019-12-13 12:52:06 -0800,False,16,,20,,0:00.50,,,200,,40,16,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",4.624277456647399,1000000000.0,,,True,"4320 OP, 24.97 GOPS",False,pirTest,,4.223382435204177,10f10351,Tst
12,,,6,40,"15389 OP, 93.84 GOPS",6,,,False,1,14,1:27.18,,,d86e20f2,,True,True,DotProduct_5,,"4466 OP, 27.23 GOPS","11979 OP, 73.04 GOPS",6,7,,1,0,1,7,False,20,6,0.33kHz,,0.0,"16445 OP, 100.27 GOPS",6,27.089301528,,14,0,164,True,,49.9512,True,,,,,,,6,200,0,2019-12-13 12:52:06 -0800,False,6,,20,,0:00.50,,,200,,40,6,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",13.414634146341463,1000000000.0,,,True,"4466 OP, 27.23 GOPS",False,pirTest,,11.963414634146341,10f10351,Tst
6,,,2,40,"23776 OP, 79.79 GOPS",2,,,False,1,8,0:41.89,,,d86e20f2,,True,True,DotProduct_6,,"4736 OP, 15.89 GOPS","20160 OP, 67.65 GOPS",2,5,,1,0,1,3,False,20,2,0.66kHz,,0.0,"24896 OP, 83.54 GOPS",2,17.992387941,,8,0,298,True,,27.4899,True,,,,,,,2,200,0,2019-12-13 12:52:06 -0800,False,2,,20,,0:00.45,,,200,,40,2,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",75.16778523489933,1000000000.0,,,True,"4704 OP, 15.79 GOPS",False,pirTest,,58.02013422818792,10f10351,Tst
16,,,6,40,"26048 OP, 145.52 GOPS",6,,,False,1,24,1:55.08,,,d86e20f2,,True,True,DotProduct_7,,"4862 OP, 27.16 GOPS","22341 OP, 124.81 GOPS",6,17,,1,0,1,7,False,20,6,0.37kHz,,0.0,"27203 OP, 151.97 GOPS",6,32.659427298,,24,0,179,True,,45.7654,True,,,,,,,6,200,0,2019-12-13 12:52:06 -0800,False,6,,20,,0:00.48,,,200,,40,6,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",43.01675977653631,1000000000.0,,,True,"4862 OP, 27.16 GOPS",False,pirTest,,36.66459755845231,10f10351,Tst
5,,,1,40,"1312 OP, 14.11 GOPS",1,,,False,1,12,0:44.63,,,d86e20f2,,True,True,FIFOTest_0,,"672 OP, 7.23 GOPS","704 OP, 7.57 GOPS",1,7,,1,0,1,5,False,20,1,0.18kHz,,1.37634,"1376 OP, 14.80 GOPS",1,23.814175628,,12,0,93,True,,0.0,True,,,,,,,1,200,0,2019-12-13 12:52:06 -0800,False,1,,20,,0:00.51,,,200,,40,1,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",34.40860215053763,1000000000.0,,,,"512 OP, 5.51 GOPS",False,pirTest,,11.385199240986717,10f10351,Tst
5,,,1,40,"1344 OP, 16.19 GOPS",1,,,False,1,10,0:51.60,,,d86e20f2,,True,True,FIFOTest_1,,"272 OP, 3.28 GOPS","1072 OP, 12.92 GOPS",2,6,,1,0,1,4,False,20,1,0.16kHz,,1.54217,"1344 OP, 16.19 GOPS",2,21.347478319,,10,0,83,True,,0.0,True,,,,,,,1,200,0,2019-12-13 12:52:06 -0800,False,2,,20,,0:00.51,,,200,,40,1,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",38.55421686746988,1000000000.0,,,,"192 OP, 2.31 GOPS",False,pirTest,,14.190093708165998,10f10351,Tst
7,,,1,40,"2608 OP, 28.04 GOPS",1,,,False,1,15,0:56.10,,,d86e20f2,,True,True,FIFOTest_2,,"872 OP, 9.38 GOPS","1808 OP, 19.44 GOPS",2,10,,1,0,1,5,False,20,1,0.18kHz,,1.37634,"2680 OP, 28.82 GOPS",2,30.095069295,,15,0,93,True,,0.0,True,,,,,,,1,200,0,2019-12-13 12:52:06 -0800,False,2,,20,,0:00.53,,,200,,40,1,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",34.40860215053763,1000000000.0,,,,"568 OP, 6.11 GOPS",False,pirTest,,12.903225806451612,10f10351,Tst
18,,,1,40,"6558 OP, 34.34 GOPS",1,,,False,1,28,1:50.24,,,d86e20f2,,True,True,FIFOTest_3,,"1790 OP, 9.37 GOPS","4768 OP, 24.96 GOPS",2,16,,1,0,1,12,False,20,1,0.35kHz,,2.34555,"6558 OP, 34.34 GOPS",2,37.323336709,,28,0,191,True,,0.335079,True,,,,,,,1,200,0,2019-12-13 12:52:06 -0800,False,2,,20,,0:00.55,,,200,,40,1,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",58.638743455497384,1000000000.0,,,,"1614 OP, 8.45 GOPS",False,pirTest,,14.921465968586388,10f10351,Tst
11,,,5,40,"107527046 OP, 279.22 GOPS",5,,,False,1,16,1:56.02,,,d86e20f2,,True,True,GDA_0,,"64712582 OP, 168.04 GOPS","59771904 OP, 155.21 GOPS",11,10,,1,0,1,6,False,20,11,8.62kHz,,0.170179,"124484486 OP, 323.25 GOPS",11,33.950739939,,16,0,385101,True,,0.345676,True,,,,,,,5,200,0,2019-12-13 12:52:06 -0800,False,11,,20,,0:44.67,,,200,,40,5,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",68.07149293302277,1000000000.0,,,True,"35057542 OP, 91.03 GOPS",False,pirTest,,19.453964091604604,10f10351,Tst
11,,,5,40,"1744358 OP, 242.24 GOPS",5,,,False,1,16,2:00.24,,,d86e20f2,,True,True,GDA_1,,"1046630 OP, 145.35 GOPS","971136 OP, 134.86 GOPS",11,10,,1,0,1,6,False,20,11,5.81kHz,,0.56881,"2017766 OP, 280.21 GOPS",11,33.628467038,,16,0,7201,True,,1.20872,True,,,,,,,5,200,0,2019-12-13 12:52:06 -0800,False,11,,20,,0:01.24,,,200,,40,5,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",56.880988751562285,1000000000.0,,,True,"569446 OP, 79.08 GOPS",False,pirTest,,16.914673531810042,10f10351,Tst
13,,,5,40,"1395302 OP, 281.25 GOPS",5,,,False,1,25,2:17.98,,,d86e20f2,,True,True,GDA_2,,"856294 OP, 172.61 GOPS","748928 OP, 150.96 GOPS",15,19,,1,0,1,6,False,20,14,4.31kHz,,0.82564,"1605222 OP, 323.57 GOPS",15,55.736961481,,25,0,4961,True,,1.75448,True,,,,,,,5,200,0,2019-12-13 12:52:06 -0800,False,15,,20,,0:01.15,,,200,,40,5,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",41.28199959685547,1000000000.0,,,True,"471270 OP, 94.99 GOPS",False,pirTest,,14.902275484629165,10f10351,Tst
12,,,5,40,"2371046 OP, 329.77 GOPS",5,,,False,1,24,2:06.10,,,d86e20f2,,True,True,GDA_3,,"1411174 OP, 196.27 GOPS","1298816 OP, 180.64 GOPS",12,18,,1,0,1,6,False,20,11,4.89kHz,,0.56968,"2709990 OP, 376.91 GOPS",12,49.030925542,,24,0,7190,True,,1.21057,True,,,,,,,5,200,0,2019-12-13 12:52:06 -0800,False,12,,20,,0:01.47,,,200,,40,5,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",56.968011126564676,1000000000.0,,,True,"671846 OP, 93.44 GOPS",False,pirTest,,15.695895462043538,10f10351,Tst
15,,,5,40,"2021990 OP, 533.65 GOPS",5,,,False,1,39,2:45.38,,,d86e20f2,,True,True,GDA_4,,"1220838 OP, 322.21 GOPS","1076608 OP, 284.14 GOPS",17,33,,1,0,1,6,False,20,14,3.01kHz,,1.08102,"2297446 OP, 606.35 GOPS",17,80.619687584,,39,0,3789,True,,2.29718,True,,,,,,,5,200,0,2019-12-13 12:52:06 -0800,False,17,,20,,0:01.26,,,200,,40,5,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",54.05120084455001,1000000000.0,,,True,"573670 OP, 151.40 GOPS",False,pirTest,,16.784991642473827,10f10351,Tst
12,,,5,40,"2265318 OP, 170.30 GOPS",5,,,False,1,22,1:57.35,,,d86e20f2,,True,True,GDA_5,,"1366758 OP, 102.75 GOPS","1237504 OP, 93.03 GOPS",11,16,,1,0,1,6,False,20,11,6.22kHz,,0.307924,"2604262 OP, 195.78 GOPS",11,41.878805668,,22,0,13302,True,,0.654338,True,,,,,,,5,200,0,2019-12-13 12:52:06 -0800,False,11,,20,,0:02.14,,,200,,40,5,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",61.58472410163885,1000000000.0,,,True,"692966 OP, 52.09 GOPS",False,pirTest,,14.961641338627254,10f10351,Tst
14,,,5,40,"205306758 OP, 534.15 GOPS",5,,,False,1,43,2:41.97,,,d86e20f2,,True,True,GDA_6,,"103772038 OP, 269.99 GOPS","122686464 OP, 319.20 GOPS",14,37,,1,0,1,6,False,20,11,5.19kHz,,0.170506,"226458502 OP, 589.18 GOPS",14,81.307035291,,43,0,384362,True,,0.34634,True,,,,,,,5,200,0,2019-12-13 12:52:06 -0800,False,14,,20,,1:14.04,,,200,,40,5,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",68.20237172249078,1000000000.0,,,True,"40562566 OP, 105.53 GOPS",False,pirTest,,17.389355189767826,10f10351,Tst
15,,,5,40,"124650374 OP, 464.92 GOPS",5,,,False,1,39,2:45.69,,,d86e20f2,,True,True,GDA_7,,"75462534 OP, 281.46 GOPS","66178048 OP, 246.83 GOPS",17,33,,1,0,1,6,False,20,14,4.81kHz,,0.244436,"141640582 OP, 528.29 GOPS",17,78.098886905,,39,0,268111,True,,0.496511,True,,,,,,,5,200,0,2019-12-13 12:52:06 -0800,False,17,,20,,0:55.72,,,200,,40,5,"--dot=true, --vdot=true, --tungsten-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/tungsten, --proute-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastiroute, --debug=true, --psim-home=/local/ssd/home/yaqiz/pldi20/spatial/pir/plastisim, --pir-home=/local/ssd/home/yaqiz/pldi20/spatial/pir, --stat=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",48.887214623793874,1000000000.0,,,True,"35223430 OP, 131.38 GOPS",False,pirTest,,14.483472641306523,10f10351,Tst
