net,MC_Total,pmu-stage,genpir_err,runp2p_complete,VDAG,VAFG,runp2p_pass,codegen,topo,VMC-split,module,MC,scheduled,word,dedicated-dag,dag-stage,igraph,proute-opts,proute-q,retime-glob,runp2p_wbw,mdone,retime-buffer-only,runp2p_rbw,start-id,pir_sha,genpir,VPMU,vec,debug,DAG_Total,mapping,rtelm,VMC-alloc,VPCU,PCU_Total,algo,reserve-pmu,OPS-Flt,OPS-FU,runp2p_dram_power,OPS-Fix,VBB,notFit,lrange,OPS-Other,rtanal,runp2p_cycle,bcread,dupra,gentst_err,runproute_time,runp2p_err,VBB-split,stat,argin,VPMU-split,reserve-dag,tokenout,run-proute,rtelm-unsafe,succeeded,VPCU-alloc,run-tst,vlink,runhybrid_wbw,vc,PMU_Total,VAFG-split,PMU,share-adctx,vdot,run-psim,VPMU-alloc,fast,merge-algo,reserve-pcu,runhybrid_complete,dot,split-forward,flit-width,runhybrid_deadlock,fifo-depth,runp2p_time,runproute_err,vfifo,psim-q,sr,runhybrid_success,pcu-stage,argout,proute-algo,VDAG-alloc,row,pirArgs,spatial_sha,avgActive,prtime,maxActive,merge,vcLimit,waveform,simulate,mergeTime_ms,verbose,split,simfreq,runhybrid_rbw,mem-tech,rundot,maketst_err,project,maketst_time,pattern,dag,VAFG-alloc,pracc,time-out,runhybrid_cycle,runhybrid_dram_power,col,debug-print,runhybrid_pass,memelm,VBB-alloc,PCU,runp2p_success,proute-seed,OPS-Prog FU,freq,nn,gentst_time,VMC,time,routing-cost,DAG,retime-local,retime-exout,clock,load,arch,routing-algo,VPCU-split,link-prop,slink,split-thread,trace,OPS-All,open,save,constprop,ag-dce,split-algo,runp2p_deadlock,pmu-sram-size,app,backend,runhybrid_err,merge-forward,VDAG-split,tungsten,name,runhybrid_time,psim
hybrid,40,6,,True,0,1,True,True,mesh,4,False,4,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,2.17872,True,False,2.17872,0,74dcf9be,True,,16,True,40,True,True,4,14,200,route_min_directed_valient,0,,,,,,,True,,True,470,True,False,,,,,True,6,,0,5,False,False,True,14,False,2,,4,200,1,14,False,True,False,,True,bfs,0,False,True,False,512,False,16,0:01.56,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,7.898936170212766,,27.23404255319149,False,4,True,False,,False,True,0.3kHz,,DDR4,True,,pirTest,0:21.96,checkerboard,True,1,True,100,,,20,True,,False,,0,True,0,,1000000000.0,False,27.258791642,4,2020-03-31 22:48:23 -0700,H-hop,0,False,False,1000000000,False,MyDesign,dor,14,db,4,1,False,,False,True,True,True,dfs,False,65536,DRAMDoubleBuffer2_2,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,True,True,mesh,6,False,6,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,2.17872,True,False,2.17872,0,74dcf9be,True,,16,True,40,True,True,6,21,200,route_min_directed_valient,0,,,,,,,True,,True,470,True,False,,,,,True,6,,0,5,False,False,True,21,False,2,,4,200,1,3,False,True,False,,True,bfs,0,False,True,False,512,False,16,0:02.14,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,8.233117483811286,,27.23404255319149,False,4,True,False,,False,True,0.22kHz,,DDR4,True,,pirTest,0:35.81,checkerboard,True,1,True,100,,,20,True,,False,,0,True,0,,1000000000.0,False,33.497154908,6,2020-03-31 22:48:23 -0700,H-hop,18,False,False,1000000000,False,MyDesign,dor,21,db,4,1,False,,False,True,True,True,dfs,False,65536,DRAMDoubleBuffer2_3,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,True,True,mesh,6,False,6,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,2.92571,True,False,2.92571,0,74dcf9be,True,,16,True,40,True,True,6,21,200,route_min_directed_valient,0,,,,,,,True,,True,350,True,False,,,,,True,6,,0,5,False,False,True,21,False,2,,4,200,1,9,False,True,False,,True,bfs,0,False,True,False,512,False,16,0:03.74,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,2.111801242236025,,2.2857142857142856,False,4,True,False,,False,True,0.09kHz,,DDR4,True,,pirTest,0:45.43,checkerboard,True,1,True,100,,,20,True,,False,,0,True,0,,1000000000.0,False,38.667853885,6,2020-03-31 22:48:23 -0700,H-hop,12,False,False,1000000000,False,MyDesign,dor,21,db,4,1,False,,False,True,True,True,dfs,False,65536,DRAMDoubleBuffer2_4,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,True,True,mesh,4,False,4,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,2.23094,True,False,2.23094,0,74dcf9be,True,,16,True,40,True,True,4,13,200,route_min_directed_valient,0,,,,,,,True,,True,459,True,False,,,,,True,6,,0,5,False,False,True,13,False,2,,4,200,1,1,False,True,False,,True,bfs,0,False,True,False,512,False,16,0:02.89,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,15.831517792302106,,55.773420479302835,False,4,True,False,,False,True,0.16kHz,,DDR4,True,,pirTest,0:47.27,checkerboard,True,1,True,100,,,20,True,,False,,0,True,0,,1000000000.0,False,26.714626559,4,2020-03-31 22:48:23 -0700,H-hop,12,False,False,1000000000,False,MyDesign,dor,13,db,4,1,False,,False,True,True,True,dfs,False,65536,DRAMDoubleBuffer_0,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,True,True,mesh,4,False,4,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,4.04743,True,False,4.04743,0,74dcf9be,True,,16,True,40,True,True,4,11,200,route_min_directed_valient,0,,,,,,,True,,True,253,True,False,,,,,True,6,,0,5,False,False,True,11,False,2,,4,200,1,4,False,True,False,,True,bfs,0,False,True,False,512,False,16,0:02.38,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,3.4660991182730316,,6.324110671936759,False,4,True,False,,False,True,0.11kHz,,DDR4,True,,pirTest,0:42.01,checkerboard,True,1,True,100,,,20,True,,False,,0,True,0,,1000000000.0,False,37.758853523,4,2020-03-31 22:48:23 -0700,H-hop,7,False,False,1000000000,False,MyDesign,dor,11,db,4,1,False,,False,True,True,True,dfs,False,65536,DRAMDoubleBuffer_1,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,True,True,mesh,8,False,8,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,4.33898,True,False,4.33898,0,74dcf9be,True,,16,True,40,True,True,8,22,200,route_min_directed_valient,0,,,,,,,True,,True,236,True,False,,,,,True,6,,0,5,False,False,True,22,False,2,,4,200,1,8,False,True,False,,True,bfs,0,False,True,False,512,False,16,0:03.30,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,2.01271186440678,,3.389830508474576,False,4,True,False,,False,True,0.07kHz,,DDR4,True,,pirTest,1:33.41,checkerboard,True,1,True,100,,,20,True,,False,,0,True,0,,1000000000.0,False,56.700533601,8,2020-03-31 22:48:23 -0700,H-hop,14,False,False,1000000000,False,MyDesign,dor,22,db,4,1,False,,False,True,True,True,dfs,False,65536,DRAMDoubleBuffer_2,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,True,True,mesh,12,False,12,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,4.33898,True,False,4.33898,0,74dcf9be,True,,16,True,40,True,True,12,37,200,route_min_directed_valient,0,,,,,,,True,,True,236,True,False,,,,,True,6,,0,5,False,False,True,37,False,2,,4,200,1,28,False,True,False,,True,bfs,0,False,True,False,512,False,16,0:04.84,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,2.0208604954367666,,3.389830508474576,False,4,True,False,,False,True,0.05kHz,,DDR4,True,,pirTest,2:17.82,checkerboard,True,1,True,100,,,20,True,,False,,0,True,0,,1000000000.0,False,71.948280916,12,2020-03-31 22:48:23 -0700,H-hop,9,False,False,1000000000,False,MyDesign,dor,37,db,4,1,False,,False,True,True,True,dfs,False,65536,DRAMDoubleBuffer_3,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,,True,mesh,3,False,3,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,43.4334,True,False,43.4334,0,74dcf9be,True,,16,True,40,True,True,3,19,200,route_min_directed_valient,0,,,,,,,True,,True,78462,True,False,,,,,True,6,,0,5,False,False,True,19,False,2,,4,200,1,2,False,True,False,,True,bfs,0,False,True,False,512,False,16,3:17.43,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,20.490301037444876,,67.86469883510489,False,4,True,False,,False,True,0.4kHz,,DDR4,True,,pirTest,1:27.14,checkerboard,True,1,True,100,,,20,True,,False,,11,True,0,,1000000000.0,False,37.627284724,3,2020-03-31 22:48:23 -0700,H-hop,6,False,False,1000000000,False,MyDesign,dor,19,db,4,1,False,,False,True,True,True,dfs,False,65536,DRAMMergeSort_0,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,,True,mesh,3,False,3,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,43.4933,True,False,43.4933,0,74dcf9be,True,,16,True,40,True,True,3,19,200,route_min_directed_valient,0,,,,,,,True,,True,78354,True,False,,,,,True,6,,0,5,False,False,True,19,False,2,,4,200,1,2,False,True,False,,True,bfs,0,False,True,False,512,False,16,3:41.09,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,20.51854404369911,,67.9582408045537,False,4,True,False,,False,True,0.35kHz,,DDR4,True,,pirTest,1:24.53,checkerboard,True,1,True,100,,,20,True,,False,,11,True,0,,1000000000.0,False,35.606097317,3,2020-03-31 22:48:23 -0700,H-hop,6,False,False,1000000000,False,MyDesign,dor,19,db,4,1,False,,False,True,True,True,dfs,False,65536,DRAMMergeSort_1,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,,True,mesh,6,False,6,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,50.0143,True,False,50.0143,0,74dcf9be,True,,16,True,40,True,True,6,37,200,route_min_directed_valient,0,,,,,,,True,,True,68138,True,False,,,,,True,6,,0,5,False,False,True,37,False,2,,4,200,1,4,False,True,False,,True,bfs,0,False,True,False,512,False,16,3:48.86,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,13.566704454314893,,42.07930963632628,False,4,True,False,,False,True,0.3kHz,,DDR4,True,,pirTest,2:22.41,checkerboard,True,1,True,100,,,20,True,,False,,22,True,0,,1000000000.0,False,49.416456004,6,2020-03-31 22:48:23 -0700,H-hop,11,False,False,1000000000,False,MyDesign,dor,37,db,4,1,False,,False,True,True,True,dfs,False,65536,DRAMMergeSort_2,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,,True,mesh,9,False,9,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,56.3247,True,False,56.3247,0,74dcf9be,True,,16,True,40,True,True,9,55,200,route_min_directed_valient,0,,,,,,,True,,True,60504,True,False,,,,,True,6,,0,5,False,False,True,55,False,2,,4,200,1,6,False,True,False,,True,bfs,0,False,True,False,512,False,16,4:05.54,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,11.935941792645481,,36.85706730133545,False,4,True,False,,False,True,0.25kHz,,DDR4,True,,pirTest,2:33.40,checkerboard,True,1,True,100,,,20,True,,False,,33,True,0,,1000000000.0,False,91.080759833,9,2020-03-31 22:48:23 -0700,H-hop,16,False,False,1000000000,False,MyDesign,dor,55,db,4,1,False,,False,True,True,True,dfs,False,65536,DRAMMergeSort_3,Tst,,False,0,True,AccelMain,,False
hybrid,40,6,,True,0,1,,True,mesh,12,False,12,False,32,False,6,False,-i100 -p100 -t1 -d100,4,False,56.4928,True,False,56.4928,0,74dcf9be,True,,16,True,40,True,True,12,73,200,route_min_directed_valient,0,,,,,,,True,,True,60324,True,False,,,,,True,6,,0,5,False,False,True,73,False,2,,4,200,1,8,False,True,False,,True,bfs,0,False,True,False,512,False,16,2:08.55,,4,1,True,False,6,4,route_min_directed_valient,0,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",839e7418,9.421121250412094,,28.85750281811551,False,4,True,False,,False,True,0.47kHz,,DDR4,True,,pirTest,1:23.57,checkerboard,True,1,True,100,,,20,True,,False,,44,True,0,,1000000000.0,False,143.048427679,12,2020-03-31 22:48:23 -0700,H-hop,21,False,False,1000000000,False,MyDesign,dor,73,db,4,1,False,,False,True,True,True,dfs,False,65536,DRAMMergeSort_4,Tst,,False,0,True,AccelMain,,False
