runhybrid_rbw,vlink,merge-algo,rtelm,retime-buffer-only,pracc,verbose,runp2p_rbw,arch,routing-cost,runp2p_complete,simulate,psim-q,runhybrid_time,VAFG-alloc,project,net,fifo-depth,runp2p_success,VDAG-split,start-id,split-forward,mdone,waveform,stat,dag,clock,runproute_time,maketst_err,run-psim,col,psim,app,PMU_Total,retime-exout,split-thread,VBB-alloc,runp2p_err,VPCU,merge,pir_sha,ag-dce,memelm,argout,gentst_err,VPMU,runp2p_pass,row,rundot,runhybrid_complete,runp2p_cycle,VMC,codegen,proute-algo,pmu-stage,prtime,MC,pmu-sram-size,DAG_Total,open,freq,dedicated-dag,runproute_err,dupra,dag-stage,runhybrid_deadlock,simfreq,routing-algo,reserve-pmu,runhybrid_err,MC_Total,debug,proute-seed,VPMU-alloc,OPS-FU,pcu-stage,time,runhybrid_cycle,runp2p_time,topo,VMC-alloc,runp2p_dram_power,VBB,pirArgs,vcLimit,igraph,link-prop,retime-local,tokenout,backend,bcread,split,split-algo,runhybrid_wbw,vec,runhybrid_dram_power,gentst_time,avgActive,lrange,mergeTime_ms,succeeded,proute-q,nn,maxActive,retime-glob,run-tst,genpir_err,mapping,VBB-split,vfifo,run-proute,scheduled,save,slink,VPMU-split,PMU,OPS-All,PCU,VAFG-split,fast,notFit,OPS-Prog FU,time-out,DAG,pattern,VDAG-alloc,VDAG,argin,VMC-split,dot,word,algo,module,VPCU-split,maketst_time,trace,vc,sr,reserve-pcu,OPS-Other,mem-tech,runp2p_deadlock,debug-tst,merge-forward,genpir,name,constprop,tungsten,VPCU-alloc,flit-width,load,spatial_sha,runhybrid_pass,OPS-Fix,runp2p_wbw,vdot,proute-opts,runhybrid_success,PCU_Total,OPS-Flt,VAFG
,2,bfs,True,False,True,False,2.0898,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,DRAMDoubleBuffer2_3,200,False,1,,,23,False,d3ea5c93,True,False,4,,,True,20,True,False,490,6,True,route_min_directed_valient,6,,6,65536,40,False,1000000000.0,False,,False,6,False,0.78kHz,dor,0,,40,True,0,,,6,2020-01-22 22:48:45 -0800,,0:00.63,mesh,6,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,50.838284028,9.355102040816327,True,,True,4,False,26.122448979591837,False,False,,True,,4,False,False,False,4,,3,,0,1,True,,,100,20,checkerboard,0,0,6,6,True,32,route_min_directed_valient,False,23,0:55.44,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,23,512,False,cba72708,,,2.0898,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,2.76757,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,DRAMDoubleBuffer2_4,200,False,1,,,23,False,d3ea5c93,True,False,4,,,True,20,True,False,370,6,True,route_min_directed_valient,6,,6,65536,40,False,1000000000.0,False,,False,6,False,0.53kHz,dor,0,,40,True,0,,,6,2020-01-22 22:48:45 -0800,,0:00.70,mesh,6,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,42.757606716,2.0108108108108107,True,,True,4,False,2.1621621621621623,False,False,,True,,4,False,False,False,4,,11,,0,1,True,,,100,12,checkerboard,0,0,6,6,True,32,route_min_directed_valient,False,23,1:03.37,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,23,512,False,cba72708,,,2.76757,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,2.24561,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,DRAMDoubleBuffer_0,200,False,1,,,13,False,d3ea5c93,True,False,4,,,True,20,True,False,456,4,True,route_min_directed_valient,6,,4,65536,40,False,1000000000.0,False,,False,6,False,0.63kHz,dor,0,,40,True,0,,,6,2020-01-22 22:48:45 -0800,,0:00.72,mesh,4,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,33.008782366,15.935672514619883,True,,True,4,False,56.14035087719298,False,False,,True,,4,False,False,False,4,,13,,0,1,True,,,100,0,checkerboard,0,0,6,4,True,32,route_min_directed_valient,False,13,0:40.19,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,13,512,False,cba72708,,,2.24561,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,4.04743,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,DRAMDoubleBuffer_1,200,False,1,,,11,False,d3ea5c93,True,False,4,,,True,20,True,False,253,4,True,route_min_directed_valient,6,,4,65536,40,False,1000000000.0,False,,False,6,False,0.42kHz,dor,0,,40,True,0,,,6,2020-01-22 22:48:45 -0800,,0:00.60,mesh,4,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,37.324491117,3.4660991182730316,True,,True,4,False,6.324110671936759,False,False,,True,,4,False,False,False,4,,4,,0,1,True,,,100,7,checkerboard,0,0,6,4,True,32,route_min_directed_valient,False,11,0:40.13,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,11,512,False,cba72708,,,4.04743,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,4.19672,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,DRAMDoubleBuffer_2,200,False,1,,,22,False,d3ea5c93,True,False,4,,,True,20,True,False,244,8,True,route_min_directed_valient,6,,8,65536,40,False,1000000000.0,False,,False,6,False,0.43kHz,dor,0,,40,True,0,,,6,2020-01-22 22:48:45 -0800,,0:00.57,mesh,8,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,48.336870056,1.9467213114754098,True,,True,4,False,3.278688524590164,False,False,,True,,4,False,False,False,4,,8,,0,1,True,,,100,14,checkerboard,0,0,6,8,True,32,route_min_directed_valient,False,22,1:03.82,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,22,512,False,cba72708,,,4.19672,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,4.33898,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,DRAMDoubleBuffer_3,200,False,1,,,37,False,d3ea5c93,True,False,4,,,True,20,True,False,236,12,True,route_min_directed_valient,6,,12,65536,40,False,1000000000.0,False,,False,6,False,0.36kHz,dor,0,,40,True,0,,,6,2020-01-22 22:48:45 -0800,,0:00.65,mesh,12,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,72.960108035,2.0208604954367666,True,,True,4,False,3.389830508474576,False,False,,True,,4,False,False,False,4,,28,,0,1,True,,,100,9,checkerboard,0,0,6,12,True,32,route_min_directed_valient,False,37,1:33.59,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,37,512,False,cba72708,,,4.33898,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,43.408,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,DRAMMergeSort_0,200,False,1,,,19,False,d3ea5c93,True,False,4,,,,20,True,False,78508,3,True,route_min_directed_valient,6,,3,65536,40,False,1000000000.0,False,,False,6,False,4.95kHz,dor,0,,40,True,0,,,6,2020-01-22 22:48:45 -0800,,0:15.85,mesh,3,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,38.154086675,20.478295205584143,True,,True,4,False,67.82493503846742,False,False,,True,,4,False,False,False,4,,2,,11,1,True,,,100,6,checkerboard,0,0,6,3,True,32,route_min_directed_valient,False,19,1:02.03,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,19,512,False,cba72708,,,43.408,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,43.656,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,DRAMMergeSort_1,200,False,1,,,19,False,d3ea5c93,True,False,4,,,,20,True,False,78062,3,True,route_min_directed_valient,6,,3,65536,40,False,1000000000.0,False,,False,6,False,5.03kHz,dor,0,,40,True,0,,,6,2020-01-22 22:48:45 -0800,,0:15.53,mesh,3,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,37.462326242,20.595296046732084,True,,True,4,False,68.21244651687121,False,False,,True,,4,False,False,False,4,,2,,11,1,True,,,100,6,checkerboard,0,0,6,3,True,32,route_min_directed_valient,False,19,1:01.38,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,19,512,False,cba72708,,,43.656,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,50.6122,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,DRAMMergeSort_2,200,False,1,,,37,False,d3ea5c93,True,False,4,,,,20,True,False,67333,6,True,route_min_directed_valient,6,,6,65536,40,False,1000000000.0,False,,False,6,False,3.0kHz,dor,0,,40,True,0,,,6,2020-01-22 22:48:45 -0800,,0:22.45,mesh,6,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,63.413014723,13.728901253591971,True,,True,4,False,42.58238902172783,False,False,,True,,4,False,False,False,4,,4,,22,1,True,,,100,11,checkerboard,0,0,6,6,True,32,route_min_directed_valient,False,37,1:38.55,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,37,512,False,cba72708,,,50.6122,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,56.8187,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,DRAMMergeSort_3,200,False,1,,,55,False,d3ea5c93,True,False,4,,,,20,True,False,59978,9,True,route_min_directed_valient,6,,9,65536,40,False,1000000000.0,False,,False,6,False,1.94kHz,dor,0,,40,True,0,,,6,2020-01-22 22:48:45 -0800,,0:30.90,mesh,9,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,87.8887871,12.04061859718934,True,,True,4,False,37.180299443129144,False,False,,True,,4,False,False,False,4,,6,,33,1,True,,,100,16,checkerboard,0,0,6,9,True,32,route_min_directed_valient,False,55,2:39.63,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,55,512,False,cba72708,,,56.8187,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,56.4329,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,DRAMMergeSort_4,200,False,1,,,73,False,d3ea5c93,True,False,4,,,,20,True,False,60388,12,True,route_min_directed_valient,6,,12,65536,40,False,1000000000.0,False,,False,6,False,1.76kHz,dor,0,,40,True,0,,,6,2020-01-22 22:48:45 -0800,,0:34.22,mesh,12,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,143.237813121,9.411136621677471,True,,True,4,False,28.826919255481222,False,False,,True,,4,False,False,False,4,,8,,44,1,True,,,100,21,checkerboard,0,0,6,12,True,32,route_min_directed_valient,False,73,2:39.72,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,73,512,False,cba72708,,,56.4329,True,-i100 -p100 -t1 -d100,False,200,,1
,2,bfs,True,False,True,False,53.0594,MyDesign,H-hop,True,False,1,,1,pirTest,hybrid,16,True,0,0,False,True,True,True,True,1000000000,,,False,20,False,DRAMMergeSort_5,200,False,1,,,66,False,d3ea5c93,True,False,4,,,,20,True,False,34584,10,True,route_min_directed_valient,6,,10,65536,40,False,1000000000.0,False,,False,6,False,1.93kHz,dor,0,,40,True,0,,,6,2020-01-22 22:48:45 -0800,,0:17.89,mesh,10,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/pldi20/spatial, --fast=true",4,False,db,False,5,Tst,True,True,dfs,,16,,107.165445502,9.313741950407795,True,,True,4,False,47.374508443210736,False,False,,True,,4,False,False,False,4,,8,,42,1,True,,,100,16,checkerboard,0,0,6,10,True,32,route_min_directed_valient,False,66,3:10.94,False,4,True,0,,DDR4,False,False,False,True,AccelMain,True,True,61,512,False,cba72708,,,53.0594,True,-i100 -p100 -t1 -d100,False,200,,1
