runp2p_wbw,proute-algo,save,OPS-Prog FU,pracc,runp2p_success,run-psim,module,spatial_sha,pmu-stage,runhybrid_err,psim-q,slink,VPMU,app,sr,gentst_err,MC,VBB-split,MC_Total,split,verbose,OPS-FU,flit-width,name,run-tst,dag-stage,OPS-Flt,genpir_err,split-algo,VMC,split-forward,open,debug-print,lrange,pcu-stage,time-out,VMC-split,tokenout,igraph,VMC-alloc,col,runp2p_deadlock,runhybrid_pass,VDAG-alloc,merge,pirArgs,succeeded,proute-seed,runp2p_err,simulate,freq,retime-exout,runhybrid_dram_power,time,project,argin,argout,run-proute,bcread,runp2p_dram_power,maketst_err,OPS-Fix,mergeTime_ms,VPCU,DAG_Total,stat,mapping,runhybrid_cycle,proute-opts,notFit,vfifo,mem-tech,runproute_time,VAFG,routing-algo,runhybrid_complete,VDAG-split,retime-glob,genpir,runhybrid_success,algo,retime-buffer-only,dag,runp2p_rbw,debug,mdone,prtime,simfreq,VBB,runhybrid_wbw,vlink,VAFG-alloc,VAFG-split,trace,pmu-sram-size,clock,dedicated-dag,OPS-All,PMU_Total,split-thread,topo,merge-algo,backend,PMU,PCU,vc,rundot,reserve-pcu,runhybrid_deadlock,OPS-Other,runp2p_complete,fast,retime-local,runp2p_time,runproute_err,rtelm,maxActive,codegen,runhybrid_time,link-prop,pir_sha,maketst_time,routing-cost,runhybrid_rbw,VPMU-alloc,ag-dce,merge-forward,proute-q,vcLimit,psim,dot,tungsten,scheduled,load,VPCU-split,fifo-depth,reserve-pmu,constprop,avgActive,runp2p_pass,runp2p_cycle,row,VPMU-split,DAG,pattern,word,start-id,gentst_time,dupra,vec,arch,net,VPCU-alloc,nn,VDAG,VBB-alloc,waveform,vdot,memelm,PCU_Total
2.0898,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,,DRAMDoubleBuffer2_3,True,,6,,40,True,False,,512,AccelMain,False,6,,,dfs,6,False,False,True,True,6,100,6,5,False,6,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,23,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,2.0898,True,True,,0.19kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,3,0,4,True,0,False,,True,True,False,0:02.55,,True,26.122448979591837,True,,db,e7db7627,3:09.22,H-hop,,,True,False,4,4,False,True,True,False,False,23,16,0,True,9.355102040816327,True,490,20,,20,checkerboard,32,0,94.863325383,False,16,MyDesign,hybrid,23,False,0,,True,True,False,200
2.76757,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,,DRAMDoubleBuffer2_4,True,,6,,40,True,False,,512,AccelMain,False,6,,,dfs,6,False,False,True,True,6,100,6,5,False,6,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,23,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,2.76757,True,True,,0.76kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,11,0,4,True,0,False,,True,True,False,0:00.49,,True,2.1621621621621623,True,,db,e7db7627,0:39.15,H-hop,,,True,False,4,4,False,True,True,False,False,23,16,0,True,2.0108108108108107,True,370,20,,12,checkerboard,32,0,56.491191369,False,16,MyDesign,hybrid,23,False,0,,True,True,False,200
2.24561,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,,DRAMDoubleBuffer_0,True,,4,,40,True,False,,512,AccelMain,False,6,,,dfs,4,False,False,True,True,6,100,4,5,False,4,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,13,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,2.24561,True,True,,0.31kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,13,0,4,True,0,False,,True,True,False,0:01.45,,True,56.14035087719298,True,,db,e7db7627,1:29.58,H-hop,,,True,False,4,4,False,True,True,False,False,13,16,0,True,15.935672514619883,True,456,20,,0,checkerboard,32,0,60.674793526,False,16,MyDesign,hybrid,13,False,0,,True,True,False,200
4.04743,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,,DRAMDoubleBuffer_1,True,,4,,40,True,False,,512,AccelMain,False,6,,,dfs,4,False,False,True,True,6,100,4,5,False,4,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,11,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,4.04743,True,True,,0.17kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,4,0,4,True,0,False,,True,True,False,0:01.53,,True,6.324110671936759,True,,db,e7db7627,0:37.32,H-hop,,,True,False,4,4,False,True,True,False,False,11,16,0,True,3.4660991182730316,True,253,20,,7,checkerboard,32,0,27.37342732,False,16,MyDesign,hybrid,11,False,0,,True,True,False,200
4.33898,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,,DRAMDoubleBuffer_2,True,,8,,40,True,False,,512,AccelMain,False,6,,,dfs,8,False,False,True,True,6,100,8,5,False,8,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,22,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,4.33898,True,True,,0.31kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,8,0,4,True,0,False,,True,True,False,0:00.77,,True,3.389830508474576,True,,db,e7db7627,1:24.62,H-hop,,,True,False,4,4,False,True,True,False,False,22,16,0,True,2.01271186440678,True,236,20,,14,checkerboard,32,0,68.252215011,False,16,MyDesign,hybrid,22,False,0,,True,True,False,200
4.33898,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,,DRAMDoubleBuffer_3,True,,12,,40,True,False,,512,AccelMain,False,6,,,dfs,12,False,False,True,True,6,100,12,5,False,12,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,37,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,4.33898,True,True,,0.21kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,28,0,4,True,0,False,,True,True,False,0:01.10,,True,3.389830508474576,True,,db,e7db7627,3:45.66,H-hop,,,True,False,4,4,False,True,True,False,False,37,16,0,True,2.0208604954367666,True,236,20,,9,checkerboard,32,0,107.887454264,False,16,MyDesign,hybrid,37,False,0,,True,True,False,200
43.7709,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,,DRAMMergeSort_0,True,,3,,40,True,False,,512,AccelMain,False,6,,,dfs,3,False,False,True,True,6,100,3,5,False,3,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,19,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,43.7709,True,True,,1.69kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,2,11,4,True,0,False,,True,True,False,0:45.96,,True,68.39205209550843,True,,db,e7db7627,1:12.51,H-hop,,,True,False,4,4,False,True,True,False,False,19,16,0,True,20.649524127567208,,77857,20,,6,checkerboard,32,0,37.653166745,False,16,MyDesign,hybrid,19,False,0,,True,True,False,200
44.0932,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,,DRAMMergeSort_1,True,,3,,40,True,False,,512,AccelMain,False,6,,,dfs,3,False,False,True,True,6,100,3,5,False,3,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,19,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,44.0932,True,True,,1.93kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,2,11,4,True,0,False,,True,True,False,0:39.98,,True,68.8955594658938,True,,db,e7db7627,1:47.71,H-hop,,,True,False,4,4,False,True,True,False,False,19,16,0,True,20.80154745885519,,77288,20,,6,checkerboard,32,0,44.081835975,False,16,MyDesign,hybrid,19,False,0,,True,True,False,200
50.129,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,,DRAMMergeSort_2,True,,6,,40,True,False,,512,AccelMain,False,6,,,dfs,6,False,False,True,True,6,100,6,5,False,6,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,37,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,50.129,True,True,,0.97kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,4,22,4,True,0,False,,True,True,False,1:09.75,,True,42.17587008325733,True,,db,e7db7627,2:53.42,H-hop,,,True,False,4,4,False,True,True,False,False,37,16,0,True,13.597836311201615,,67982,20,,11,checkerboard,32,0,98.297197861,False,16,MyDesign,hybrid,37,False,0,,True,True,False,200
55.4378,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,,DRAMMergeSort_3,True,,9,,40,True,False,,512,AccelMain,False,6,,,dfs,9,False,False,True,True,6,100,9,5,False,9,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,55,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,55.4378,True,True,,0.36kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,6,33,4,True,0,False,,True,True,False,2:52.12,,True,36.27667881311817,True,,db,e7db7627,3:46.48,H-hop,,,True,False,4,4,False,True,True,False,False,55,16,0,True,11.74798643646249,,61472,20,,16,checkerboard,32,0,105.555574696,False,16,MyDesign,hybrid,55,False,0,,True,True,False,200
57.3262,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,,DRAMMergeSort_4,True,,12,,40,True,False,,512,AccelMain,False,6,,,dfs,12,False,False,True,True,6,100,12,5,False,12,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,73,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,57.3262,True,True,,1.38kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,8,44,4,True,0,False,,True,True,False,0:42.97,,True,29.283227076219152,True,,db,e7db7627,1:48.37,H-hop,,,True,False,4,4,False,True,True,False,False,73,16,0,True,9.560107630492022,,59447,20,,21,checkerboard,32,0,98.988232767,False,16,MyDesign,hybrid,73,False,0,,True,True,False,200
52.4783,route_min_directed_valient,True,,True,True,False,False,dee8c159,6,,1,4,,DRAMMergeSort_5,True,,10,,40,True,False,,512,AccelMain,False,6,,,dfs,10,False,False,True,True,6,100,10,5,False,10,20,False,,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,0,,False,1000000000.0,False,,2020-02-20 21:32:53 -0800,pirTest,6,4,False,True,,,,,66,40,True,True,,-i100 -p100 -t1 -d100,,4,DDR4,,1,dor,False,0,False,True,False,route_min_directed_valient,False,True,52.4783,True,True,,0.19kHz,,,2,1,1,False,65536,1000000000,False,,200,1,mesh,bfs,Tst,8,42,4,True,0,False,,True,True,False,2:59.56,,True,46.85560671490262,True,,db,e7db7627,7:14.87,H-hop,,,True,False,4,4,False,True,True,False,False,66,16,0,True,9.211726817081912,,34967,20,,16,checkerboard,32,0,183.577315505,False,16,MyDesign,hybrid,61,False,0,,True,True,False,200
