merge,routing-cost,succeeded,routing-algo,time-out,constprop,reserve-pmu,run-psim,runp2p_err,vdot,runp2p_cycle,OPS-FU,DAG_Total,share-adctx,name,freq,runhybrid_complete,OPS-Flt,debug,lrange,rtelm,runhybrid_success,bcread,MC,split-forward,row,proute-q,algo,runp2p_deadlock,MC_Total,tokenout,proute-opts,time,VAFG-split,VBB-alloc,rtelm-unsafe,vlink,runp2p_rbw,nn,runproute_time,proute-seed,OPS-All,memelm,proute-algo,notFit,dupra,reserve-dag,PMU,runp2p_pass,clock,VMC-split,runhybrid_time,mem-tech,runhybrid_pass,retime-exout,rundot,reserve-pcu,col,VBB-split,runp2p_success,split-thread,slink,OPS-Fix,runproute_err,simulate,VMC,dot,runhybrid_rbw,igraph,rtanal,gentst_err,OPS-Other,psim-q,codegen,VAFG-alloc,runhybrid_err,module,maketst_time,fifo-depth,start-id,PCU_Total,topo,arch,pir_sha,VPMU-split,stat,app,VAFG,VDAG-split,mergeTime_ms,genpir_err,DAG,vec,debug-print,VBB,fast,OPS-Prog FU,pmu-stage,runp2p_complete,runp2p_wbw,VDAG-alloc,VPMU-alloc,merge-forward,dag,run-tst,PMU_Total,runhybrid_wbw,project,dedicated-dag,verbose,runhybrid_dram_power,pcu-stage,spatial_sha,net,dag-stage,genpir,pattern,link-prop,vc,vcLimit,scheduled,trace,VPCU,run-proute,vfifo,avgActive,pracc,split-algo,VDAG,retime-buffer-only,load,runhybrid_cycle,backend,tungsten,split,maketst_err,ag-dce,VMC-alloc,save,VPCU-split,mapping,VPMU,gentst_time,retime-local,runp2p_time,merge-algo,sr,waveform,pmu-sram-size,runp2p_dram_power,mdone,argout,VPCU-alloc,maxActive,retime-glob,flit-width,PCU,open,argin,simfreq,word,psim,pirArgs,prtime,runhybrid_deadlock
False,H-hop,True,dor,100,True,0,False,,True,470,,40,False,AccelMain,1000000000.0,False,,True,True,True,False,True,6,False,20,4,route_min_directed_valient,False,40,5,-i100 -p100 -t1 -d100,2020-03-31 16:32:18 -0700,1,,False,2,2.17872,False,,0,,False,route_min_directed_valient,,False,0,3,True,1000000000,6,,DDR4,,False,True,0,20,,True,1,4,,,False,6,True,,False,True,,,1,True,1,,False,0:27.05,16,0,200,mesh,MyDesign,b6c63f88,,True,DRAMDoubleBuffer2_3,1,0,,,18,16,True,,True,,6,True,2.17872,0,,False,True,False,200,,pirTest,False,False,,6,b80fd339,hybrid,6,True,checkerboard,db,4,4,False,False,21,False,4,8.233117483811286,True,dfs,0,False,False,,Tst,True,True,,True,6,True,21,True,,26.973858844,False,0:01.51,bfs,True,True,65536,,True,4,21,27.23404255319149,False,512,0,False,6,0.31kHz,32,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,False
False,H-hop,True,dor,100,True,0,False,,True,350,,40,False,AccelMain,1000000000.0,False,,True,True,True,False,True,6,False,20,4,route_min_directed_valient,False,40,5,-i100 -p100 -t1 -d100,2020-03-31 16:32:18 -0700,1,,False,2,2.92571,False,,0,,False,route_min_directed_valient,,False,0,9,True,1000000000,6,,DDR4,,False,True,0,20,,True,1,4,,,False,6,True,,False,True,,,1,True,1,,False,0:47.22,16,0,200,mesh,MyDesign,b6c63f88,,True,DRAMDoubleBuffer2_4,1,0,,,12,16,True,,True,,6,True,2.92571,0,,False,True,False,200,,pirTest,False,False,,6,b80fd339,hybrid,6,True,checkerboard,db,4,4,False,False,21,False,4,2.111801242236025,True,dfs,0,False,False,,Tst,True,True,,True,6,True,21,True,,31.504336308,False,0:01.58,bfs,True,True,65536,,True,4,21,2.2857142857142856,False,512,0,False,6,0.22kHz,32,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,False
False,H-hop,True,dor,100,True,0,False,,True,459,,40,False,AccelMain,1000000000.0,False,,True,True,True,False,True,4,False,20,4,route_min_directed_valient,False,40,5,-i100 -p100 -t1 -d100,2020-03-31 16:32:18 -0700,1,,False,2,2.23094,False,,0,,False,route_min_directed_valient,,False,0,1,True,1000000000,4,,DDR4,,False,True,0,20,,True,1,4,,,False,4,True,,False,True,,,1,True,1,,False,0:31.89,16,0,200,mesh,MyDesign,b6c63f88,,True,DRAMDoubleBuffer_0,1,0,,,12,16,True,,True,,6,True,2.23094,0,,False,True,False,200,,pirTest,False,False,,6,b80fd339,hybrid,6,True,checkerboard,db,4,4,False,False,13,False,4,15.831517792302106,True,dfs,0,False,False,,Tst,True,True,,True,4,True,13,True,,14.100612655,False,0:03.93,bfs,True,True,65536,,True,4,13,55.773420479302835,False,512,0,False,6,0.12kHz,32,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,False
False,H-hop,True,dor,100,True,0,False,,True,253,,40,False,AccelMain,1000000000.0,False,,True,True,True,False,True,4,False,20,4,route_min_directed_valient,False,40,5,-i100 -p100 -t1 -d100,2020-03-31 16:32:18 -0700,1,,False,2,4.04743,False,,0,,False,route_min_directed_valient,,False,0,4,True,1000000000,4,,DDR4,,False,True,0,20,,True,1,4,,,False,4,True,,False,True,,,1,True,1,,False,0:21.87,16,0,200,mesh,MyDesign,b6c63f88,,True,DRAMDoubleBuffer_1,1,0,,,7,16,True,,True,,6,True,4.04743,0,,False,True,False,200,,pirTest,False,False,,6,b80fd339,hybrid,6,True,checkerboard,db,4,4,False,False,11,False,4,3.4660991182730316,True,dfs,0,False,False,,Tst,True,True,,True,4,True,11,True,,18.388774524,False,0:02.21,bfs,True,True,65536,,True,4,11,6.324110671936759,False,512,0,False,6,0.11kHz,32,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,False
False,H-hop,True,dor,100,True,0,False,,True,244,,40,False,AccelMain,1000000000.0,False,,True,True,True,False,True,8,False,20,4,route_min_directed_valient,False,40,5,-i100 -p100 -t1 -d100,2020-03-31 16:32:18 -0700,1,,False,2,4.19672,False,,0,,False,route_min_directed_valient,,False,0,8,True,1000000000,8,,DDR4,,False,True,0,20,,True,1,4,,,False,8,True,,False,True,,,1,True,1,,False,0:44.55,16,0,200,mesh,MyDesign,b6c63f88,,True,DRAMDoubleBuffer_2,1,0,,,14,16,True,,True,,6,True,4.19672,0,,False,True,False,200,,pirTest,False,False,,6,b80fd339,hybrid,6,True,checkerboard,db,4,4,False,False,22,False,4,1.9467213114754098,True,dfs,0,False,False,,Tst,True,True,,True,8,True,22,True,,45.445479275,False,0:03.02,bfs,True,True,65536,,True,4,22,3.278688524590164,False,512,0,False,6,0.08kHz,32,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,False
False,H-hop,True,dor,100,True,0,False,,True,236,,40,False,AccelMain,1000000000.0,False,,True,True,True,False,True,12,False,20,4,route_min_directed_valient,False,40,5,-i100 -p100 -t1 -d100,2020-03-31 16:32:18 -0700,1,,False,2,4.33898,False,,0,,False,route_min_directed_valient,,False,0,28,True,1000000000,12,,DDR4,,False,True,0,20,,True,1,4,,,False,12,True,,False,True,,,1,True,1,,False,2:09.58,16,0,200,mesh,MyDesign,b6c63f88,,True,DRAMDoubleBuffer_3,1,0,,,9,16,True,,True,,6,True,4.33898,0,,False,True,False,200,,pirTest,False,False,,6,b80fd339,hybrid,6,True,checkerboard,db,4,4,False,False,37,False,4,2.0208604954367666,True,dfs,0,False,False,,Tst,True,True,,True,12,True,37,True,,67.379146194,False,0:04.47,bfs,True,True,65536,,True,4,37,3.389830508474576,False,512,0,False,6,0.05kHz,32,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,False
False,H-hop,True,dor,100,True,0,False,,True,77848,,40,False,AccelMain,1000000000.0,False,,True,True,True,False,True,3,False,20,4,route_min_directed_valient,False,40,5,-i100 -p100 -t1 -d100,2020-03-31 16:32:18 -0700,1,,False,2,43.776,False,,0,,False,route_min_directed_valient,,False,0,2,,1000000000,3,,DDR4,,False,True,0,20,,True,1,4,,,False,3,True,,False,True,,,1,True,1,,False,1:43.02,16,0,200,mesh,MyDesign,b6c63f88,,True,DRAMMergeSort_0,1,0,,,6,16,True,,True,,6,True,43.776,0,,False,True,False,200,,pirTest,False,False,,6,b80fd339,hybrid,6,True,checkerboard,db,4,4,False,False,19,False,4,20.65191141712054,True,dfs,0,False,False,,Tst,True,True,,True,3,True,19,True,,48.01556851,False,3:17.04,bfs,True,True,65536,,True,4,19,68.39995889425548,False,512,11,False,6,0.4kHz,32,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,False
False,H-hop,True,dor,100,True,0,False,,True,78108,,40,False,AccelMain,1000000000.0,False,,True,True,True,False,True,3,False,20,4,route_min_directed_valient,False,40,5,-i100 -p100 -t1 -d100,2020-03-31 16:32:18 -0700,1,,False,2,43.6303,False,,0,,False,route_min_directed_valient,,False,0,2,,1000000000,3,,DDR4,,False,True,0,20,,True,1,4,,,False,3,True,,False,True,,,1,True,1,,False,0:51.89,16,0,200,mesh,MyDesign,b6c63f88,,True,DRAMMergeSort_1,1,0,,,6,16,True,,True,,6,True,43.6303,0,,False,True,False,200,,pirTest,False,False,,6,b80fd339,hybrid,6,True,checkerboard,db,4,4,False,False,19,False,4,20.58316689711681,True,dfs,0,False,False,,Tst,True,True,,True,3,True,19,True,,18.159304297,False,3:47.19,bfs,True,True,65536,,True,4,19,68.17227428688483,False,512,11,False,6,0.34kHz,32,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,False
False,H-hop,True,dor,100,True,0,False,,True,67474,,40,False,AccelMain,1000000000.0,False,,True,True,True,False,True,6,False,20,4,route_min_directed_valient,False,40,5,-i100 -p100 -t1 -d100,2020-03-31 16:32:18 -0700,1,,False,2,50.5064,False,,0,,False,route_min_directed_valient,,False,0,4,,1000000000,6,,DDR4,,False,True,0,20,,True,1,4,,,False,6,True,,False,True,,,1,True,1,,False,1:34.91,16,0,200,mesh,MyDesign,b6c63f88,,True,DRAMMergeSort_2,1,0,,,11,16,True,,True,,6,True,50.5064,0,,False,True,False,200,,pirTest,False,False,,6,b80fd339,hybrid,6,True,checkerboard,db,4,4,False,False,37,False,4,13.700212053651898,True,dfs,0,False,False,,Tst,True,True,,True,6,True,37,True,,40.888002878,False,2:37.99,bfs,True,True,65536,,True,4,37,42.4934048670599,False,512,22,False,6,0.43kHz,32,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,False
False,H-hop,True,dor,100,True,0,False,,True,61465,,40,False,AccelMain,1000000000.0,False,,True,True,True,False,True,9,False,20,4,route_min_directed_valient,False,40,5,-i100 -p100 -t1 -d100,2020-03-31 16:32:18 -0700,1,,False,2,55.4441,False,,0,,False,route_min_directed_valient,,False,0,6,,1000000000,9,,DDR4,,False,True,0,20,,True,1,4,,,False,9,True,,False,True,,,1,True,1,,False,1:12.57,16,0,200,mesh,MyDesign,b6c63f88,,True,DRAMMergeSort_3,1,0,,,16,16,True,,True,,6,True,55.4441,0,,False,True,False,200,,pirTest,False,False,,6,b80fd339,hybrid,6,True,checkerboard,db,4,4,False,False,55,False,4,11.749324367074307,True,dfs,0,False,False,,Tst,True,True,,True,9,True,55,True,,54.713215558,False,3:17.79,bfs,True,True,65536,,True,4,55,36.28081021719678,False,512,33,False,6,0.31kHz,32,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,False
False,H-hop,True,dor,100,True,0,False,,True,60590,,40,False,AccelMain,1000000000.0,False,,True,True,True,False,True,12,False,20,4,route_min_directed_valient,False,40,5,-i100 -p100 -t1 -d100,2020-03-31 16:32:18 -0700,1,,False,2,56.2448,False,,0,,False,route_min_directed_valient,,False,0,8,,1000000000,12,,DDR4,,False,True,0,20,,True,1,4,,,False,12,True,,False,True,,,1,True,1,,False,2:56.69,16,0,200,mesh,MyDesign,b6c63f88,,True,DRAMMergeSort_4,1,0,,,21,16,True,,True,,6,True,56.2448,0,,False,True,False,200,,pirTest,False,False,,6,b80fd339,hybrid,6,True,checkerboard,db,4,4,False,False,73,False,4,9.379760988774702,True,dfs,0,False,False,,Tst,True,True,,True,12,True,73,True,,121.118192818,False,2:59.63,bfs,True,True,65536,,True,4,73,28.73081366562139,False,512,44,False,6,0.34kHz,32,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",,False
