mapping,proute-algo,PMU,save,split-forward,VBB,slink,project,VPCU-split,OPS-Fix,ag-dce,runhybrid_complete,VPMU-split,fast,routing-cost,VPMU,gentst_err,dot,VBB-alloc,freq,arch,proute-opts,VMC-split,psim,lrange,flit-width,pmu-stage,runp2p_wbw,dedicated-dag,row,run-tst,genpir,VAFG,VDAG-alloc,rundot,runhybrid_pass,proute-q,runhybrid_deadlock,dupra,vcLimit,mem-tech,split-algo,OPS-All,VAFG-alloc,simfreq,debug-print,sr,runhybrid_rbw,stat,vc,genpir_err,runproute_err,module,pcu-stage,prtime,col,runp2p_success,dag-stage,retime-buffer-only,runp2p_time,VPMU-alloc,succeeded,runproute_time,nn,dag,runhybrid_wbw,runp2p_complete,reserve-pmu,fifo-depth,notFit,net,runp2p_dram_power,memelm,merge-algo,rtelm,pir_sha,runhybrid_success,VDAG,OPS-FU,VPCU-alloc,tokenout,trace,name,merge-forward,pracc,start-id,mergeTime_ms,runp2p_deadlock,pattern,link-prop,pmu-sram-size,runp2p_cycle,VDAG-split,reserve-pcu,runhybrid_dram_power,app,simulate,runhybrid_time,topo,scheduled,time-out,retime-exout,PCU,word,waveform,spatial_sha,vec,argin,retime-glob,merge,mdone,maketst_err,PMU_Total,runp2p_err,routing-algo,split,VMC-alloc,VPCU,maxActive,OPS-Prog FU,VMC,split-thread,run-psim,MC_Total,vdot,psim-q,runhybrid_cycle,run-proute,PCU_Total,igraph,tungsten,maketst_time,clock,MC,load,runhybrid_err,algo,pirArgs,runp2p_rbw,argout,VAFG-split,bcread,VBB-split,DAG_Total,gentst_time,avgActive,backend,OPS-Flt,debug,DAG,runp2p_pass,vfifo,constprop,open,verbose,proute-seed,vlink,OPS-Other,time,codegen,retime-local
True,route_min_directed_valient,3,True,False,,4,pirTest,23,,True,False,,True,H-hop,,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,6,False,True,512,6,2.0898,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,0.36kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:01.35,,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,23,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,490,0,0,,DRAMDoubleBuffer2_3,False,,mesh,False,100,False,0,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,6,23,26.122448979591837,,6,1,False,40,True,1,,False,200,False,True,1:56.65,1000000000,6,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",2.0898,4,1,True,,40,46.891650577,9.355102040816327,Tst,,True,20,True,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,11,True,False,,4,pirTest,23,,True,False,,True,H-hop,,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,6,False,True,512,6,2.76757,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,0.54kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:00.68,,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,23,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,370,0,0,,DRAMDoubleBuffer2_4,False,,mesh,False,100,False,0,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,6,23,2.1621621621621623,,6,1,False,40,True,1,,False,200,False,True,1:33.73,1000000000,6,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",2.76757,4,1,True,,40,42.872857676,2.0108108108108107,Tst,,True,12,True,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,13,True,False,,4,pirTest,13,,True,False,,True,H-hop,,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,4,False,True,512,6,2.24561,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,1.3kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:00.35,,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,13,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,456,0,0,,DRAMDoubleBuffer_0,False,,mesh,False,100,False,0,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,4,13,56.14035087719298,,4,1,False,40,True,1,,False,200,False,True,0:29.54,1000000000,4,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",2.24561,4,1,True,,40,22.859460407,15.935672514619883,Tst,,True,0,True,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,4,True,False,,4,pirTest,11,,True,False,,True,H-hop,,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,4,False,True,512,6,4.04743,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,0.32kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:00.78,,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,11,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,253,0,0,,DRAMDoubleBuffer_1,False,,mesh,False,100,False,0,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,4,11,6.324110671936759,,4,1,False,40,True,1,,False,200,False,True,0:39.65,1000000000,4,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4.04743,4,1,True,,40,26.216219703,3.4660991182730316,Tst,,True,7,True,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,8,True,False,,4,pirTest,22,,True,False,,True,H-hop,,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,8,False,True,512,6,4.33898,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,0.72kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:00.33,,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,22,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,236,0,0,,DRAMDoubleBuffer_2,False,,mesh,False,100,False,0,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,8,22,3.389830508474576,,8,1,False,40,True,1,,False,200,False,True,0:53.39,1000000000,8,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4.33898,4,1,True,,40,34.65150866,2.01271186440678,Tst,,True,14,True,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,28,True,False,,4,pirTest,37,,True,False,,True,H-hop,,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,12,False,True,512,6,4.33898,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,0.22kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:01.07,,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,37,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,236,0,0,,DRAMDoubleBuffer_3,False,,mesh,False,100,False,0,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,12,37,3.389830508474576,,12,1,False,40,True,1,,False,200,False,True,1:19.63,1000000000,12,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4.33898,4,1,True,,40,56.135524101,2.0208604954367666,Tst,,True,9,True,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,2,True,False,,4,pirTest,19,,True,False,,True,H-hop,,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,3,False,True,512,6,43.7136,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,6.13kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:12.71,,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,19,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,77959,0,0,,DRAMMergeSort_0,False,,mesh,False,100,False,11,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,3,19,68.30256929924704,,3,1,False,40,True,1,,False,200,False,True,1:08.33,1000000000,3,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",43.7136,4,1,True,,40,30.282172423,20.622506702240923,Tst,,True,6,,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,2,True,False,,4,pirTest,19,,True,False,,True,H-hop,,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,3,False,True,512,6,43.717,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,2.68kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:29.04,,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,19,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,77953,0,0,,DRAMMergeSort_1,False,,mesh,False,100,False,11,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,3,19,68.30782651084628,,3,1,False,40,True,1,,False,200,False,True,1:35.16,1000000000,3,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",43.717,4,1,True,,40,47.261822573,20.624094005362206,Tst,,True,6,,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,4,True,False,,4,pirTest,37,,True,False,,True,H-hop,,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,6,False,True,512,6,50.1121,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,2.57kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:26.50,,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,37,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,68005,0,0,,DRAMMergeSort_2,False,,mesh,False,100,False,22,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,6,37,42.16160576428204,,6,1,False,40,True,1,,False,200,False,True,1:56.28,1000000000,6,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",50.1121,4,1,True,,40,78.147511458,13.59323738119415,Tst,,True,11,,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,6,True,False,,4,pirTest,55,,True,False,,True,H-hop,,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,9,False,True,512,6,55.656,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,2.08kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:29.43,,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,55,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,61231,0,0,,DRAMMergeSort_3,False,,mesh,False,100,False,33,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,9,55,36.41946073067564,,9,1,False,40,True,1,,False,200,False,True,2:20.16,1000000000,9,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",55.656,4,1,True,,40,124.243960727,11.794225510317032,Tst,,True,16,,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,8,True,False,,4,pirTest,73,,True,False,,True,H-hop,,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,12,False,True,512,6,56.0432,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,2.52kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:24.17,,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,73,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,60808,0,0,,DRAMMergeSort_4,False,,mesh,False,100,False,44,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,12,73,28.627812129982896,,12,1,False,40,True,1,,False,200,False,True,1:34.51,1000000000,12,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",56.0432,4,1,True,,40,85.974639745,9.34613403351301,Tst,,True,21,,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
True,route_min_directed_valient,8,True,False,,4,pirTest,66,,True,False,,True,H-hop,,,True,,1000000000.0,MyDesign,-i100 -p100 -t1 -d100,10,False,True,512,6,52.1828,False,20,False,True,1,0,True,,4,False,False,4,DDR4,dfs,,1,1.23kHz,True,True,,True,4,,,False,6,,20,True,6,False,0:28.60,,True,,False,True,,True,0,16,,hybrid,,False,bfs,True,ce3ad48f,False,0,,61,5,False,AccelMain,False,True,0,,False,checkerboard,db,65536,35165,0,0,,DRAMMergeSort_5,False,,mesh,False,100,False,42,32,True,eb1d1ef5,16,6,False,False,True,,200,,dor,True,10,66,46.59178160102375,,10,1,False,40,True,1,,False,200,False,True,3:35.30,1000000000,10,False,,route_min_directed_valient,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",52.1828,4,1,True,,40,71.341440158,9.159859280901555,Tst,,True,16,,4,True,False,False,0,2,,2020-01-30 19:39:24 -0800,True,False
