VPCU-alloc,runhybrid_deadlock,simulate,VDAG,VBB-alloc,runhybrid_complete,psim,backend,VAFG-alloc,slink,nn,psim-q,MC_Total,mdone,OPS-Fix,net,module,rtelm,flit-width,genpir_err,runproute_time,dedicated-dag,pattern,DAG,bcread,igraph,proute-q,save,runp2p_pass,VPMU,vec,PMU_Total,spatial_sha,tokenout,split-thread,runhybrid_wbw,constprop,verbose,fifo-depth,dag-stage,PCU_Total,debug-tst,pmu-sram-size,reserve-pmu,PCU,runp2p_rbw,PMU,proute-opts,succeeded,runp2p_wbw,dupra,OPS-Prog FU,mapping,retime-buffer-only,runhybrid_time,run-tst,link-prop,topo,retime-local,VPCU,run-psim,split,row,pmu-stage,run-proute,dag,VMC-split,mergeTime_ms,time,runhybrid_dram_power,OPS-Other,argin,prtime,merge-algo,runhybrid_err,clock,pracc,arch,runhybrid_rbw,vfifo,VBB-split,merge-forward,ag-dce,retime-glob,runp2p_complete,runp2p_deadlock,VMC,mem-tech,split-algo,retime-exout,lrange,VPMU-alloc,routing-algo,maketst_time,gentst_time,runp2p_dram_power,proute-algo,simfreq,trace,tungsten,freq,gentst_err,fast,start-id,time-out,proute-seed,col,notFit,pirArgs,runhybrid_success,routing-cost,OPS-All,algo,VDAG-split,VAFG,vdot,runhybrid_pass,VPCU-split,split-forward,app,maketst_err,pir_sha,rundot,reserve-pcu,project,vlink,maxActive,codegen,debug,memelm,merge,VBB,vcLimit,runp2p_cycle,VDAG-alloc,word,vc,open,OPS-FU,genpir,name,runhybrid_cycle,VPMU-split,VMC-alloc,MC,pcu-stage,argout,runp2p_err,runp2p_time,load,runproute_err,OPS-Flt,dot,avgActive,runp2p_success,VAFG-split,scheduled,DAG_Total,sr,waveform,stat
23,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,20,True,False,4,False,True,,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,0,2.0898,3,-i100 -p100 -t1 -d100,True,2.0898,False,,True,False,,False,db,mesh,False,23,False,True,20,6,False,True,6,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,6,DDR4,dfs,False,True,,dor,2:04.69,77.484739075,,route_min_directed_valient,0.4kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,23,False,DRAMDoubleBuffer2_3,,98195183,True,0,pirTest,2,26.122448979591837,True,True,False,False,,4,490,0,32,4,False,,True,AccelMain,,,6,6,6,4,,0:01.22,False,,,True,9.355102040816327,True,1,False,40,True,True,True
23,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,12,True,False,4,False,True,,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,0,2.76757,11,-i100 -p100 -t1 -d100,True,2.76757,False,,True,False,,False,db,mesh,False,23,False,True,20,6,False,True,6,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,6,DDR4,dfs,False,True,,dor,1:01.53,50.349358388,,route_min_directed_valient,0.84kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,23,False,DRAMDoubleBuffer2_4,,98195183,True,0,pirTest,2,2.1621621621621623,True,True,False,False,,4,370,0,32,4,False,,True,AccelMain,,,6,6,6,4,,0:00.44,False,,,True,2.0108108108108107,True,1,False,40,True,True,True
13,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,0,True,False,4,False,True,,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,0,2.22126,13,-i100 -p100 -t1 -d100,True,2.22126,False,,True,False,,False,db,mesh,False,13,False,True,20,6,False,True,4,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,4,DDR4,dfs,False,True,,dor,1:46.07,70.53303206,,route_min_directed_valient,0.55kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,13,False,DRAMDoubleBuffer_0,,98195183,True,0,pirTest,2,55.53145336225597,True,True,False,False,,4,461,0,32,4,False,,True,AccelMain,,,4,4,6,4,,0:00.84,False,,,True,15.762834417932032,True,1,False,40,True,True,True
11,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,7,True,False,4,False,True,,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,0,4.04743,4,-i100 -p100 -t1 -d100,True,4.04743,False,,True,False,,False,db,mesh,False,11,False,True,20,6,False,True,4,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,4,DDR4,dfs,False,True,,dor,0:54.93,58.098165622,,route_min_directed_valient,0.21kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,11,False,DRAMDoubleBuffer_1,,98195183,True,0,pirTest,2,6.324110671936759,True,True,False,False,,4,253,0,32,4,False,,True,AccelMain,,,4,4,6,4,,0:01.20,False,,,True,3.4660991182730316,True,1,False,40,True,True,True
22,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,14,True,False,4,False,True,,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,0,4.33898,8,-i100 -p100 -t1 -d100,True,4.33898,False,,True,False,,False,db,mesh,False,22,False,True,20,6,False,True,8,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,8,DDR4,dfs,False,True,,dor,1:41.53,72.48901898,,route_min_directed_valient,0.3kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,22,False,DRAMDoubleBuffer_2,,98195183,True,0,pirTest,2,3.389830508474576,True,True,False,False,,4,236,0,32,4,False,,True,AccelMain,,,8,8,6,4,,0:00.78,False,,,True,2.01271186440678,True,1,False,40,True,True,True
37,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,9,True,False,4,False,True,,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,0,4.33898,28,-i100 -p100 -t1 -d100,True,4.33898,False,,True,False,,False,db,mesh,False,37,False,True,20,6,False,True,12,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,12,DDR4,dfs,False,True,,dor,2:49.47,57.673140583,,route_min_directed_valient,0.17kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,37,False,DRAMDoubleBuffer_3,,98195183,True,0,pirTest,2,3.389830508474576,True,True,False,False,,4,236,0,32,4,False,,True,AccelMain,,,12,12,6,4,,0:01.36,False,,,True,2.0208604954367666,True,1,False,40,True,True,True
19,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,6,True,False,4,False,,,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,11,43.7181,2,-i100 -p100 -t1 -d100,True,43.7181,False,,True,False,,False,db,mesh,False,19,False,True,20,6,False,True,3,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,3,DDR4,dfs,False,True,,dor,2:08.17,86.187021377,,route_min_directed_valient,3.33kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,19,False,DRAMMergeSort_0,,98195183,True,0,pirTest,2,68.3095790945594,True,True,False,False,,4,77951,0,32,4,False,,True,AccelMain,,,3,3,6,4,,0:23.42,False,,,True,20.624623160703518,True,1,False,40,True,True,True
19,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,6,True,False,4,False,,,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,11,43.8227,2,-i100 -p100 -t1 -d100,True,43.8227,False,,True,False,,False,db,mesh,False,19,False,True,20,6,False,True,3,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,3,DDR4,dfs,False,True,,dor,2:03.93,70.978993854,,route_min_directed_valient,2.55kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,19,False,DRAMMergeSort_1,,98195183,True,0,pirTest,2,68.47296341541825,True,True,False,False,,4,77765,0,32,4,False,,True,AccelMain,,,3,3,6,4,,0:30.50,False,,,True,20.67395357808783,True,1,False,40,True,True,True
37,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,11,True,False,4,False,,,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,22,51.393,4,-i100 -p100 -t1 -d100,True,51.393,False,,True,False,,False,db,mesh,False,37,False,True,20,6,False,True,6,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,6,DDR4,dfs,False,True,,dor,2:46.05,58.607552814,,route_min_directed_valient,1.76kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,37,False,DRAMMergeSort_2,,98195183,True,0,pirTest,2,43.239330417734884,True,True,False,False,,4,66310,0,32,4,False,,True,AccelMain,,,6,6,6,4,,0:37.77,False,,,True,13.940704390108705,True,1,False,40,True,True,True
55,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,16,True,False,4,False,,,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,33,55.9025,6,-i100 -p100 -t1 -d100,True,55.9025,False,,True,False,,False,db,mesh,False,55,False,True,20,6,False,True,9,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,9,DDR4,dfs,False,True,,dor,2:07.49,121.854930001,,route_min_directed_valient,2.69kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,55,False,DRAMMergeSort_3,,98195183,True,0,pirTest,2,36.5807647512344,True,True,False,False,,4,60961,0,32,4,False,,True,AccelMain,,,9,9,6,4,,0:22.70,False,,,True,11.846462856944969,True,1,False,40,True,True,True
73,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,21,True,False,4,False,,,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,44,56.2634,8,-i100 -p100 -t1 -d100,True,56.2634,False,,True,False,,False,db,mesh,False,73,False,True,20,6,False,True,12,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,12,DDR4,dfs,False,True,,dor,5:20.64,228.55870313,,route_min_directed_valient,0.74kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,73,False,DRAMMergeSort_4,,98195183,True,0,pirTest,2,28.740300478784878,True,True,False,False,,4,60570,0,32,4,False,,True,AccelMain,,,12,12,6,4,,1:22.26,False,,,True,9.38285815271354,True,1,False,40,True,True,True
61,False,False,0,,False,False,Tst,1,4,False,1,40,True,,hybrid,False,True,512,,,False,checkerboard,16,True,False,4,False,,,16,200,f502b36e,5,1,,True,False,16,6,200,False,65536,0,42,52.5866,8,-i100 -p100 -t1 -d100,True,52.5866,False,,True,False,,False,db,mesh,False,66,False,True,20,6,False,True,10,,2020-01-28 20:48:36 -0800,,,6,,bfs,,1000000000,True,MyDesign,,4,,False,True,False,True,False,10,DDR4,dfs,False,True,,dor,5:46.35,181.928789817,,route_min_directed_valient,1.4kHz,False,True,1000000000.0,,True,0,100,0,20,,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_part, --fast=true",False,H-hop,,route_min_directed_valient,0,1,True,,66,False,DRAMMergeSort_5,,98195183,True,0,pirTest,2,46.95228542771171,True,True,False,False,,4,34895,0,32,4,False,,True,AccelMain,,,10,10,6,4,,0:24.96,False,,,True,9.230733675681421,True,1,False,40,True,True,True
