runhybrid_wbw,vc,vlink,verbose,fifo-depth,mdone,retime-glob,nn,VDAG-split,codegen,pir_sha,runp2p_cycle,runhybrid_err,ag-dce,split-algo,VAFG-alloc,runhybrid_rbw,retime-exout,runp2p_deadlock,OPS-Fix,runhybrid_pass,runhybrid_deadlock,VBB-alloc,lrange,proute-seed,routing-cost,project,runp2p_err,MC,dag,sr,debug-print,vec,VPMU-split,debug,VBB,runhybrid_cycle,trace,proute-opts,genpir,gentst_time,DAG_Total,PMU_Total,col,start-id,runp2p_rbw,app,run-tst,maketst_time,spatial_sha,psim,MC_Total,pcu-stage,fast,time,VMC-alloc,tungsten,stat,DAG,runhybrid_complete,pirArgs,pattern,OPS-FU,open,proute-q,rtelm,runproute_time,PCU,dot,split-thread,avgActive,argout,tokenout,merge,retime-buffer-only,freq,maxActive,pmu-stage,PCU_Total,runp2p_wbw,split,time-out,runp2p_success,merge-algo,mapping,simulate,net,mergeTime_ms,VMC-split,mem-tech,clock,reserve-pcu,runhybrid_success,algo,vdot,flit-width,link-prop,PMU,bcread,arch,VPMU,notFit,row,dupra,runp2p_complete,VPCU-split,retime-local,scheduled,name,maketst_err,OPS-Other,prtime,run-psim,VMC,VPCU,pracc,routing-algo,simfreq,rundot,load,VPCU-alloc,constprop,runp2p_pass,OPS-All,vfifo,argin,VBB-split,slink,word,VDAG-alloc,runp2p_time,runp2p_dram_power,proute-algo,split-forward,dag-stage,succeeded,merge-forward,psim-q,run-proute,save,OPS-Flt,backend,pmu-sram-size,waveform,VAFG,VPMU-alloc,VAFG-split,runproute_err,igraph,gentst_err,memelm,runhybrid_dram_power,reserve-pmu,runhybrid_time,OPS-Prog FU,module,dedicated-dag,genpir_err,vcLimit,topo,VDAG
,4,2,False,16,True,False,False,0,True,b2353561,490,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,6,True,True,True,16,,True,,,False,-i100 -p100 -t1 -d100,True,73.267123982,40,200,20,0,2.0898,DRAMDoubleBuffer2_3,False,2:20.65,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,6,True,True,20,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,0,True,1,9.355102040816327,4,5,False,False,1000000000.0,26.122448979591837,6,200,2.0898,True,100,True,bfs,True,False,hybrid,,6,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,3,True,MyDesign,,,20,False,True,23,False,False,AccelMain,,,,False,6,23,True,dor,0.21kHz,True,False,23,True,True,,4,6,,4,32,0,0:02.28,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,370,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,6,True,True,True,16,,True,,,False,-i100 -p100 -t1 -d100,True,80.776535478,40,200,20,0,2.76757,DRAMDoubleBuffer2_4,False,2:49.17,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,6,True,True,12,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,0,True,1,2.0108108108108107,4,5,False,False,1000000000.0,2.1621621621621623,6,200,2.76757,True,100,True,bfs,True,False,hybrid,,6,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,11,True,MyDesign,,,20,False,True,23,False,False,AccelMain,,,,False,6,23,True,dor,0.19kHz,True,False,23,True,True,,4,6,,4,32,0,0:01.97,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,456,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,4,True,True,True,16,,True,,,False,-i100 -p100 -t1 -d100,True,40.318416407,40,200,20,0,2.24561,DRAMDoubleBuffer_0,False,1:04.82,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,4,True,True,0,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,0,True,1,15.935672514619883,4,5,False,False,1000000000.0,56.14035087719298,6,200,2.24561,True,100,True,bfs,True,False,hybrid,,4,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,13,True,MyDesign,,,20,False,True,13,False,False,AccelMain,,,,False,4,13,True,dor,0.51kHz,True,False,13,True,True,,4,6,,4,32,0,0:00.90,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,253,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,4,True,True,True,16,,True,,,False,-i100 -p100 -t1 -d100,True,49.834581548,40,200,20,0,4.04743,DRAMDoubleBuffer_1,False,1:28.82,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,4,True,True,7,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,0,True,1,3.4660991182730316,4,5,False,False,1000000000.0,6.324110671936759,6,200,4.04743,True,100,True,bfs,True,False,hybrid,,4,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,4,True,MyDesign,,,20,False,True,11,False,False,AccelMain,,,,False,4,11,True,dor,0.11kHz,True,False,11,True,True,,4,6,,4,32,0,0:02.24,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,236,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,8,True,True,True,16,,True,,,False,-i100 -p100 -t1 -d100,True,85.074972385,40,200,20,0,4.33898,DRAMDoubleBuffer_2,False,1:34.12,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,8,True,True,14,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,0,True,1,2.01271186440678,4,5,False,False,1000000000.0,3.389830508474576,6,200,4.33898,True,100,True,bfs,True,False,hybrid,,8,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,8,True,MyDesign,,,20,False,True,22,False,False,AccelMain,,,,False,8,22,True,dor,0.26kHz,True,False,22,True,True,,4,6,,4,32,0,0:00.91,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,236,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,12,True,True,True,16,,True,,,False,-i100 -p100 -t1 -d100,True,145.963675717,40,200,20,0,4.33898,DRAMDoubleBuffer_3,False,3:30.54,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,12,True,True,9,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,0,True,1,2.0208604954367666,4,5,False,False,1000000000.0,3.389830508474576,6,200,4.33898,True,100,True,bfs,True,False,hybrid,,12,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,28,True,MyDesign,,,20,False,True,37,False,False,AccelMain,,,,False,12,37,True,dor,0.14kHz,True,False,37,True,True,,4,6,,4,32,0,0:01.74,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,78108,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,3,True,True,True,16,,True,,,False,-i100 -p100 -t1 -d100,True,53.891532288,40,200,20,0,43.6303,DRAMMergeSort_0,False,2:49.80,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,3,True,True,6,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,11,True,1,20.58316689711681,4,5,False,False,1000000000.0,68.17227428688483,6,200,43.6303,True,100,True,bfs,True,False,hybrid,,3,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,2,True,MyDesign,,,20,False,True,19,False,False,AccelMain,,,,False,3,19,True,dor,1.06kHz,True,False,19,True,,,4,6,,4,32,0,1:13.88,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,77951,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,3,True,True,True,16,,True,,,False,-i100 -p100 -t1 -d100,True,73.934988337,40,200,20,0,43.7181,DRAMMergeSort_1,False,2:25.72,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,3,True,True,6,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,11,True,1,20.624623160703518,4,5,False,False,1000000000.0,68.3095790945594,6,200,43.7181,True,100,True,bfs,True,False,hybrid,,3,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,2,True,MyDesign,,,20,False,True,19,False,False,AccelMain,,,,False,3,19,True,dor,0.74kHz,True,False,19,True,,,4,6,,4,32,0,1:44.70,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,67075,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,6,True,True,True,16,,True,,,False,-i100 -p100 -t1 -d100,True,124.297569018,40,200,20,0,50.8069,DRAMMergeSort_2,False,3:27.41,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,6,True,True,11,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,22,True,1,13.781708656102992,4,5,False,False,1000000000.0,42.74617964964592,6,200,50.8069,True,100,True,bfs,True,False,hybrid,,6,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,4,True,MyDesign,,,20,False,True,37,False,False,AccelMain,,,,False,6,37,True,dor,0.54kHz,True,False,37,True,,,4,6,,4,32,0,2:03.52,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,59815,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,9,True,True,True,16,,True,,,False,-i100 -p100 -t1 -d100,True,154.395838254,40,200,20,0,56.9735,DRAMMergeSort_3,False,4:01.98,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,9,True,True,16,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,33,True,1,12.073430113219464,4,5,False,False,1000000000.0,37.28161832316309,6,200,56.9735,True,100,True,bfs,True,False,hybrid,,9,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,6,True,MyDesign,,,20,False,True,55,False,False,AccelMain,,,,False,9,55,True,dor,0.29kHz,True,False,55,True,,,4,6,,4,32,0,3:28.27,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,60596,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,12,True,True,True,16,,True,,,False,-i100 -p100 -t1 -d100,True,231.813263762,40,200,20,0,56.2392,DRAMMergeSort_4,False,4:01.87,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,12,True,True,21,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,44,True,1,9.378832238264229,4,5,False,False,1000000000.0,28.72796884282791,6,200,56.2392,True,100,True,bfs,True,False,hybrid,,12,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,8,True,MyDesign,,,20,False,True,73,False,False,AccelMain,,,,False,12,73,True,dor,0.91kHz,True,False,73,True,,,4,6,,4,32,0,1:06.39,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,,1,,False,,False,,0,,,False,False,,4,mesh,0
,4,2,False,16,True,False,False,0,True,b2353561,34967,,True,dfs,1,,False,False,,,False,,True,0,H-hop,pirTest,,10,True,True,True,16,,True,,,False,-i100 -p100 -t1 -d100,True,162.224579146,40,200,20,0,52.4783,DRAMMergeSort_5,False,6:22.56,d860f9fb,False,40,6,True,2020-03-04 18:04:53 -0800,10,True,True,16,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",checkerboard,,False,4,True,,42,True,1,9.211726817081912,4,5,False,False,1000000000.0,46.85560671490262,6,200,52.4783,True,100,True,bfs,True,False,hybrid,,10,DDR4,1000000000,0,False,route_min_directed_valient,True,512,db,8,True,MyDesign,,,20,False,True,66,False,False,AccelMain,,,,False,10,66,True,dor,0.45kHz,True,False,61,True,,,4,6,,4,32,0,1:17.67,,route_min_directed_valient,False,6,True,False,1,False,True,,Tst,65536,True,1,,1,,False,,False,,0,,,False,False,,4,mesh,0
