VPMU-split,runp2p_rbw,genpir,runp2p_complete,VBB-split,PCU,runhybrid_complete,vcLimit,runhybrid_deadlock,OPS-Prog FU,OPS-Other,VAFG-split,genpir_err,runp2p_wbw,DAG,app,VMC-alloc,VPCU-split,time,PCU_Total,pattern,OPS-FU,VPCU,OPS-Fix,runhybrid_err,runproute_err,runhybrid_cycle,runhybrid_pass,OPS-All,runp2p_cycle,VDAG,runp2p_time,col,runp2p_success,runp2p_pass,simfreq,PMU,maketst_time,pir_sha,runhybrid_time,MC,PMU_Total,VMC-split,runhybrid_dram_power,gentst_time,VMC,slink,DAG_Total,maxActive,freq,project,gentst_err,notFit,mergeTime_ms,VAFG,succeeded,runhybrid_rbw,algo,runhybrid_wbw,runp2p_err,MC_Total,OPS-Flt,runproute_time,prtime,maketst_err,runp2p_deadlock,vlink,spatial_sha,VBB-alloc,runp2p_dram_power,VPMU,pirArgs,VPCU-alloc,VAFG-alloc,VDAG-split,VDAG-alloc,row,avgActive,runhybrid_success,VPMU-alloc,backend
2,0.335079,True,True,,2,False,,False,,,1,,2.34555,0,FIFOTest_3,1,28,2020-01-10 18:13:08 -0800,200,,,11,,,,,,,191,0,0:00.46,20,True,,0.42kHz,11,1:39.85,b65b1a6c,,1,200,1,,69.931928111,1,,40,58.638743455497384,1000000000.0,pirTest,,,24637.326794,1,True,,,,,40,,,,,False,,7f5b887d,,,2,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",18,1,0,0,20,14.921465968586388,False,1,Tst
11,0.345669,True,True,,4,False,,False,,,1,,0.170176,0,GDA_0,5,16,2020-01-10 18:13:08 -0800,200,,,8,,,,,,,385108,0,0:40.18,20,True,True,9.58kHz,15,1:43.16,b65b1a6c,,5,200,5,,57.665570764,5,,40,68.07025561660625,1000000000.0,pirTest,,,7334.399879,1,True,,,,,40,,,,,False,,7f5b887d,,,11,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",11,1,0,0,20,19.453610482360858,False,11,Tst
11,1.20855,True,True,,5,False,,False,,,1,,0.568731,0,GDA_1,5,16,2020-01-10 18:13:08 -0800,200,,,7,,,,,,,7202,0,0:01.46,20,True,True,4.93kHz,13,2:36.42,b65b1a6c,,5,200,5,,80.437416263,5,,40,56.873090808108856,1000000000.0,pirTest,,,16500.671523,1,True,,,,,40,,,,,False,,7f5b887d,,,11,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",11,1,0,0,20,16.91232492398835,False,11,Tst
15,2.28511,True,True,,8,False,,False,,,1,,1.07535,0,GDA_2,5,25,2020-01-10 18:13:08 -0800,200,,,13,,,,,,,3809,0,0:00.99,20,True,True,3.85kHz,20,2:16.78,b65b1a6c,,5,200,5,,101.605323882,5,,40,53.76739301653978,1000000000.0,pirTest,,,30203.114451,1,True,,,,,40,,,,,False,,7f5b887d,,,15,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",13,1,0,0,20,19.409343313007426,False,14,Tst
12,1.21209,True,True,,8,False,,False,,,1,,0.570394,0,GDA_3,5,24,2020-01-10 18:13:08 -0800,200,,,12,,,,,,,7181,0,0:01.37,20,True,True,5.24kHz,16,1:40.81,b65b1a6c,,5,200,5,,116.606474382,5,,40,57.03940955298705,1000000000.0,pirTest,,,51041.216335,1,True,,,,,40,,,,,False,,7f5b887d,,,12,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",12,1,0,0,20,15.715567243015323,False,11,Tst
17,1.76159,True,True,,16,False,,False,,,1,,0.828982,1,GDA_4,5,39,2020-01-10 18:13:08 -0800,200,,,21,,,,,,,4941,0,0:01.46,20,True,True,3.38kHz,21,2:39.56,b65b1a6c,,5,200,5,,437.043030387,5,,40,41.44909937259664,1000000000.0,pirTest,,,342477.105535,1,True,,,,,40,,,,,False,,7f5b887d,,,17,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",15,1,0,0,20,12.87155096809013,False,14,Tst
11,0.653994,True,True,,10,False,,False,,,1,,0.307762,0,GDA_5,5,22,2020-01-10 18:13:08 -0800,200,,,11,,,,,,,13309,0,0:01.84,20,True,True,7.23kHz,12,1:58.28,b65b1a6c,,5,200,5,,85.005803838,5,,40,61.55233300773912,1000000000.0,pirTest,,,27389.708502,1,True,,,,,40,,,,,False,,7f5b887d,,,11,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",12,1,0,0,20,14.953772115592438,False,11,Tst
14,0.346342,True,True,,14,False,,False,,,1,,0.170507,0,GDA_6,5,43,2020-01-10 18:13:08 -0800,200,,,22,,,,,,,384360,0,1:21.00,20,True,True,4.75kHz,22,2:39.20,b65b1a6c,,5,200,5,,710.581506715,5,,40,68.20272661046936,1000000000.0,pirTest,,,615957.98121,1,True,,,,,40,,,,,False,,7f5b887d,,,14,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",14,1,0,0,20,17.389445674496674,False,11,Tst
17,0.496498,True,True,,16,False,,False,,,1,,0.24443,0,GDA_7,5,39,2020-01-10 18:13:08 -0800,200,,,21,,,,,,,268118,0,1:13.87,20,True,True,3.63kHz,22,3:56.13,b65b1a6c,,5,200,5,,777.314638522,5,,40,48.88593828090617,1000000000.0,pirTest,,,629057.218229,1,True,,,,,40,,,,,False,,7f5b887d,,,17,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",15,1,0,0,20,14.483094508139452,False,14,Tst
45,,True,False,,,False,,False,,,1,,,,GDA_8,7,167,2020-01-10 18:13:08 -0800,,,,,,,,,,,,,,20,False,,,,,b65b1a6c,,,,7,,,,,,,1000000000.0,pirTest,,,,,False,,,,,,,,,,False,,7f5b887d,,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",36,1,0,0,20,,False,29,Tst
5,1.98499,True,True,,4,False,,False,,,1,,0.496248,3,GEMM_0,3,13,2020-01-10 18:13:08 -0800,200,,,9,,,,,,,132063,0,0:07.16,20,True,True,18.44kHz,7,1:16.37,b65b1a6c,,3,200,3,,43.333297772,3,,40,99.2496005694252,1000000000.0,pirTest,,,3519.357351,1,True,,,,,40,,,,,False,,7f5b887d,,,5,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",9,1,0,0,20,20.664114854274096,False,5,Tst
5,0.246594,True,True,,0,False,,False,,,1,,0.0616484,2,GEMM_1,3,9,2020-01-10 18:13:08 -0800,200,,,6,,,,,,,265765,0,0:08.62,20,True,True,30.83kHz,9,1:02.37,b65b1a6c,,3,200,3,,34.04908106,3,,40,98.63751810810302,1000000000.0,pirTest,,,2637.006246,1,True,,,,,40,,,,,False,,7f5b887d,,,5,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",9,1,0,0,20,17.45018105627548,False,5,Tst
6,1.36615,True,True,,3,False,,False,,,1,,0.44609,4,GEMM_10,4,28,2020-01-10 18:13:08 -0800,200,,,13,,,,,,,9182,0,0:01.15,20,True,True,7.98kHz,12,2:01.23,b65b1a6c,,4,200,4,,106.559952658,4,,40,89.21803528642997,1000000000.0,pirTest,,,49081.060413,1,True,,,,,40,,,,,False,,7f5b887d,,,6,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",17,1,0,0,20,27.980598686871833,False,6,Tst
9,0.949593,True,True,,6,False,,False,,,1,,0.41626,5,GEMM_11,7,30,2020-01-10 18:13:08 -0800,200,,,13,,,,,,,9840,0,0:01.74,20,True,True,5.66kHz,10,2:06.73,b65b1a6c,,7,200,7,,151.229737136,7,,40,83.2520325203252,1000000000.0,pirTest,,,62688.622598,1,True,,,,,40,,,,,False,,7f5b887d,,,8,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",22,1,0,0,20,25.22160117434508,False,9,Tst
7,0.995021,True,True,,7,False,,False,,,1,,0.416218,3,GEMM_12,5,32,2020-01-10 18:13:08 -0800,200,,,16,,,,,,,9841,0,0:01.41,20,True,True,6.98kHz,12,1:49.81,b65b1a6c,,5,200,5,,119.678780438,5,,40,83.2435728076415,1000000000.0,pirTest,,,48631.805981,1,True,,,,,40,,,,,False,,7f5b887d,,,6,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",18,1,0,0,20,26.601348538536932,False,7,Tst
20,0.892861,True,True,,5,False,,False,,,1,,0.446431,6,GEMM_13,12,36,2020-01-10 18:13:08 -0800,200,,,17,,,,,,,9175,0,0:01.97,20,True,True,4.66kHz,25,2:38.48,b65b1a6c,,12,200,12,,195.850954758,12,,40,89.28610354223433,1000000000.0,pirTest,,,113913.991403,1,True,,,,,40,,,,,False,,7f5b887d,,,19,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",36,1,0,0,20,18.231943563136873,False,20,Tst
14,0.90566,True,True,,6,False,,False,,,1,,0.439108,5,GEMM_14,10,28,2020-01-10 18:13:08 -0800,200,,,14,,,,,,,9328,0,0:01.67,20,True,True,5.59kHz,15,1:49.54,b65b1a6c,,10,200,10,,127.330419714,10,,40,87.82161234991423,1000000000.0,pirTest,,,50952.864542,1,True,,,,,40,,,,,False,,7f5b887d,,,12,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",28,1,0,0,20,23.25014563578109,False,14,Tst
9,1.72462,True,True,,9,False,,False,,,1,,0.7121,7,GEMM_15,7,52,2020-01-10 18:13:08 -0800,200,,,25,,,,,,,5752,0,0:01.21,20,True,True,4.75kHz,16,2:15.82,b65b1a6c,,7,200,7,,429.984829548,7,,40,71.21001390820584,1000000000.0,pirTest,,,338123.733975,1,True,,,,,40,,,,,False,,7f5b887d,,,7,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",30,1,0,0,20,25.02279400401793,False,9,Tst
28,1.64498,True,True,,6,False,,False,,,1,,0.82249,4,GEMM_16,20,56,2020-01-10 18:13:08 -0800,200,,,23,,,,,,,4980,0,0:02.49,20,True,True,2.0kHz,39,2:58.85,b65b1a6c,,20,200,20,,1056.439211293,20,,40,82.24899598393574,1000000000.0,pirTest,,,934534.632763,1,True,,,,,40,,,,,False,,7f5b887d,,,26,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",56,1,0,0,20,21.98221457257602,False,28,Tst
11,20.3607,True,True,,11,False,,False,,,1,,5.49246,5,GEMM_17,7,57,2020-01-10 18:13:08 -0800,200,,,36,,,,,,,2983,0,0:01.33,20,True,True,2.24kHz,31,2:25.90,b65b1a6c,,7,200,7,,553.154784834,7,,40,68.65571572242709,1000000000.0,pirTest,,,448357.059098,1,True,,,,,40,,,,,False,,7f5b887d,,,11,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",30,1,0,0,20,32.61207448267455,False,9,Tst
28,12.0515,True,True,,18,False,,False,,,1,,6.02574,9,GEMM_18,20,84,2020-01-10 18:13:08 -0800,200,,,52,,,,,,,2719,0,0:01.75,20,True,True,1.55kHz,53,4:04.69,b65b1a6c,,20,200,20,,1228.306474871,20,,40,75.32180948878263,1000000000.0,pirTest,,,1056541.95345,1,True,,,,,40,,,,,False,,7f5b887d,,,28,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",56,1,0,0,20,25.246462943494972,False,28,Tst
7,5.55849,True,True,,6,False,,False,,,1,,1.38962,1,GEMM_19,5,31,2020-01-10 18:13:08 -0800,200,,,16,,,,,,,47161,0,0:08.77,20,True,True,5.38kHz,16,2:11.43,b65b1a6c,,5,200,5,,129.200170803,5,,40,95.53656623057186,1000000000.0,pirTest,,,55166.258752,1,True,,,,,40,,,,,False,,7f5b887d,,,7,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",19,1,0,0,20,26.469803953317875,False,7,Tst
6,3.92925,True,True,,5,False,,False,,,1,,0.982313,4,GEMM_2,3,21,2020-01-10 18:13:08 -0800,200,,,10,,,,,,,66716,0,0:06.70,20,True,True,9.96kHz,7,1:50.86,b65b1a6c,,3,200,3,,74.349813212,3,,40,98.23130883146472,1000000000.0,pirTest,,,14210.624843,1,True,,,,,40,,,,,False,,7f5b887d,,,6,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",11,1,0,0,20,29.899214581209907,False,5,Tst
9,15.6439,True,True,,11,False,,False,,,1,,3.91096,0,GEMM_20,5,65,2020-01-10 18:13:08 -0800,200,,,35,,,,,,,16757,0,0:05.21,20,True,True,3.22kHz,33,2:56.09,b65b1a6c,,5,200,5,,1656.126062765,5,,40,92.4270454138569,1000000000.0,pirTest,,,1546505.298358,1,True,,,,,40,,,,,False,,7f5b887d,,,9,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",31,1,0,0,20,37.88938240451041,False,7,Tst
27,,True,False,,,False,,False,,,1,,,,GEMM_21,15,205,2020-01-10 18:13:08 -0800,,,,,,,,,,,,,,20,False,,,,,b65b1a6c,,,,15,,,,,,,1000000000.0,pirTest,,,,,False,,,,,,,,,,False,,7f5b887d,,,,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",95,1,0,0,20,,False,21,Tst
21,5.74071,True,True,,19,False,,False,,,1,,1.91357,7,GEMM_22,15,69,2020-01-10 18:13:08 -0800,200,,,45,,,,,,,34248,0,0:17.04,20,True,True,2.01kHz,40,4:04.52,b65b1a6c,,15,200,15,,922.544971396,15,,40,95.67857977108152,1000000000.0,pirTest,,,726848.241543,1,True,,,,,40,,,,,False,,7f5b887d,,,21,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",46,1,0,0,20,27.150205264104695,False,21,Tst
5,1.75541,True,True,,9,False,,False,,,1,,0.438852,0,GEMM_23,3,34,2020-01-10 18:13:08 -0800,200,,,19,,,,,,,149335,0,0:18.84,20,True,True,7.93kHz,15,2:22.95,b65b1a6c,,3,200,3,,207.235664512,3,,40,98.05604848160176,1000000000.0,pirTest,,,108400.539609,1,True,,,,,40,,,,,False,,7f5b887d,,,5,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",15,1,0,0,20,28.082827809348718,False,5,Tst
15,2.58273,True,True,,30,False,,False,,,1,,0.860911,3,GEMM_24,9,104,2020-01-10 18:13:08 -0800,200,,,65,,,,,,,76124,0,0:37.02,20,True,True,2.06kHz,45,6:03.38,b65b1a6c,,9,200,9,,10583.566820479,9,,40,96.17991697756293,1000000000.0,pirTest,,,10315935.608821,1,True,,,,,40,,,,,False,,7f5b887d,,,13,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",45,1,0,0,20,28.082592339594076,False,15,Tst
7,3.88477,True,True,,11,False,,False,,,1,,0.971191,0,GEMM_3,5,21,2020-01-10 18:13:08 -0800,200,,,14,,,,,,,67480,0,0:06.65,20,True,True,10.15kHz,10,1:59.45,b65b1a6c,,5,200,5,,65.356627157,5,,40,97.11914641375222,1000000000.0,pirTest,,,9692.278955,1,True,,,,,40,,,,,False,,7f5b887d,,,7,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",14,1,0,0,20,27.524119534779143,False,7,Tst
6,3.92737,True,True,,2,False,,False,,,1,,0.981842,6,GEMM_4,4,21,2020-01-10 18:13:08 -0800,200,,,13,,,,,,,66748,0,0:06.53,20,True,True,10.22kHz,11,1:47.20,b65b1a6c,,4,200,4,,70.294407778,4,,40,98.18421525738599,1000000000.0,pirTest,,,7129.854809,1,True,,,,,40,,,,,False,,7f5b887d,,,6,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",13,1,0,0,20,24.900141058677644,False,6,Tst
11,14.1272,True,True,,13,False,,False,,,1,,3.5318,5,GEMM_6,7,57,2020-01-10 18:13:08 -0800,200,,,34,,,,,,,18556,0,0:07.07,20,True,True,2.62kHz,27,3:54.94,b65b1a6c,,7,200,7,,1210.212162126,7,,40,88.29489114033197,1000000000.0,pirTest,,,1071648.599054,1,True,,,,,40,,,,,False,,7f5b887d,,,11,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",30,1,0,0,20,35.31805443963237,False,9,Tst
5,0.773881,True,True,,2,False,,False,,,1,,0.23585,2,GEMM_7,3,18,2020-01-10 18:13:08 -0800,200,,,8,,,,,,,17367,0,0:01.18,20,True,True,14.72kHz,9,1:20.08,b65b1a6c,,3,200,3,,64.009230156,3,,40,94.339839926297,1000000000.0,pirTest,,,17145.526771,1,True,,,,,40,,,,,False,,7f5b887d,,,5,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",11,1,0,0,20,24.216974173788824,False,5,Tst
5,5.97258,True,True,,4,False,,False,,,1,,1.81159,2,GEMM_8,3,19,2020-01-10 18:13:08 -0800,200,,,12,,,,,,,2261,0,0:00.60,20,True,True,3.77kHz,11,1:26.40,b65b1a6c,,3,200,3,,68.50978202,3,,40,90.57938965059708,1000000000.0,pirTest,,,16030.905023,1,True,,,,,40,,,,,False,,7f5b887d,,,5,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",11,1,0,0,20,30.366692131398015,False,5,Tst
6,7.56243,True,True,,4,False,,False,,,1,,1.89061,4,GEMM_9,3,21,2020-01-10 18:13:08 -0800,200,,,10,,,,,,,8666,0,0:01.32,20,True,True,6.57kHz,8,1:48.65,b65b1a6c,,3,200,3,,72.579801026,3,,40,94.53034848834525,1000000000.0,pirTest,,,20959.191857,1,True,,,,,40,,,,,False,,7f5b887d,,,6,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",11,1,0,0,20,33.08608354488807,False,5,Tst
2,0.0,True,True,,0,False,,False,,,1,,2.90909,3,IfTest_0,2,7,2020-01-10 18:13:08 -0800,200,,,4,,,,,,,88,0,0:00.46,20,True,True,0.19kHz,3,0:46.36,b65b1a6c,,2,200,2,,20.062006962,2,,40,36.36363636363637,1000000000.0,pirTest,,,1726.398198,1,True,,,,,40,,,,,False,,7f5b887d,,,2,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",7,1,0,0,20,15.25974025974026,False,2,Tst
2,3.10572,True,True,,3,False,,False,,,1,,3.54939,0,InitSort_0,1,11,2020-01-10 18:13:08 -0800,200,,,5,,,,,,,577,0,0:00.48,20,True,True,1.2kHz,3,0:44.40,b65b1a6c,,1,200,1,,20.804588944,1,,40,88.73483535528597,1000000000.0,pirTest,,,2591.361958,1,True,,,,,40,,,,,False,,7f5b887d,,,1,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",10,1,0,0,20,14.714038128249566,False,2,Tst
2,0.0,True,True,,1,False,,False,,,1,,2.06452,0,InitSort_1,1,9,2020-01-10 18:13:08 -0800,200,,,3,,,,,,,124,0,0:00.59,20,True,True,0.21kHz,4,0:59.67,b65b1a6c,,1,200,1,,23.687406307,1,,40,51.61290322580645,1000000000.0,pirTest,,,2228.685625,1,True,,,,,40,,,,,False,,7f5b887d,,,2,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",9,1,0,0,20,19.112903225806452,False,2,Tst
4,0.0,True,True,,2,False,,False,,,1,,4.41379,0,InitSort_2,2,18,2020-01-10 18:13:08 -0800,200,,,4,,,,,,,116,0,0:00.54,20,True,True,0.21kHz,6,1:16.62,b65b1a6c,,2,200,2,,39.149254404,2,,40,55.172413793103445,1000000000.0,pirTest,,,13381.339569,1,True,,,,,40,,,,,False,,7f5b887d,,,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/local/ssd/home/yaqiz/spatial_part, --save=false, --dot=false, --debug=false, --merge, --merge-algo=gurobi, --split-thread=5, --debug=true",18,1,0,0,20,21.46098003629764,False,4,Tst
