VPCU-alloc,routing-cost,col,tungsten,runp2p_wbw,algo,OPS-All,merge-algo,VMC-split,run-tst,lrange,app,prtime,runp2p_complete,pattern,VDAG-alloc,debug-tst,OPS-Other,DAG,genpir_err,rtelm,proute-q,simulate,OPS-Prog FU,split-algo,mapping,waveform,tokenout,project,mdone,DAG_Total,simfreq,MC_Total,runp2p_time,codegen,reserve-pcu,run-psim,vec,VDAG-split,retime-buffer-only,split-forward,row,scheduled,slink,runp2p_err,argin,freq,PMU_Total,mem-tech,VBB,VMC-alloc,maketst_err,pmu-sram-size,runp2p_rbw,module,VDAG,runproute_time,MC,backend,pmu-stage,PCU,retime-local,OPS-FU,flit-width,vdot,vlink,runp2p_dram_power,open,rundot,routing-algo,runhybrid_time,trace,fast,PCU_Total,vcLimit,runhybrid_dram_power,gentst_time,runhybrid_wbw,constprop,memelm,VPMU-alloc,mergeTime_ms,link-prop,net,clock,avgActive,stat,VPCU-split,runproute_err,succeeded,runp2p_deadlock,time-out,argout,proute-seed,runhybrid_cycle,name,VMC,retime-glob,VBB-split,PMU,VPMU-split,arch,runhybrid_complete,reserve-pmu,dot,maketst_time,vc,spatial_sha,VPMU,bcread,notFit,merge,runp2p_cycle,runhybrid_success,run-proute,fifo-depth,load,runp2p_pass,dedicated-dag,proute-opts,nn,save,OPS-Flt,dag,retime-exout,proute-algo,pcu-stage,debug,pracc,VBB-alloc,split,runhybrid_rbw,runhybrid_err,gentst_err,psim-q,runhybrid_pass,genpir,start-id,dupra,psim,pir_sha,VPCU,ag-dce,OPS-Fix,time,VAFG,dag-stage,igraph,maxActive,merge-forward,runp2p_success,split-thread,word,topo,runhybrid_deadlock,VAFG-alloc,verbose,pirArgs,vfifo,sr,VAFG-split
23,H-hop,20,True,2.76757,route_min_directed_valient,,bfs,6,False,True,DRAMDoubleBuffer2_4,,True,checkerboard,0,False,,12,,True,4,False,,dfs,True,True,5,pirTest,True,40,0.45kHz,40,0:00.82,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,6,,65536,2.76757,False,0,,6,Tst,6,0,False,,512,True,2,,False,True,dor,,False,True,200,4,,47.275465359,,True,False,,,db,hybrid,1000000000,2.0108108108108107,True,23,,True,False,100,4,0,,AccelMain,6,False,,11,,MyDesign,False,0,True,1:22.56,4,9d801345,,True,,False,370,False,False,16,False,True,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,23,True,,2020-01-30 17:52:55 -0800,1,6,False,2.1621621621621623,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
13,H-hop,20,True,2.24561,route_min_directed_valient,,bfs,4,False,True,DRAMDoubleBuffer_0,,True,checkerboard,0,False,,0,,True,4,False,,dfs,True,True,5,pirTest,True,40,0.86kHz,40,0:00.53,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,4,,65536,2.24561,False,0,,4,Tst,6,0,False,,512,True,2,,False,True,dor,,False,True,200,4,,27.6388363,,True,False,,,db,hybrid,1000000000,15.935672514619883,True,13,,True,False,100,4,0,,AccelMain,4,False,,13,,MyDesign,False,0,True,1:10.30,4,9d801345,,True,,False,456,False,False,16,False,True,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,13,True,,2020-01-30 17:52:55 -0800,1,6,False,56.14035087719298,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
11,H-hop,20,True,3.92337,route_min_directed_valient,,bfs,4,False,True,DRAMDoubleBuffer_1,,True,checkerboard,0,False,,7,,True,4,False,,dfs,True,True,5,pirTest,True,40,0.32kHz,40,0:00.81,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,4,,65536,3.92337,False,0,,4,Tst,6,0,False,,512,True,2,,False,True,dor,,False,True,200,4,,39.802704887,,True,False,,,db,hybrid,1000000000,3.359858532272326,True,11,,True,False,100,4,0,,AccelMain,4,False,,4,,MyDesign,False,0,True,0:43.32,4,9d801345,,True,,False,261,False,False,16,False,True,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,11,True,,2020-01-30 17:52:55 -0800,1,6,False,6.130268199233717,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
22,H-hop,20,True,4.33898,route_min_directed_valient,,bfs,8,False,True,DRAMDoubleBuffer_2,,True,checkerboard,0,False,,14,,True,4,False,,dfs,True,True,5,pirTest,True,40,0.28kHz,40,0:00.84,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,8,,65536,4.33898,False,0,,8,Tst,6,0,False,,512,True,2,,False,True,dor,,False,True,200,4,,58.949036552,,True,False,,,db,hybrid,1000000000,2.01271186440678,True,22,,True,False,100,4,0,,AccelMain,8,False,,8,,MyDesign,False,0,True,1:08.80,4,9d801345,,True,,False,236,False,False,16,False,True,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,22,True,,2020-01-30 17:52:55 -0800,1,6,False,3.389830508474576,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
37,H-hop,20,True,4.33898,route_min_directed_valient,,bfs,12,False,True,DRAMDoubleBuffer_3,,True,checkerboard,0,False,,9,,True,4,False,,dfs,True,True,5,pirTest,True,40,0.58kHz,40,0:00.41,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,12,,65536,4.33898,False,0,,12,Tst,6,0,False,,512,True,2,,False,True,dor,,False,True,200,4,,41.401239287,,True,False,,,db,hybrid,1000000000,2.0208604954367666,True,37,,True,False,100,4,0,,AccelMain,12,False,,28,,MyDesign,False,0,True,1:12.28,4,9d801345,,True,,False,236,False,False,16,False,True,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,37,True,,2020-01-30 17:52:55 -0800,1,6,False,3.389830508474576,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
19,H-hop,20,True,43.7709,route_min_directed_valient,,bfs,3,False,True,DRAMMergeSort_0,,True,checkerboard,0,False,,6,,True,4,False,,dfs,True,True,5,pirTest,True,40,4.43kHz,40,0:17.57,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,3,,65536,43.7709,False,0,,3,Tst,6,11,False,,512,True,2,,False,True,dor,,False,True,200,4,,38.752219285,,True,False,,,db,hybrid,1000000000,20.649524127567208,True,19,,True,False,100,4,0,,AccelMain,3,False,,2,,MyDesign,False,0,True,1:43.90,4,9d801345,,True,,False,77857,False,False,16,False,,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,19,True,,2020-01-30 17:52:55 -0800,1,6,False,68.39205209550843,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
19,H-hop,20,True,43.7692,route_min_directed_valient,,bfs,3,False,True,DRAMMergeSort_1,,True,checkerboard,0,False,,6,,True,4,False,,dfs,True,True,5,pirTest,True,40,8.06kHz,40,0:09.66,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,3,,65536,43.7692,False,0,,3,Tst,6,11,False,,512,True,2,,False,True,dor,,False,True,200,4,,24.766815666,,True,False,,,db,hybrid,1000000000,20.648728487028,True,19,,True,False,100,4,0,,AccelMain,3,False,,2,,MyDesign,False,0,True,0:44.03,4,9d801345,,True,,False,77860,False,False,16,False,,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,19,True,,2020-01-30 17:52:55 -0800,1,6,False,68.38941690213203,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
37,H-hop,20,True,50.5626,route_min_directed_valient,,bfs,6,False,True,DRAMMergeSort_2,,True,checkerboard,0,False,,11,,True,4,False,,dfs,True,True,5,pirTest,True,40,2.57kHz,40,0:26.20,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,6,,65536,50.5626,False,0,,6,Tst,6,22,False,,512,True,2,,False,True,dor,,False,True,200,4,,50.10823921,,True,False,,,db,hybrid,1000000000,13.715457322929245,True,37,,True,False,100,4,0,,AccelMain,6,False,,4,,MyDesign,False,0,True,1:57.41,4,9d801345,,True,,False,67399,False,False,16,False,,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,37,True,,2020-01-30 17:52:55 -0800,1,6,False,42.54069051469607,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
55,H-hop,20,True,55.6042,route_min_directed_valient,,bfs,9,False,True,DRAMMergeSort_3,,True,checkerboard,0,False,,16,,True,4,False,,dfs,True,True,5,pirTest,True,40,2.81kHz,40,0:21.80,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,9,,65536,55.6042,False,0,,9,Tst,6,33,False,,512,True,2,,False,True,dor,,False,True,200,4,,88.742200221,,True,False,,,db,hybrid,1000000000,11.78325646492335,True,55,,True,False,100,4,0,,AccelMain,9,False,,6,,MyDesign,False,0,True,2:24.41,4,9d801345,,True,,False,61288,False,False,16,False,,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,55,True,,2020-01-30 17:52:55 -0800,1,6,False,36.385589348649,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
73,H-hop,20,True,56.2466,route_min_directed_valient,,bfs,12,False,True,DRAMMergeSort_4,,True,checkerboard,0,False,,21,,True,4,False,,dfs,True,True,5,pirTest,True,40,1.1kHz,40,0:55.33,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,12,,65536,56.2466,False,0,,12,Tst,6,44,False,,512,True,2,,False,True,dor,,False,True,200,4,,133.450971646,,True,False,,,db,hybrid,1000000000,9.380070613155397,True,73,,True,False,100,4,0,,AccelMain,12,False,,8,,MyDesign,False,0,True,2:51.81,4,9d801345,,True,,False,60588,False,False,16,False,,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,73,True,,2020-01-30 17:52:55 -0800,1,6,False,28.7317620650954,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
61,H-hop,20,True,53.0594,route_min_directed_valient,,bfs,10,False,True,DRAMMergeSort_5,,True,checkerboard,0,False,,16,,True,4,False,,dfs,True,True,5,pirTest,True,40,2.84kHz,40,0:12.17,True,0,False,16,0,False,False,20,False,4,,6,1000000000.0,200,DDR4,,10,,65536,53.0594,False,0,,10,Tst,6,42,False,,512,True,2,,False,True,dor,,False,True,200,4,,145.502513106,,True,False,,,db,hybrid,1000000000,9.313741950407795,True,66,,True,False,100,4,0,,AccelMain,10,False,,8,,MyDesign,False,0,True,3:27.50,4,9d801345,,True,,False,34584,False,False,16,False,,False,-i100 -p100 -t1 -d100,False,False,,True,False,route_min_directed_valient,6,True,True,,True,,,,1,,True,0,False,False,53165bff,66,True,,2020-01-30 17:52:55 -0800,1,6,False,47.374508443210736,False,True,1,32,mesh,False,1,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=false, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",4,True,1
