VPCU,run-tst,OPS-Prog FU,OPS-Fix,constprop,split,module,memelm,runp2p_rbw,lrange,prtime,app,rtelm,maxActive,vec,VAFG-split,runp2p_pass,link-prop,VPMU,ag-dce,proute-opts,genpir_err,VAFG-alloc,VMC-split,net,maketst_err,word,vdot,clock,OPS-FU,slink,spatial_sha,routing-cost,OPS-Flt,split-thread,pir_sha,debug-print,DAG_Total,runproute_err,routing-algo,simfreq,pmu-sram-size,start-id,sr,argout,dupra,VAFG,scheduled,VPCU-alloc,VDAG-split,proute-algo,codegen,nn,vfifo,split-forward,OPS-All,psim,VDAG-alloc,rundot,avgActive,runhybrid_pass,runhybrid_err,runp2p_complete,retime-buffer-only,col,runhybrid_wbw,bcread,freq,runproute_time,MC,pirArgs,tungsten,VPMU-split,merge-algo,name,vlink,gentst_err,backend,runp2p_err,VMC,waveform,mapping,VPMU-alloc,reserve-pmu,genpir,DAG,topo,dag,arch,runp2p_success,maketst_time,debug,split-algo,runhybrid_cycle,pattern,reserve-pcu,tokenout,open,runp2p_time,simulate,igraph,project,PMU,verbose,argin,time-out,proute-q,fast,merge,runp2p_deadlock,vc,time,algo,row,notFit,fifo-depth,runhybrid_success,VPCU-split,runhybrid_rbw,retime-exout,flit-width,trace,pmu-stage,runhybrid_deadlock,runhybrid_time,stat,mdone,load,runp2p_cycle,gentst_time,merge-forward,retime-glob,vcLimit,save,MC_Total,mem-tech,run-psim,runhybrid_complete,psim-q,dag-stage,PCU_Total,VDAG,proute-seed,runp2p_wbw,VMC-alloc,pracc,mergeTime_ms,runhybrid_dram_power,dedicated-dag,dot,succeeded,runp2p_dram_power,OPS-Other,retime-local,run-proute,PMU_Total,PCU,pcu-stage
23,False,,,True,True,False,False,2.0898,True,,DRAMDoubleBuffer2_3,True,26.122448979591837,16,1,True,db,,True,-i100 -p100 -t1 -d100,,1,6,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,0.41kHz,65536,0,True,4,False,1,False,23,0,route_min_directed_valient,True,False,4,False,,False,0,True,9.355102040816327,,,True,False,20,,True,1000000000.0,,6,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,,bfs,AccelMain,2,,Tst,,6,True,True,,0,True,20,mesh,True,MyDesign,True,0:51.01,True,dfs,,checkerboard,0,5,False,0:01.20,False,False,pirTest,3,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,23,,False,512,False,6,False,,True,True,False,490,34.316887215,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,2.0898,6,True,,,False,True,True,,,False,False,200,0,6
23,False,,,True,True,False,False,2.76757,True,,DRAMDoubleBuffer2_4,True,2.1621621621621623,16,1,True,db,,True,-i100 -p100 -t1 -d100,,1,6,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,0.37kHz,65536,0,True,4,False,1,False,23,0,route_min_directed_valient,True,False,4,False,,False,0,True,2.0108108108108107,,,True,False,20,,True,1000000000.0,,6,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,,bfs,AccelMain,2,,Tst,,6,True,True,,0,True,12,mesh,True,MyDesign,True,0:56.25,True,dfs,,checkerboard,0,5,False,0:01.00,False,False,pirTest,11,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,23,,False,512,False,6,False,,True,True,False,370,40.223517337,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,2.76757,6,True,,,False,True,True,,,False,False,200,0,6
13,False,,,True,True,False,False,2.24561,True,,DRAMDoubleBuffer_0,True,56.14035087719298,16,1,True,db,,True,-i100 -p100 -t1 -d100,,1,4,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,0.18kHz,65536,0,True,4,False,1,False,13,0,route_min_directed_valient,True,False,4,False,,False,0,True,15.935672514619883,,,True,False,20,,True,1000000000.0,,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,,bfs,AccelMain,2,,Tst,,4,True,True,,0,True,0,mesh,True,MyDesign,True,0:59.86,True,dfs,,checkerboard,0,5,False,0:02.47,False,False,pirTest,13,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,13,,False,512,False,6,False,,True,True,False,456,27.593679545,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,2.24561,4,True,,,False,True,True,,,False,False,200,0,6
11,False,,,True,True,False,False,4.04743,True,,DRAMDoubleBuffer_1,True,6.324110671936759,16,1,True,db,,True,-i100 -p100 -t1 -d100,,1,4,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,0.19kHz,65536,0,True,4,False,1,False,11,0,route_min_directed_valient,True,False,4,False,,False,0,True,3.4660991182730316,,,True,False,20,,True,1000000000.0,,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,,bfs,AccelMain,2,,Tst,,4,True,True,,0,True,7,mesh,True,MyDesign,True,1:08.60,True,dfs,,checkerboard,0,5,False,0:01.34,False,False,pirTest,4,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,11,,False,512,False,6,False,,True,True,False,253,73.134796672,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,4.04743,4,True,,,False,True,True,,,False,False,200,0,6
22,False,,,True,True,False,False,4.33898,True,,DRAMDoubleBuffer_2,True,3.389830508474576,16,1,True,db,,True,-i100 -p100 -t1 -d100,,1,8,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,0.19kHz,65536,0,True,4,False,1,False,22,0,route_min_directed_valient,True,False,4,False,,False,0,True,2.01271186440678,,,True,False,20,,True,1000000000.0,,8,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,,bfs,AccelMain,2,,Tst,,8,True,True,,0,True,14,mesh,True,MyDesign,True,1:35.99,True,dfs,,checkerboard,0,5,False,0:01.25,False,False,pirTest,8,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,22,,False,512,False,6,False,,True,True,False,236,53.232031104,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,4.33898,8,True,,,False,True,True,,,False,False,200,0,6
37,False,,,True,True,False,False,4.33898,True,,DRAMDoubleBuffer_3,True,3.389830508474576,16,1,True,db,,True,-i100 -p100 -t1 -d100,,1,12,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,0.09kHz,65536,0,True,4,False,1,False,37,0,route_min_directed_valient,True,False,4,False,,False,0,True,2.0208604954367666,,,True,False,20,,True,1000000000.0,,12,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,,bfs,AccelMain,2,,Tst,,12,True,True,,0,True,9,mesh,True,MyDesign,True,3:31.45,True,dfs,,checkerboard,0,5,False,0:02.74,False,False,pirTest,28,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,37,,False,512,False,6,False,,True,True,False,236,117.581074761,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,4.33898,12,True,,,False,True,True,,,False,False,200,0,6
19,False,,,True,True,False,False,44.1166,True,,DRAMMergeSort_0,True,68.9321268139863,16,1,,db,,True,-i100 -p100 -t1 -d100,,1,3,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,2.71kHz,65536,0,True,4,False,1,False,19,0,route_min_directed_valient,True,False,4,False,,False,0,True,20.812588191127162,,,True,False,20,,True,1000000000.0,,3,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,,bfs,AccelMain,2,,Tst,,3,True,True,,0,True,6,mesh,True,MyDesign,True,1:23.45,True,dfs,,checkerboard,0,5,False,0:28.47,False,False,pirTest,2,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,19,,False,512,False,6,False,,True,True,False,77247,36.209586501,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,44.1166,3,True,,,False,True,True,,,False,False,200,11,6
19,False,,,True,True,False,False,43.7709,True,,DRAMMergeSort_1,True,68.39205209550843,16,1,,db,,True,-i100 -p100 -t1 -d100,,1,3,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,1.14kHz,65536,0,True,4,False,1,False,19,0,route_min_directed_valient,True,False,4,False,,False,0,True,20.649524127567208,,,True,False,20,,True,1000000000.0,,3,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,,bfs,AccelMain,2,,Tst,,3,True,True,,0,True,6,mesh,True,MyDesign,True,2:05.34,True,dfs,,checkerboard,0,5,False,1:08.44,False,False,pirTest,2,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,19,,False,512,False,6,False,,True,True,False,77857,59.409815224,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,43.7709,3,True,,,False,True,True,,,False,False,200,11,6
37,False,,,True,True,False,False,50.5769,True,,DRAMMergeSort_2,True,42.55268625704957,16,1,,db,,True,-i100 -p100 -t1 -d100,,1,6,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,0.62kHz,65536,0,True,4,False,1,False,37,0,route_min_directed_valient,True,False,4,False,,False,0,True,13.719324845771864,,,True,False,20,,True,1000000000.0,,6,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,,bfs,AccelMain,2,,Tst,,6,True,True,,0,True,11,mesh,True,MyDesign,True,3:20.51,True,dfs,,checkerboard,0,5,False,1:48.34,False,False,pirTest,4,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,37,,False,512,False,6,False,,True,True,False,67380,97.908482763,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,50.5769,6,True,,,False,True,True,,,False,False,200,22,6
55,False,,,True,True,False,False,55.9025,True,,DRAMMergeSort_3,True,36.5807647512344,16,1,,db,,True,-i100 -p100 -t1 -d100,,1,9,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,0.87kHz,65536,0,True,4,False,1,False,55,0,route_min_directed_valient,True,False,4,False,,False,0,True,11.846462856944969,,,True,False,20,,True,1000000000.0,,9,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,,bfs,AccelMain,2,,Tst,,9,True,True,,0,True,16,mesh,True,MyDesign,True,3:04.04,True,dfs,,checkerboard,0,5,False,1:10.11,False,False,pirTest,6,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,55,,False,512,False,6,False,,True,True,False,60961,207.691489359,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,55.9025,9,True,,,False,True,True,,,False,False,200,33,6
73,False,,,True,True,False,False,56.5537,True,,DRAMMergeSort_4,True,28.88863074395526,16,1,,db,,True,-i100 -p100 -t1 -d100,,1,12,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,0.62kHz,65536,0,True,4,False,1,False,73,0,route_min_directed_valient,True,False,4,False,,False,0,True,9.43128359763453,,,True,False,20,,True,1000000000.0,,12,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,,bfs,AccelMain,2,,Tst,,12,True,True,,0,True,21,mesh,True,MyDesign,True,2:51.85,True,dfs,,checkerboard,0,5,False,1:37.07,False,False,pirTest,8,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,73,,False,512,False,6,False,,True,True,False,60259,152.883977329,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,56.5537,12,True,,,False,True,True,,,False,False,200,44,6
66,False,,,True,True,False,False,51.0917,True,,DRAMMergeSort_5,True,45.61755206593162,16,1,,db,,True,-i100 -p100 -t1 -d100,,1,10,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,1.44kHz,65536,0,True,4,False,1,False,61,0,route_min_directed_valient,True,False,4,False,,False,0,True,8.968327531264707,,,True,False,20,,True,1000000000.0,,10,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,,bfs,AccelMain,2,,Tst,,10,True,True,,0,True,16,mesh,True,MyDesign,True,2:36.66,True,dfs,,checkerboard,0,5,False,0:24.90,False,False,pirTest,8,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,66,,False,512,False,6,False,,True,True,False,35916,118.618432185,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,51.0917,10,True,,,False,True,True,,,False,False,200,42,6
55,False,,,True,True,False,False,56.0229,True,,DRAMMergeSort_6,True,36.65954298865691,16,1,,db,,True,-i100 -p100 -t1 -d100,,1,9,hybrid,,32,True,1000000000,,4,8fb691b5,H-hop,,1,006c4482,True,40,,dor,0.86kHz,65536,0,True,4,False,1,False,55,0,route_min_directed_valient,True,False,4,False,,False,0,True,11.871974720075986,,,True,False,20,,True,1000000000.0,,9,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial_sparse, --fast=true",True,,bfs,AccelMain,2,,Tst,,9,True,True,,0,True,16,mesh,True,MyDesign,True,4:43.96,True,dfs,,checkerboard,0,5,False,1:11.00,False,False,pirTest,6,False,6,100,4,True,False,False,4,2020-02-14 00:33:52 -0800,route_min_directed_valient,20,,16,False,55,,False,512,False,6,False,,True,True,False,60830,170.737209153,False,False,4,True,40,DDR4,False,False,1,6,200,0,0,56.0229,9,True,,,False,True,True,,,False,False,200,33,6
