app,project,backend,freq,spatial_sha,pir_sha,time,genpir,genpir_err,DynHopsVec,DynHopsScal,StatHopsVec,StatHopsScal,Score,NetVC,TotPkts,LinkLim,InjectLim,EjectLim,LongRoute,Q0Pct,Q0Lim,runp2p_cycle,runhybrid_cycle,runp2p_err,runhybrid_err,maketst_err,runproute_err,gentst_err,runp2p_pass,runhybrid_pass,runp2p_deadlock,runhybrid_deadlock,runp2p_complete,runhybrid_complete,runp2p_dram_power,runhybrid_dram_power,runp2p_rbw,runhybrid_rbw,runp2p_wbw,runhybrid_wbw,maketst_time,runp2p_time,runhybrid_time,runproute_time,gentst_time,OPS-All,OPS-FU,OPS-Fix,OPS-Flt,OPS-Other,OPS-Prog FU,notFit,MC,DAG,PMU,PCU,MC_Total,DAG_Total,PMU_Total,PCU_Total,VMC,VDAG,VPMU,VPCU,row,col,pirArgs,algo,pattern,slink,vlink,prtime,vcLimit,maxActive,avgActive,runp2p_success,runhybrid_success,succeeded,simfreq
LUTTest_4,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,19,,,,,,,True,,False,False,True,False,,,0.0,,0.0,,0:41.30,0:00.43,,,12.733310757,"33 OP, 1.74 GOPS","33 OP, 1.74 GOPS","33 OP, 1.74 GOPS",,,"1 OP, 0.05 GOPS",,0,1,2,0,40,40,200,200,,0,,3,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,5.2631578947368425,5.2631578947368425,True,False,True,0.04kHz
LogReg_0,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,8449,,,,,,,True,,False,False,True,False,,,8.00663,,0.0151497,,1:58.78,0:01.42,,,47.586228563,"378448 OP, 44.79 GOPS","205840 OP, 24.36 GOPS","285648 OP, 33.81 GOPS","34432 OP, 4.08 GOPS","58368 OP, 6.91 GOPS","205840 OP, 24.36 GOPS",,4,5,11,15,40,40,200,200,4,0,11,20,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,12.119777488460173,4.788582099506469,True,False,True,5.95kHz
LogReg_1,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,4363,,,,,,,True,,False,False,True,False,,,15.5049,,0.0293376,,2:19.45,0:01.30,,,50.05195087,"646224 OP, 148.11 GOPS","531472 OP, 121.81 GOPS","393680 OP, 90.23 GOPS","34432 OP, 7.89 GOPS","218112 OP, 49.99 GOPS","240144 OP, 55.04 GOPS",,4,7,14,22,40,40,200,200,4,0,14,29,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,23.470089388035756,7.8394520769573015,True,False,True,3.36kHz
LogReg_2,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,4379,,,,,,,True,,False,False,True,False,,,15.229,,0.0292304,,2:08.27,0:01.59,,,58.358968567,"369472 OP, 84.37 GOPS","196864 OP, 44.96 GOPS","276928 OP, 63.24 GOPS","34432 OP, 7.86 GOPS","58112 OP, 13.27 GOPS","196864 OP, 44.96 GOPS",,6,7,17,21,40,40,200,200,6,0,17,28,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,11.692167161452387,5.983837818326471,True,False,True,2.75kHz
LogReg_3,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,2352,,,,,,,True,,False,False,True,False,,,28.3537,,0.0544218,,3:19.34,0:01.38,,,77.23287908,"641344 OP, 272.68 GOPS","526592 OP, 223.89 GOPS","389056 OP, 165.41 GOPS","34432 OP, 14.64 GOPS","217856 OP, 92.63 GOPS","235264 OP, 100.03 GOPS",,6,11,23,35,40,40,200,200,6,0,23,46,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,21.768707482993197,8.833916778390188,True,False,True,1.7kHz
LogReg_4,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,1308,,,,,,,True,,False,False,True,False,,,50.9847,,0.0978593,,5:05.92,0:01.45,,,169.996758577,"792640 OP, 605.99 GOPS","677888 OP, 518.26 GOPS","378560 OP, 289.42 GOPS","34432 OP, 26.32 GOPS","379648 OP, 290.25 GOPS","220672 OP, 168.71 GOPS",,6,17,35,59,40,40,200,200,6,0,35,76,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,39.14373088685015,12.586416800730468,True,False,True,0.9kHz
LogReg_5,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,1556,,,,,,,True,,False,False,True,False,,,42.8586,,0.0822622,,6:00.02,0:01.74,,,161.504913348,"638904 OP, 410.61 GOPS","232824 OP, 149.63 GOPS","386744 OP, 248.55 GOPS","34432 OP, 22.13 GOPS","217728 OP, 139.93 GOPS","232824 OP, 149.63 GOPS",,10,19,41,61,40,40,200,200,10,0,41,80,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,16.452442159383033,7.509680103254436,True,False,True,0.89kHz
LogReg_6,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,1430,,,,,,,True,,False,False,True,False,,,46.635,,0.0895105,,6:25.27,0:01.82,,,225.700850889,"925430 OP, 647.15 GOPS","305260 OP, 213.47 GOPS","469380 OP, 328.24 GOPS","39908 OP, 27.91 GOPS","416142 OP, 291.01 GOPS","305260 OP, 213.47 GOPS",,8,18,41,72,40,40,200,200,8,0,41,90,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,26.853146853146853,10.236795724600602,True,False,True,0.79kHz
NaivePageRank2_0,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,12114,,,,,,,True,,False,False,True,False,,,16.0238,,0.0422651,,2:38.52,0:02.28,,,62.879555732,"104723 OP, 8.64 GOPS","104595 OP, 8.63 GOPS","84858 OP, 7.00 GOPS",,"19865 OP, 1.64 GOPS","96123 OP, 7.93 GOPS",,6,17,12,11,40,40,200,200,6,0,3,37,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,93.11540366518078,7.368772174545896,True,False,True,5.31kHz
NaivePageRank2_1,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,12039,,,,,,,True,,False,False,True,False,,,15.9003,,0.0425284,,3:01.43,0:02.63,,,65.421693602,"111685 OP, 9.28 GOPS","111557 OP, 9.27 GOPS","84277 OP, 7.00 GOPS",,"27408 OP, 2.28 GOPS","95542 OP, 7.94 GOPS",,6,18,10,14,40,40,200,200,6,0,3,39,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,93.69548965860952,6.060112327244149,True,False,True,4.58kHz
NaivePageRank2_2,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,6253,,,,,,,True,,False,False,True,False,,,28.2284,,0.0818807,,4:21.55,0:02.37,,,85.581844601,"116165 OP, 18.58 GOPS","95926 OP, 15.34 GOPS","85685 OP, 13.70 GOPS",,"30480 OP, 4.87 GOPS","95926 OP, 15.34 GOPS",,9,28,14,21,40,40,200,200,9,0,3,60,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,90.58052134975212,8.311188711610207,True,False,True,2.64kHz
NaivePageRank2_3,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,2710,,,,,,,True,,False,False,True,False,,,46.9255,,0.18893,,24:13.00,0:03.33,,,456.693764989,"195290 OP, 72.06 GOPS","195097 OP, 71.99 GOPS","145613 OP, 53.73 GOPS",,"49677 OP, 18.33 GOPS","160043 OP, 59.06 GOPS",,36,40,57,155,40,40,200,200,36,0,9,243,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,93.35793357933579,8.672536357716519,True,False,True,0.81kHz
NaivePageRank2_4,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,23940,,,,,,,True,,False,False,True,False,,,16.1256,,0.0427736,,2:39.90,0:04.35,,,69.483227754,"209446 OP, 8.75 GOPS","209190 OP, 8.74 GOPS","169716 OP, 7.09 GOPS",,"39730 OP, 1.66 GOPS","192246 OP, 8.03 GOPS",,6,18,12,10,40,40,200,200,6,0,3,37,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,94.23558897243107,7.457248563585835,True,False,True,5.5kHz
NaivePageRankCSR_0,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,8164,,,,,,,True,,False,False,True,False,,,23.7374,,0.0627144,,2:04.39,0:01.32,,,47.941973466,"114760 OP, 14.06 GOPS","106303 OP, 13.02 GOPS","98751 OP, 12.10 GOPS",,"16009 OP, 1.96 GOPS","106303 OP, 13.02 GOPS",,6,15,7,8,40,40,200,200,6,0,3,27,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,89.36795688388045,16.894056457995706,True,False,True,6.18kHz
NaivePageRankCSR_1,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,8089,,,,,,,True,,False,False,True,False,,,25.9434,,0.0632958,,2:11.19,0:01.37,,,55.689177967,"126552 OP, 15.64 GOPS","108360 OP, 13.40 GOPS","100808 OP, 12.46 GOPS",,"25744 OP, 3.18 GOPS","108360 OP, 13.40 GOPS",,6,13,5,14,40,40,200,200,6,0,3,29,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,90.19656323402151,12.212392942468526,True,False,True,5.9kHz
NaivePageRankCSR_2,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,4277,,,,,,,True,,False,False,True,False,,,38.5766,,0.11971,,3:35.02,0:01.47,,,57.234474211,"130648 OP, 30.55 GOPS","130520 OP, 30.52 GOPS","101832 OP, 23.81 GOPS",,"28816 OP, 6.74 GOPS","108360 OP, 25.34 GOPS",,10,23,7,21,40,40,200,200,10,0,3,48,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,85.6675239653963,16.134336538940655,True,False,True,2.91kHz
NaivePageRankCSR_3,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,,,,,,,"[[31merror[0m] Not enough resource of type MCParam229111279. Required 42. Possesed 40
",,,False,False,False,False,,,,,,,,,,,258.028290531,,,,,,,"[[31merror[0m] Not enough resource of type MCParam229111279. Required 42. Possesed 40
",,,,,,,,,42,0,9,135,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,,,False,False,False,
NaivePageRankCSR_4,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,16031,,,,,,,True,,False,False,True,False,,,24.1213,,0.0638762,,2:04.80,0:02.59,,,50.838507447,"229520 OP, 14.32 GOPS","229264 OP, 14.30 GOPS","197502 OP, 12.32 GOPS",,"32018 OP, 2.00 GOPS","212606 OP, 13.26 GOPS",,6,13,7,10,40,40,200,200,6,0,3,27,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,91.02364169421746,17.206726070801924,True,False,True,6.19kHz
NaivePageRank_0,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,8142,,,,,,,True,,False,False,True,False,,,18.6765,,0.0628838,,2:32.84,0:01.65,,,57.326181371,"88175 OP, 10.83 GOPS","88047 OP, 10.81 GOPS","71910 OP, 8.83 GOPS",,"16265 OP, 2.00 GOPS","79590 OP, 9.78 GOPS",,6,14,12,11,40,40,200,200,6,0,3,34,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,89.60943257184967,10.005820597438937,True,False,True,4.93kHz
NaivePageRank_1,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,8066,,,,,,,True,,False,False,True,False,,,18.7493,,0.0634763,,2:47.33,0:01.66,,,58.499844476,"95137 OP, 11.79 GOPS","79009 OP, 9.80 GOPS","71329 OP, 8.84 GOPS",,"23808 OP, 2.95 GOPS","79009 OP, 9.80 GOPS",,6,14,10,15,40,40,200,200,6,0,3,36,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,90.45375650880239,8.013733636276232,True,False,True,4.86kHz
NaivePageRank_2,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,4284,,,,,,,True,,False,False,True,False,,,30.6106,,0.119514,,3:46.52,0:01.38,,,76.284632074,"99617 OP, 23.25 GOPS","79393 OP, 18.53 GOPS","72737 OP, 16.98 GOPS",,"26880 OP, 6.27 GOPS","79393 OP, 18.53 GOPS",,9,22,14,21,40,40,200,200,9,0,3,54,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,85.52754435107376,11.03481193472414,True,False,True,3.1kHz
NaivePageRank_3,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,1909,,,,,,,True,,False,False,True,False,,,42.6108,,0.268203,,36:52.41,0:02.12,,,367.457461232,"169192 OP, 88.63 GOPS","168994 OP, 88.52 GOPS","123578 OP, 64.73 GOPS",,"45614 OP, 23.89 GOPS","133658 OP, 70.01 GOPS",,36,40,57,128,40,40,200,200,36,0,9,216,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,86.27553693033002,11.244908649683026,True,False,True,0.9kHz
NaivePageRank_4,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,15995,,,,,,,True,,False,False,True,False,,,18.6898,,0.06402,,2:25.61,0:03.18,,,57.632370409,"176350 OP, 11.03 GOPS","176094 OP, 11.01 GOPS","143820 OP, 8.99 GOPS",,"32530 OP, 2.03 GOPS","159180 OP, 9.95 GOPS",,6,12,12,13,40,40,200,200,6,0,3,34,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,91.22850890903408,10.186335403726709,True,False,True,5.03kHz
OuterDRAMLock_0,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,,,,,"src/Top.h:53:3: error: ‘SparseDRAMRMW’ does not name a type; did you mean ‘SparseRMW’?
",,,,,False,False,False,False,,,,,,,0:10.34,,,,16.993076182,,,,,,,,0,0,6,0,40,40,200,200,,0,,6,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,,,False,False,False,
OuterDRAMLock_1,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,,,,,"src/Top.h:63:3: error: ‘SparseDRAMRMW’ does not name a type; did you mean ‘SparseRMW’?
",,,,,False,False,False,False,,,,,,,0:11.31,,,,15.994748412,,,,,,,,0,2,8,0,40,40,200,200,,0,,10,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,,,False,False,False,
OuterLock_0,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,,,"tungsten: /home/yaqiz/pldi20/spatial/pir/tungsten/sparsity/templates/SparsePMU.h:61: void SparsePMUT, N, B::_add_tx(const Token*, const Token*, int) [with T = int; long unsigned int N = 4096; long unsigned int B = 16]: Assertion `t[i].addr  65536' failed.
",,,,,,,False,False,False,False,,,,,,,1:15.31,0:00.38,,,18.783286592,,,,,,,,1,4,4,1,40,40,200,200,1,0,2,7,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,,,False,False,False,
OuterLock_1,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,,,,,"/home/yaqiz/pldi20/spatial/pir/tungsten/sparsity/outer/SparseRMW.h:27:27: error: static assertion failed
",,,,,False,False,False,False,,,,,,,0:13.35,,,,21.050468525,,,,,,,,1,6,8,0,40,40,200,200,1,0,,14,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,,,False,False,False,
OuterProduct_0,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,4562,,,,,,,True,,False,False,True,False,,,0.897852,,57.4625,,1:14.25,0:01.36,,,24.63574741,"865644 OP, 189.75 GOPS","468332 OP, 102.66 GOPS","734572 OP, 161.02 GOPS",,"131072 OP, 28.73 GOPS","468332 OP, 102.66 GOPS",,3,4,3,3,40,40,200,200,3,0,3,7,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,89.7851819377466,51.51249451994739,True,False,True,3.35kHz
OuterProduct_1,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,65808,,,,,,,True,,False,False,True,False,,,0.0622417,,3.98347,,1:18.94,0:03.97,,,24.571549866,"1820780 OP, 27.67 GOPS","403564 OP, 6.13 GOPS","669804 OP, 10.18 GOPS",,"1150976 OP, 17.49 GOPS","403564 OP, 6.13 GOPS",,3,6,3,1,40,40,200,200,3,0,3,7,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,99.58667639192804,19.17737964989059,True,False,True,16.58kHz
OuterProduct_10,pirTest,Tst,1000000000.0,7c12204,60a4c49,2019-11-11 05:27:07 +0000,True,,,,,,,,,,,,,,,2876,,,,,,,True,,False,False,True,False,,,0.77886,,91.1488,,2:12.12,0:01.70,,,48.187695164,"1500002 OP, 521.56 GOPS","1309154 OP, 455.20 GOPS","1060466 OP, 368.73 GOPS",,"439536 OP, 152.83 GOPS","678770 OP, 236.01 GOPS",,9,12,9,17,40,40,200,200,9,0,9,29,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",,,,,,,71.21001390820584,39.44080181910501,True,False,True,1.69kHz
