proute-opts,maxActive,project,spatial_sha,rtanal,vdot,routing-cost,runp2p_rbw,merge-algo,runp2p_time,runp2p_deadlock,split-forward,runhybrid_cycle,module,runhybrid_pass,runp2p_pass,algo,open,codegen,time-out,constprop,run-proute,runhybrid_wbw,prtime,save,DAG,share-adctx,pmu-sram-size,VPCU-alloc,merge-forward,nn,OPS-FU,simfreq,mem-tech,notFit,simulate,retime-exout,time,VPMU-split,runhybrid_time,rtelm,mdone,VMC-alloc,VBB,ag-dce,psim-q,retime-glob,VMC-split,VAFG-split,debug,runp2p_cycle,OPS-Flt,reserve-pcu,PMU_Total,rundot,verbose,MC,PCU_Total,reserve-pmu,VBB-alloc,runhybrid_dram_power,mapping,avgActive,debug-print,tokenout,igraph,VDAG-alloc,vlink,runhybrid_rbw,rtelm-unsafe,stat,OPS-All,VPCU,retime-local,reserve-dag,split-algo,pattern,split-thread,VPMU-alloc,tungsten,runhybrid_success,run-psim,pir_sha,dot,pracc,net,retime-buffer-only,memelm,backend,runhybrid_deadlock,pmu-stage,proute-algo,freq,VPMU,split,trace,link-prop,dupra,OPS-Fix,pcu-stage,name,VBB-split,arch,fifo-depth,bcread,OPS-Other,VDAG-split,word,routing-algo,VMC,runp2p_dram_power,MC_Total,gentst_err,load,flit-width,gentst_time,PCU,clock,topo,vfifo,runp2p_err,runhybrid_complete,row,argout,succeeded,col,fast,OPS-Prog FU,proute-q,VAFG-alloc,dag-stage,genpir_err,runp2p_complete,run-tst,pirArgs,slink,PMU,runp2p_wbw,genpir,runproute_time,vec,dedicated-dag,scheduled,vcLimit,start-id,proute-seed,mergeTime_ms,waveform,maketst_err,DAG_Total,VDAG,VAFG,app,vc,dag,lrange,runhybrid_err,psim,merge,runp2p_success,VPCU-split,maketst_time,runproute_err,sr,argin
-i100 -p100 -t1 -d100,94.22771698270822,pirTest,55a8709f,True,True,H-hop,15.2288,bfs,0:10.76,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,15,False,65536,23,False,False,,2.23kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,3,,True,True,6,,True,1,False,6,1,True,23942,,0,200,True,False,6,200,0,,,True,7.2023730551447045,True,5,False,0,2,,False,True,,34,False,0,dfs,checkerboard,1,3,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,3,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,6,,40,,False,512,100.464592559,14,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,8,0.04277,True,,16,False,False,4,0,0,,True,,40,0,1,NaivePageRank2_4,4,True,True,,False,False,True,34,3:06.26,,True,6
-i100 -p100 -t1 -d100,96.38044914134743,pirTest,55a8709f,True,True,H-hop,26.4454,bfs,0:03.59,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,14,False,65536,19,False,False,,2.11kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,10,,True,True,6,,True,1,False,6,1,True,7570,,0,200,True,False,6,200,0,,,True,16.721452489938866,True,5,False,0,2,,False,True,,26,False,0,dfs,checkerboard,1,10,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,10,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,6,,40,,False,512,60.137194282,10,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,12,0.0676354,True,,16,False,False,4,0,0,,True,,40,0,1,NaivePageRankCSR_0,4,True,True,,False,False,True,26,1:25.91,,True,6
-i100 -p100 -t1 -d100,97.20223820943245,pirTest,55a8709f,True,True,H-hop,27.7964,bfs,0:01.58,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,13,False,65536,19,False,False,,4.75kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,5,,True,True,6,,True,1,False,6,1,True,7506,,0,200,True,False,6,200,0,,,True,13.123764554248075,True,5,False,0,2,,False,True,,28,False,0,dfs,checkerboard,1,5,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,5,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,6,,40,,False,512,60.21447361,14,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,6,0.0682121,True,,16,False,False,4,0,0,,True,,40,0,1,NaivePageRankCSR_1,4,True,True,,False,False,True,28,1:11.32,,True,6
-i100 -p100 -t1 -d100,94.50606138767088,pirTest,55a8709f,True,True,H-hop,41.5497,bfs,0:01.50,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,23,False,65536,32,False,False,,2.58kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,7,,True,True,10,,True,1,False,10,1,True,3877,,0,200,True,False,10,200,0,,,True,18.044020290602703,True,5,False,0,2,,False,True,,46,False,0,dfs,checkerboard,1,7,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,7,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,10,,40,,False,512,128.955947693,21,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,9,0.132061,True,,16,False,False,4,0,0,,True,,40,0,1,NaivePageRankCSR_2,4,True,True,,False,False,True,46,1:47.64,,True,6
-i100 -p100 -t1 -d100,94.89342806394316,pirTest,55a8709f,True,True,H-hop,47.46,bfs,0:11.35,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,40,False,65536,96,False,False,,0.2kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,21,,True,True,30,,True,1,False,30,1,True,2252,,0,200,True,False,30,200,0,,,True,16.25222024866785,True,5,False,0,2,,False,True,,138,False,0,dfs,checkerboard,1,21,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,21,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,30,,40,,False,512,589.948504432,86,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,33,0.227353,True,,16,False,False,4,0,0,,True,,40,0,1,NaivePageRankCSR_3,4,True,True,,False,False,True,138,7:50.86,,True,6
-i100 -p100 -t1 -d100,98.18989300854585,pirTest,55a8709f,True,True,H-hop,27.0324,bfs,0:04.49,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,13,False,65536,19,False,False,,3.31kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,10,,True,True,6,,True,1,False,6,1,True,14861,,0,200,True,False,6,200,0,,,True,17.035067595376066,True,5,False,0,2,,False,True,,26,False,0,dfs,checkerboard,1,10,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,10,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,6,,40,,False,512,105.155994988,12,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,11,0.0689052,True,,16,False,False,4,0,0,,True,,40,0,1,NaivePageRankCSR_4,4,True,True,,False,False,True,26,1:20.93,,True,6
-i100 -p100 -t1 -d100,96.69980119284294,pirTest,55a8709f,True,True,H-hop,19.9846,bfs,0:02.78,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,9,False,65536,20,False,False,,2.71kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,7,,True,True,6,,True,1,False,6,1,True,7545,,0,200,True,False,6,200,0,,,True,10.486801413739782,True,5,False,0,2,,False,True,,31,False,0,dfs,checkerboard,1,7,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,7,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,6,,40,,False,512,51.005549686,18,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,11,0.0678595,True,,16,False,False,4,0,0,,True,,40,0,1,NaivePageRank_0,4,True,True,,False,False,True,31,1:21.20,,True,6
-i100 -p100 -t1 -d100,97.0599973393641,pirTest,55a8709f,True,True,H-hop,20.1697,bfs,0:01.38,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,11,False,65536,20,False,False,,5.45kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,5,,True,True,6,,True,1,False,6,1,True,7517,,0,200,True,False,6,200,0,,,True,8.811416345173162,True,5,False,0,2,,False,True,,33,False,0,dfs,checkerboard,1,5,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,5,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,6,,40,,False,512,107.334009588,18,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,9,0.0681123,True,,16,False,False,4,0,0,,True,,40,0,1,NaivePageRank_1,4,True,True,,False,False,True,33,2:39.57,,True,6
-i100 -p100 -t1 -d100,93.78039416432046,pirTest,55a8709f,True,True,H-hop,32.4996,bfs,0:03.05,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,19,False,65536,30,False,False,,1.28kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,7,,True,True,9,,True,1,False,9,1,True,3907,,0,200,True,False,9,200,0,,,True,12.81257490625292,True,5,False,0,2,,False,True,,50,False,0,dfs,checkerboard,1,7,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,7,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,9,,40,,False,512,78.214838596,24,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,14,0.131047,True,,16,False,False,4,0,0,,True,,40,0,1,NaivePageRank_2,4,True,True,,False,False,True,50,2:08.05,,True,6
-i100 -p100 -t1 -d100,91.18683901292597,pirTest,55a8709f,True,True,H-hop,40.3478,bfs,0:02.98,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,40,False,65536,120,False,False,,0.57kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,27,,True,True,36,,True,1,False,36,1,True,1702,,0,200,True,False,36,200,0,,,True,12.837064753540727,True,5,False,0,2,,False,True,,199,False,0,dfs,checkerboard,1,27,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,27,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,36,,40,,False,512,721.701227836,127,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,59,0.300823,True,,16,False,False,4,0,0,,True,,40,0,1,NaivePageRank_3,4,True,True,,False,False,True,199,8:25.38,,True,6
-i100 -p100 -t1 -d100,98.3222154841318,pirTest,55a8709f,True,True,H-hop,20.2164,bfs,0:04.30,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,9,False,65536,20,False,False,,3.45kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,7,,True,True,6,,True,1,False,6,1,True,14841,,0,200,True,False,6,200,0,,,True,10.662466590301642,True,5,False,0,2,,False,True,,31,False,0,dfs,checkerboard,1,7,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,7,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,6,,40,,False,512,135.441340334,17,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,12,0.068998,True,,16,False,False,4,0,0,,True,,40,0,1,NaivePageRank_4,4,True,True,,False,False,True,31,1:39.16,,True,6
-i100 -p100 -t1 -d100,89.88369541364933,pirTest,55a8709f,True,True,H-hop,0.898837,bfs,0:00.81,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,4,False,65536,6,False,False,,5.63kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,3,,True,True,3,,True,1,False,3,1,True,4557,,0,200,True,False,3,200,0,,,True,52.09061292010601,True,5,False,0,2,,False,True,,7,False,0,dfs,checkerboard,1,3,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,3,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,3,,40,,False,512,29.675153636,3,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,3,57.5256,True,,16,False,False,4,0,0,,True,,40,0,1,OuterProduct_0,4,True,True,,False,False,True,7,0:26.51,,True,6
-i100 -p100 -t1 -d100,99.59878419452887,pirTest,55a8709f,True,True,H-hop,0.0622492,bfs,0:04.05,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,6,False,65536,6,False,False,,16.25kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,3,,True,True,3,,True,1,False,3,1,True,65800,,0,200,True,False,3,200,0,,,True,19.42287234042553,True,5,False,0,2,,False,True,,7,False,0,dfs,checkerboard,1,3,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,3,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,3,,40,,False,512,28.518323928,1,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,3,3.98395,True,,16,False,False,4,0,0,,True,,40,0,1,OuterProduct_1,4,True,True,,False,False,True,7,0:21.34,,True,6
-i100 -p100 -t1 -d100,72.85663464959089,pirTest,55a8709f,True,True,H-hop,0.774102,bfs,0:03.88,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,12,False,65536,22,False,False,,0.72kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,9,,True,True,9,,True,1,False,9,1,True,2811,,0,200,True,False,9,200,0,,,True,40.61790219741127,True,5,False,0,2,,False,True,,29,False,0,dfs,checkerboard,1,9,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,9,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,9,,40,,False,512,123.55329743,17,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,9,93.2565,True,,16,False,False,4,0,0,,True,,40,0,1,OuterProduct_10,4,True,True,,False,False,True,29,2:20.67,,True,6
-i100 -p100 -t1 -d100,27.82608695652174,pirTest,55a8709f,True,True,H-hop,0.742029,bfs,0:01.70,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,30,False,65536,57,False,False,,1.62kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,21,,True,True,21,,True,1,False,21,1,True,2760,,0,200,True,False,21,200,0,,,True,17.553270661966312,True,5,False,0,2,,False,True,,77,False,0,dfs,checkerboard,1,21,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,21,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,21,,40,,False,512,311.464854399,47,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,21,94.9797,True,,16,False,False,4,0,0,,True,,40,0,1,OuterProduct_11,4,True,True,,False,False,True,77,1:03.46,,True,6
-i100 -p100 -t1 -d100,99.20077500605474,pirTest,55a8709f,True,True,H-hop,0.0871882,bfs,0:03.85,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,11,False,65536,11,False,False,,8.58kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,5,,True,True,5,,True,1,False,5,1,True,33032,,0,200,True,False,5,200,0,,,True,22.34566333311674,True,5,False,0,2,,False,True,,13,False,0,dfs,checkerboard,1,5,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,5,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,5,,40,,False,512,58.730311087,2,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,5,7.93606,True,,16,False,False,4,0,0,,True,,40,0,1,OuterProduct_2,4,True,True,,False,False,True,13,0:57.70,,True,6
-i100 -p100 -t1 -d100,99.19777192504465,pirTest,55a8709f,True,True,H-hop,0.0658735,bfs,0:03.82,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,12,False,65536,12,False,False,,8.65kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,6,,True,True,6,,True,1,False,6,1,True,33033,,0,200,True,False,6,200,0,,,True,20.185743110644292,True,5,False,0,2,,False,True,,14,False,0,dfs,checkerboard,1,6,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,6,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,6,,40,,False,512,45.240315048,2,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,6,7.93582,True,,16,False,False,4,0,0,,True,,40,0,1,OuterProduct_3,4,True,True,,False,False,True,14,0:24.77,,True,6
-i100 -p100 -t1 -d100,98.40831281158027,pirTest,55a8709f,True,True,H-hop,0.12301,bfs,0:04.56,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,22,False,65536,22,False,False,,3.65kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,10,,True,True,10,,True,1,False,10,1,True,16649,,0,200,True,False,10,200,0,,,True,22.721334614691575,True,5,False,0,2,,False,True,,26,False,0,dfs,checkerboard,1,10,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,10,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,10,,40,,False,512,75.257253071,4,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,10,15.7453,True,,16,False,False,4,0,0,,True,,40,0,1,OuterProduct_4,4,True,True,,False,False,True,26,1:21.54,,True,6
-i100 -p100 -t1 -d100,43.20675105485232,pirTest,55a8709f,True,True,H-hop,0.864135,bfs,0:01.03,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,14,False,65536,22,False,False,,2.3kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,10,,True,True,10,,True,1,False,10,1,True,2370,,0,200,True,False,10,200,0,,,True,27.91541089009443,True,5,False,0,2,,False,True,,26,False,0,dfs,checkerboard,1,10,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,10,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,10,,40,,False,512,75.399885833,12,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,10,110.609,True,,16,False,False,4,0,0,,True,,40,0,1,OuterProduct_5,4,True,True,,False,False,True,26,1:42.44,,True,6
-i100 -p100 -t1 -d100,89.7851819377466,pirTest,55a8709f,True,True,H-hop,1.0662,bfs,0:01.21,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,4,False,65536,6,False,False,,3.77kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,3,,True,True,3,,True,1,False,3,1,True,4562,,0,200,True,False,3,200,0,,,True,52.03352106026372,True,5,False,0,2,,False,True,,8,False,0,dfs,checkerboard,1,3,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,3,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,3,,40,,False,512,36.191320521,4,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,3,57.4625,True,,16,False,False,4,0,0,,True,,40,0,1,OuterProduct_6,4,True,True,,False,False,True,8,0:44.70,,True,6
-i100 -p100 -t1 -d100,68.03986710963456,pirTest,55a8709f,True,True,H-hop,0.935548,bfs,0:00.75,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,7,False,65536,11,False,False,,4.01kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,5,,True,True,5,,True,1,False,5,1,True,3010,,0,200,True,False,5,200,0,,,True,42.93749517113498,True,5,False,0,2,,False,True,,15,False,0,dfs,checkerboard,1,5,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,5,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,5,,40,,False,512,35.00504908,8,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,5,87.091,True,,16,False,False,4,0,0,,True,,40,0,1,OuterProduct_7,4,True,True,,False,False,True,15,0:30.81,,True,6
-i100 -p100 -t1 -d100,69.37669376693766,pirTest,55a8709f,True,True,H-hop,0.95393,bfs,0:03.18,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,7,False,65536,11,False,False,,0.93kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,5,,True,True,5,,True,1,False,5,1,True,2952,,0,200,True,False,5,200,0,,,True,43.78111804373857,True,5,False,0,2,,False,True,,15,False,0,dfs,checkerboard,1,5,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,5,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,5,,40,,False,512,80.942141209,8,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,5,88.8022,True,,16,False,False,4,0,0,,True,,40,0,1,OuterProduct_8,4,True,True,,False,False,True,15,1:26.24,,True,6
-i100 -p100 -t1 -d100,52.05015249068113,pirTest,55a8709f,True,True,H-hop,0.80244,bfs,0:00.81,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,10,False,65536,17,False,False,,3.64kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,7,,True,True,7,,True,1,False,7,1,True,2951,,0,200,True,False,7,200,0,,,True,33.461288476815305,True,5,False,0,2,,False,True,,21,False,0,dfs,checkerboard,1,7,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,7,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,7,,40,,False,512,44.475814544,11,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,7,88.8323,True,,16,False,False,4,0,0,,True,,40,0,1,OuterProduct_9,4,True,True,,False,False,True,21,0:46.63,,True,6
-i100 -p100 -t1 -d100,61.83574879227053,pirTest,55a8709f,True,True,H-hop,0.0,bfs,0:01.02,False,False,,False,,True,route_min_directed_valient,False,True,100,True,False,,,True,0,False,65536,1,False,False,,0.2kHz,DDR4,,False,False,2020-04-06 12:21:39 -0700,1,,True,True,,,True,1,False,,1,True,207,,0,200,True,False,0,200,0,,,True,31.055900621118017,True,5,False,0,2,,False,True,,1,False,0,dfs,checkerboard,1,1,True,False,False,751fb546,True,True,hybrid,False,False,Tst,False,6,route_min_directed_valient,1000000000.0,1,True,False,db,False,,6,AccelMain,,MyDesign,16,True,,0,32,dor,,,40,,False,512,25.651109206,1,1000000000,mesh,4,,False,20,4,True,20,True,,4,1,6,,True,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",4,1,0.0,True,,16,False,False,4,0,0,,True,,40,0,1,OuterWrite,4,True,True,,False,False,True,1,0:33.10,,True,6
