spatial_sha,pir_sha,time,app,project,backend,freq,genpir,genpir_err,gentst_err,gentst_time,notFit,row,col,pirArgs,MC,DAG,PMU,PCU,MC_Total,DAG_Total,PMU_Total,PCU_Total,algo,pattern,slink,vlink,prtime,vcLimit,runproute_err,runproute_time,DynHopsVec,DynHopsScal,StatHopsVec,StatHopsScal,Score,NetVC,TotPkts,LinkLim,InjectLim,EjectLim,LongRoute,Q0Pct,Q0Lim,maketst_err,maketst_time,runp2p_cycle,runp2p_err,runp2p_pass,runp2p_deadlock,runp2p_complete,runp2p_dram_power,runp2p_rbw,runp2p_wbw,runp2p_time,runhybrid_cycle,runhybrid_err,runhybrid_pass,runhybrid_deadlock,runhybrid_complete,runhybrid_dram_power,runhybrid_rbw,runhybrid_wbw,runhybrid_time,OPS-All,OPS-FU,OPS-Fix,OPS-Flt,OPS-Other,OPS-Prog FU,runp2p_success,runhybrid_success,succeeded,simfreq
cf1bb43,abd177a,2019-10-11 15:35:42,DRAMDoubleBuffer2_3,pirTest,Tst,1000000000.0,True,,,13.740898627,,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",6,23,0,0,40,40,200,200,,,,,,,,,,,,,,,,,,,,,,,0:39.68,470,,True,False,True,,2.17872,2.17872,0:00.47,,,,False,False,,,,,"1080 OP, 2.30 GOPS","984 OP, 2.09 GOPS","1080 OP, 2.30 GOPS",,,"984 OP, 2.09 GOPS",True,False,True,1.0kHz
cf1bb43,abd177a,2019-10-11 15:35:42,DRAMDoubleBuffer2_4,pirTest,Tst,1000000000.0,True,,,15.518716231,,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",6,15,0,8,40,40,200,200,,,,,,,,,,,,,,,,,,,,,,,0:35.52,350,,True,False,True,,2.92571,2.92571,0:00.35,,,,False,False,,,,,"1080 OP, 3.09 GOPS","984 OP, 2.81 GOPS","1080 OP, 3.09 GOPS",,,"984 OP, 2.81 GOPS",True,False,True,1.0kHz
cf1bb43,abd177a,2019-10-11 15:35:42,DRAMDoubleBuffer_0,pirTest,Tst,1000000000.0,True,,,14.969739909,,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",4,13,0,0,40,40,200,200,,,,,,,,,,,,,,,,,,,,,,,0:33.91,438,,True,False,True,,2.3379,2.3379,0:00.37,,,,False,False,,,,,"912 OP, 2.08 GOPS","912 OP, 2.08 GOPS","640 OP, 1.46 GOPS",,"272 OP, 0.62 GOPS","912 OP, 2.08 GOPS",True,False,True,1.18kHz
cf1bb43,abd177a,2019-10-11 15:35:42,DRAMDoubleBuffer_1,pirTest,Tst,1000000000.0,True,,,11.296505593,,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",4,7,0,4,40,40,200,200,,,,,,,,,,,,,,,,,,,,,,,0:32.04,253,,True,False,True,,4.04743,4.04743,0:00.37,,,,False,False,,,,,"912 OP, 3.60 GOPS","912 OP, 3.60 GOPS","640 OP, 2.53 GOPS",,"272 OP, 1.08 GOPS","912 OP, 3.60 GOPS",True,False,True,0.68kHz
cf1bb43,abd177a,2019-10-11 15:35:42,DRAMDoubleBuffer_2,pirTest,Tst,1000000000.0,True,,,20.424065579,,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",8,14,0,8,40,40,200,200,,,,,,,,,,,,,,,,,,,,,,,0:46.38,236,,True,False,True,,4.33898,4.33898,0:00.56,,,,False,False,,,,,"912 OP, 3.86 GOPS","912 OP, 3.86 GOPS","640 OP, 2.71 GOPS",,"272 OP, 1.15 GOPS","912 OP, 3.86 GOPS",True,False,True,0.42kHz
cf1bb43,abd177a,2019-10-11 15:35:42,DRAMDoubleBuffer_3,pirTest,Tst,1000000000.0,True,,,24.704231897,,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",12,21,0,16,40,40,200,200,,,,,,,,,,,,,,,,,,,,,,,0:57.39,236,,True,False,True,,4.33898,4.33898,0:00.49,,,,False,False,,,,,"1368 OP, 5.80 GOPS","1368 OP, 5.80 GOPS","960 OP, 4.07 GOPS",,"408 OP, 1.73 GOPS","1368 OP, 5.80 GOPS",True,False,True,0.48kHz
cf1bb43,abd177a,2019-10-11 15:35:42,DRAMMergeSort_0,pirTest,Tst,1000000000.0,True,,,15.487438108,,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",3,3,2,12,40,40,200,200,,,,,,,,,,,,,,,,,,,,,,,0:46.55,1009,,,False,True,,28.4163,28.4163,0:00.54,,,,False,False,,,,,"2037 OP, 2.02 GOPS","1847 OP, 1.83 GOPS","2030 OP, 2.01 GOPS",,"7 OP, 0.01 GOPS","1847 OP, 1.83 GOPS",True,False,True,1.87kHz
cf1bb43,abd177a,2019-10-11 15:35:42,DRAMMergeSort_1,pirTest,Tst,1000000000.0,True,,,15.757159736,,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",3,3,2,12,40,40,200,200,,,,,,,,,,,,,,,,,,,,,,,0:46.05,1009,,,False,True,,28.4163,28.4163,0:00.48,,,,False,False,,,,,"2037 OP, 2.02 GOPS","1847 OP, 1.83 GOPS","2030 OP, 2.01 GOPS",,"7 OP, 0.01 GOPS","1847 OP, 1.83 GOPS",True,False,True,2.1kHz
cf1bb43,abd177a,2019-10-11 15:35:42,DRAMMergeSort_2,pirTest,Tst,1000000000.0,True,,,22.396928557,,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",6,6,5,23,40,40,200,200,,,,,,,,,,,,,,,,,,,,,,,1:07.23,868,,,False,True,,33.0323,33.0323,0:00.56,,,,False,False,,,,,"2065 OP, 2.38 GOPS","1873 OP, 2.16 GOPS","2058 OP, 2.37 GOPS",,"7 OP, 0.01 GOPS","1873 OP, 2.16 GOPS",True,False,True,1.55kHz
cf1bb43,abd177a,2019-10-11 15:35:42,DRAMMergeSort_3,pirTest,Tst,1000000000.0,True,,,29.38663477,,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",9,8,8,34,40,40,200,200,,,,,,,,,,,,,,,,,,,,,,,1:49.55,924,,,False,True,,31.0303,31.0303,0:00.60,,,,False,False,,,,,"2114 OP, 2.29 GOPS","1918 OP, 2.08 GOPS","2107 OP, 2.28 GOPS",,"7 OP, 0.01 GOPS","1918 OP, 2.08 GOPS",True,False,True,1.54kHz
cf1bb43,abd177a,2019-10-11 15:35:42,DRAMMergeSort_4,pirTest,Tst,1000000000.0,True,,,37.895183572,,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",12,12,11,45,40,40,200,200,,,,,,,,,,,,,,,,,,,,,,,2:38.14,866,,,False,True,,33.1085,33.1085,0:00.62,,,,False,False,,,,,"2163 OP, 2.50 GOPS","1963 OP, 2.27 GOPS","2156 OP, 2.49 GOPS",,"7 OP, 0.01 GOPS","1963 OP, 2.27 GOPS",True,False,True,1.4kHz
cf1bb43,abd177a,2019-10-11 15:35:42,DotProduct_0,pirTest,Tst,1000000000.0,True,,,10.044876045,,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",2,3,2,1,40,40,200,200,,,,,,,,,,,,,,,,,,,,,,,0:25.62,278,,True,False,True,,29.4676,0.0,0:00.34,,,,False,False,,,,,"6432 OP, 23.14 GOPS","4384 OP, 15.77 GOPS","4352 OP, 15.65 GOPS",,"2080 OP, 7.48 GOPS","4384 OP, 15.77 GOPS",True,False,True,0.82kHz
cf1bb43,abd177a,2019-10-11 15:35:42,DotProduct_1,pirTest,Tst,1000000000.0,True,,,9.40780682,,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",2,4,2,0,40,40,200,200,,,,,,,,,,,,,,,,,,,,,,,0:27.93,1113,,True,False,True,,7.36029,0.0,0:00.40,,,,False,False,,,,,"2336 OP, 2.10 GOPS","288 OP, 0.26 GOPS","256 OP, 0.23 GOPS",,"2080 OP, 1.87 GOPS","288 OP, 0.26 GOPS",True,False,True,2.78kHz
cf1bb43,abd177a,2019-10-11 15:35:42,DotProduct_2,pirTest,Tst,1000000000.0,True,,,22.053409305,,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",4,7,4,0,40,40,200,200,,,,,,,,,,,,,,,,,,,,,,,0:33.34,601,,True,False,True,,13.6306,0.0,0:00.42,,,,False,False,,,,,"2304 OP, 3.83 GOPS","256 OP, 0.43 GOPS","240 OP, 0.40 GOPS",,"2064 OP, 3.43 GOPS","256 OP, 0.43 GOPS",True,False,True,1.43kHz
cf1bb43,abd177a,2019-10-11 15:35:42,DotProduct_3,pirTest,Tst,1000000000.0,True,,,17.478245567,,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",4,5,4,2,40,40,200,200,,,,,,,,,,,,,,,,,,,,,,,0:29.96,167,,True,False,True,,49.0539,0.0,0:00.44,,,,False,False,,,,,"6400 OP, 38.32 GOPS","4352 OP, 26.06 GOPS","4336 OP, 25.96 GOPS",,"2064 OP, 12.36 GOPS","4352 OP, 26.06 GOPS",True,False,True,0.38kHz
cf1bb43,abd177a,2019-10-11 15:35:42,DotProduct_4,pirTest,Tst,1000000000.0,True,,,31.39563927,,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",16,18,16,9,40,40,200,200,,,,,,,,,,,,,,,,,,,,,,,1:07.61,144,,True,False,True,,56.8889,0.0,0:00.37,,,,False,False,,,,,"6376 OP, 44.28 GOPS","4328 OP, 30.06 GOPS","4324 OP, 30.03 GOPS",,"2052 OP, 14.25 GOPS","4328 OP, 30.06 GOPS",True,False,True,0.39kHz
cf1bb43,abd177a,2019-10-11 15:35:42,DotProduct_5,pirTest,Tst,1000000000.0,True,,,19.127950538,,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",6,7,6,7,40,40,200,200,,,,,,,,,,,,,,,,,,,,,,,0:38.31,161,,True,False,True,,50.882,0.0,0:00.45,,,,False,False,,,,,"8008 OP, 49.74 GOPS","4488 OP, 27.88 GOPS","4466 OP, 27.74 GOPS",,"3542 OP, 22.00 GOPS","4488 OP, 27.88 GOPS",True,False,True,0.36kHz
cf1bb43,abd177a,2019-10-11 15:35:42,DotProduct_6,pirTest,Tst,1000000000.0,True,,,13.073200461,,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",2,3,2,5,40,40,200,200,,,,,,,,,,,,,,,,,,,,,,,0:33.70,291,,True,False,True,,28.1512,0.0,0:00.43,,,,False,False,,,,,"15968 OP, 54.87 GOPS","4768 OP, 16.38 GOPS","4736 OP, 16.27 GOPS",,"11232 OP, 38.60 GOPS","4768 OP, 16.38 GOPS",True,False,True,0.68kHz
cf1bb43,abd177a,2019-10-11 15:35:42,DotProduct_7,pirTest,Tst,1000000000.0,True,,,24.948780331,,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",6,7,6,17,40,40,200,200,,,,,,,,,,,,,,,,,,,,,,,0:41.37,169,,True,False,True,,48.4734,0.0,0:00.33,,,,False,False,,,,,"17974 OP, 106.36 GOPS","4884 OP, 28.90 GOPS","4862 OP, 28.77 GOPS",,"13112 OP, 77.59 GOPS","4884 OP, 28.90 GOPS",True,False,True,0.51kHz
cf1bb43,abd177a,2019-10-11 15:35:42,GDA_0,pirTest,Tst,1000000000.0,True,,,27.119229355,,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",5,6,11,9,40,40,200,200,,,,,,,,,,,,,,,,,,,,,,,0:57.11,270139,,True,False,True,,0.492783,0.242601,0:27.44,,,,False,False,,,,,"73463686 OP, 271.95 GOPS","35057542 OP, 129.78 GOPS","64712582 OP, 239.55 GOPS",,"8751104 OP, 32.39 GOPS","35057542 OP, 129.78 GOPS",True,False,True,9.84kHz
cf1bb43,abd177a,2019-10-11 15:35:42,GDA_1,pirTest,Tst,1000000000.0,True,,,22.048845958,,20,20,"--dot=false, --tungsten-home=/home/yaqiz/pldi20/spatial/pir/tungsten, --psim-home=/home/yaqiz/pldi20/spatial/pir/plastisim, --debug=false, --proute-home=/home/yaqiz/pldi20/spatial/pir/plastiroute, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --save=false, --dot=false, --debug=false",5,6,11,9,40,40,200,200,,,,,,,,,,,,,,,,,,,,,,,0:43.83,5355,,True,False,True,,1.6254,0.764893,0:00.96,,,,False,False,,,,,"1188070 OP, 221.86 GOPS","569446 OP, 106.34 GOPS","1046630 OP, 195.45 GOPS",,"141440 OP, 26.41 GOPS","569446 OP, 106.34 GOPS",True,False,True,5.58kHz
