VPMU-split,succeeded,PMU_Total,dupra,reserve-pcu,waveform,fast,retime-local,start-id,proute-algo,rtelm-unsafe,VMC-alloc,gentst_err,simfreq,runproute_time,VAFG-split,genpir_err,mergeTime_ms,run-psim,tokenout,mem-tech,stat,pcu-stage,split,psim-q,retime-glob,runp2p_time,VBB,link-prop,pmu-sram-size,VPCU-alloc,rtelm,run-tst,simulate,dag,runhybrid_pass,vdot,PMU,runproute_err,dag-stage,vlink,pattern,igraph,runp2p_dram_power,VAFG,ag-dce,runhybrid_cycle,scheduled,split-algo,topo,runhybrid_err,runp2p_pass,runp2p_wbw,VBB-alloc,gentst_time,VPMU-alloc,project,run-proute,vec,row,rtanal,VPCU-split,VDAG-alloc,runp2p_err,VMC,vc,PCU,retime-exout,MC_Total,runp2p_rbw,net,avgActive,PCU_Total,notFit,lrange,runhybrid_complete,proute-seed,reserve-dag,runp2p_complete,merge,backend,pmu-stage,clock,OPS-Other,reserve-pmu,OPS-All,mapping,constprop,DAG_Total,pirArgs,VDAG,name,col,proute-opts,rundot,OPS-FU,retime-buffer-only,flit-width,time-out,VMC-split,word,bcread,DAG,runp2p_cycle,runp2p_success,maketst_time,dedicated-dag,split-forward,nn,runp2p_deadlock,mdone,load,VBB-split,prtime,genpir,runhybrid_dram_power,vfifo,split-thread,codegen,OPS-Flt,merge-forward,runhybrid_success,vcLimit,arch,module,routing-cost,fifo-depth,sr,VPMU,algo,verbose,dot,runhybrid_wbw,maxActive,memelm,freq,VDAG-split,share-adctx,spatial_sha,debug-print,save,time,merge-algo,tungsten,routing-algo,app,runhybrid_deadlock,proute-q,OPS-Prog FU,MC,argin,debug,runhybrid_time,psim,pir_sha,trace,maketst_err,VPCU,OPS-Fix,open,runhybrid_rbw,slink,pracc,argout,VAFG-alloc
,True,200,False,0,True,True,False,0,route_min_directed_valient,False,4,,0.85kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:00.55,,db,65536,14,True,False,False,True,,True,14,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,True,2.17872,,28.940399157,,pirTest,False,16,20,True,14,0,,4,4,0,False,40,2.17872,hybrid,7.898936170212766,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,4,32,True,0,470,True,0:30.11,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,,route_min_directed_valient,False,True,,27.23404255319149,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,DRAMDoubleBuffer2_2,False,4,,4,6,True,,False,4edc5840,False,,14,,False,,4,True,4,1
,True,200,False,0,True,True,False,0,route_min_directed_valient,False,6,,1.31kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:00.36,,db,65536,21,True,False,False,True,,True,3,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,True,2.17872,,30.758892486,,pirTest,False,16,20,True,21,0,,6,4,0,False,40,2.17872,hybrid,8.233117483811286,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,6,32,True,18,470,True,0:27.30,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,,route_min_directed_valient,False,True,,27.23404255319149,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,DRAMDoubleBuffer2_3,False,4,,6,6,True,,False,4edc5840,False,,21,,False,,4,True,4,1
,True,200,False,0,True,True,False,0,route_min_directed_valient,False,6,,0.88kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:00.40,,db,65536,21,True,False,False,True,,True,9,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,True,2.92571,,46.791792446,,pirTest,False,16,20,True,21,0,,6,4,0,False,40,2.92571,hybrid,2.111801242236025,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,6,32,True,12,350,True,0:51.60,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,,route_min_directed_valient,False,True,,2.2857142857142856,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,DRAMDoubleBuffer2_4,False,4,,6,6,True,,False,4edc5840,False,,21,,False,,4,True,4,1
,True,200,False,0,True,True,False,0,route_min_directed_valient,False,4,,1.24kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:00.37,,db,65536,13,True,False,False,True,,True,1,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,True,2.23094,,34.877588635,,pirTest,False,16,20,True,13,0,,4,4,0,False,40,2.23094,hybrid,15.831517792302106,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,4,32,True,12,459,True,0:27.85,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,,route_min_directed_valient,False,True,,55.773420479302835,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,DRAMDoubleBuffer_0,False,4,,4,6,True,,False,4edc5840,False,,13,,False,,4,True,4,1
,True,200,False,0,True,True,False,0,route_min_directed_valient,False,4,,0.27kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:00.94,,db,65536,11,True,False,False,True,,True,4,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,True,4.04743,,36.625479886,,pirTest,False,16,20,True,11,0,,4,4,0,False,40,4.04743,hybrid,3.4660991182730316,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,4,32,True,7,253,True,0:42.37,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,,route_min_directed_valient,False,True,,6.324110671936759,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,DRAMDoubleBuffer_1,False,4,,4,6,True,,False,4edc5840,False,,11,,False,,4,True,4,1
,True,200,False,0,True,True,False,0,route_min_directed_valient,False,8,,0.45kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:00.52,,db,65536,22,True,False,False,True,,True,8,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,True,4.33898,,40.559897102,,pirTest,False,16,20,True,22,0,,8,4,0,False,40,4.33898,hybrid,2.01271186440678,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,8,32,True,14,236,True,0:49.71,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,,route_min_directed_valient,False,True,,3.389830508474576,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,DRAMDoubleBuffer_2,False,4,,8,6,True,,False,4edc5840,False,,22,,False,,4,True,4,1
,True,200,False,0,True,True,False,0,route_min_directed_valient,False,12,,0.24kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:00.99,,db,65536,37,True,False,False,True,,True,28,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,True,4.33898,,94.158322981,,pirTest,False,16,20,True,37,0,,12,4,0,False,40,4.33898,hybrid,2.0208604954367666,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,12,32,True,9,236,True,2:48.05,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,,route_min_directed_valient,False,True,,3.389830508474576,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,DRAMDoubleBuffer_3,False,4,,12,6,True,,False,4edc5840,False,,37,,False,,4,True,4,1
,True,200,False,0,True,True,False,0,route_min_directed_valient,False,3,,2.73kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:28.41,,db,65536,19,True,False,False,True,,True,2,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,,43.8887,,14.277103698,,pirTest,False,16,20,True,19,0,,3,4,11,False,40,43.8887,hybrid,20.70510508963528,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,3,32,True,6,77648,True,0:23.26,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,,route_min_directed_valient,False,True,,68.57613847104884,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,DRAMMergeSort_0,False,4,,3,6,True,,False,4edc5840,False,,19,,False,,4,True,4,1
,True,200,False,0,True,True,False,0,route_min_directed_valient,False,3,,6.91kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:11.27,,db,65536,19,True,False,False,True,,True,2,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,,43.7709,,13.419751427,,pirTest,False,16,20,True,19,0,,3,4,11,False,40,43.7709,hybrid,20.649524127567208,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,3,32,True,6,77857,True,0:25.77,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,,route_min_directed_valient,False,True,,68.39205209550843,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,DRAMMergeSort_1,False,4,,3,6,True,,False,4edc5840,False,,19,,False,,4,True,4,1
,True,200,False,0,True,True,False,0,route_min_directed_valient,False,6,,3.76kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:17.89,,db,65536,37,True,False,False,True,,True,4,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,,50.6943,,22.787745692,,pirTest,False,16,20,True,37,0,,6,4,22,False,40,50.6943,hybrid,13.751161908070156,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,6,32,True,11,67224,True,0:43.98,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,,route_min_directed_valient,False,True,,42.6514340116625,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,DRAMMergeSort_2,False,4,,6,6,True,,False,4edc5840,False,,37,,False,,4,True,4,1
,True,200,False,0,True,True,False,0,route_min_directed_valient,False,9,,1.02kHz,,1,,,False,5,DDR4,True,6,True,1,False,0:59.00,,db,65536,55,True,False,False,True,,True,6,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,,56.3816,,105.133972675,,pirTest,False,16,20,True,55,0,,9,4,33,False,40,56.3816,hybrid,11.947987727647904,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,9,32,True,16,60443,True,2:48.32,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,,route_min_directed_valient,False,True,,36.89426401733865,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,DRAMMergeSort_3,False,4,,9,6,True,,False,4edc5840,False,,55,,False,,4,True,4,1
,True,200,False,0,True,True,False,0,route_min_directed_valient,False,12,,0.77kHz,,1,,,False,5,DDR4,True,6,True,1,False,1:19.50,,db,65536,73,True,False,False,True,,True,8,,6,2,checkerboard,False,,1,True,,False,dfs,mesh,,,55.4207,,51.603133893,,pirTest,False,16,20,True,73,0,,12,4,44,False,40,55.4207,hybrid,9.242323564584398,200,,True,False,0,0,True,False,Tst,6,1000000000,,0,,True,True,40,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/spatial, --fast=true",0,AccelMain,20,-i100 -p100 -t1 -d100,True,,False,512,100,12,32,True,21,61491,True,1:17.67,False,False,False,False,True,False,,,True,,4,1,True,,False,False,4,MyDesign,False,H-hop,16,True,,route_min_directed_valient,False,True,,28.309833959441217,False,1000000000.0,0,False,6825a53b,True,True,2020-04-04 02:55:46 -0700,bfs,True,dor,DRAMMergeSort_4,False,4,,12,6,True,,False,4edc5840,False,,73,,False,,4,True,4,1
