memelm,VPMU,reserve-pmu,runp2p_cycle,MC_Total,time,rtelm-unsafe,runproute_err,net,VDAG,share-adctx,sr,vfifo,vc,runhybrid_rbw,arch,flit-width,mapping,merge-algo,VDAG-alloc,runp2p_wbw,split-thread,word,VBB-split,pcu-stage,dag,OPS-FU,debug,rtelm,gentst_time,link-prop,col,module,VMC,VMC-split,retime-buffer-only,reserve-pcu,VAFG-split,runp2p_err,VPMU-split,open,vdot,tokenout,routing-algo,mdone,waveform,argin,rtanal,runp2p_pass,maketst_err,constprop,fifo-depth,PCU_Total,prtime,run-tst,VPCU-alloc,vlink,lrange,bcread,runp2p_complete,topo,split,psim-q,vec,dupra,VPMU-alloc,project,simulate,VBB,verbose,row,ag-dce,notFit,genpir_err,dot,DAG_Total,runhybrid_wbw,succeeded,retime-exout,trace,merge-forward,runhybrid_deadlock,VAFG-alloc,OPS-All,codegen,run-proute,OPS-Prog FU,igraph,split-forward,save,PMU,VPCU-split,routing-cost,runhybrid_dram_power,OPS-Fix,nn,pmu-sram-size,pracc,VAFG,runp2p_time,vcLimit,DAG,retime-local,retime-glob,split-algo,pmu-stage,freq,stat,pattern,tungsten,gentst_err,PCU,proute-opts,proute-algo,time-out,debug-print,runhybrid_complete,app,avgActive,name,runproute_time,rundot,argout,runp2p_rbw,genpir,runhybrid_cycle,mem-tech,maxActive,fast,algo,backend,start-id,OPS-Other,runhybrid_pass,runp2p_success,VDAG-split,MC,reserve-dag,VMC-alloc,run-psim,runhybrid_time,slink,mergeTime_ms,spatial_sha,clock,dag-stage,VBB-alloc,VPCU,psim,simfreq,runhybrid_success,maketst_time,pir_sha,PMU_Total,merge,pirArgs,load,OPS-Flt,runp2p_dram_power,runp2p_deadlock,runhybrid_err,proute-q,proute-seed,dedicated-dag,scheduled
False,,0,470,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,2.17872,1,32,,6,True,,True,True,32.485866947,db,20,False,4,4,False,0,1,,,False,True,5,dor,True,True,6,True,True,,True,16,200,,False,14,2,True,True,True,mesh,True,1,16,False,,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,14,14,H-hop,,,False,65536,True,1,0:01.48,4,0,False,False,dfs,6,1000000000.0,True,checkerboard,True,,0,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,DRAMDoubleBuffer2_2,7.898936170212766,AccelMain,,True,4,2.17872,True,,DDR4,27.23404255319149,True,route_min_directed_valient,Tst,0,,,True,0,4,0,4,False,,4,,b80fd339,1000000000,6,,14,False,0.32kHz,False,0:19.03,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,,0,470,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,2.17872,1,32,,6,True,,True,True,32.252077363,db,20,False,6,6,False,0,1,,,False,True,5,dor,True,True,6,True,True,,True,16,200,,False,21,2,True,True,True,mesh,True,1,16,False,,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,3,21,H-hop,,,False,65536,True,1,0:03.74,4,18,False,False,dfs,6,1000000000.0,True,checkerboard,True,,0,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,DRAMDoubleBuffer2_3,8.233117483811286,AccelMain,,True,4,2.17872,True,,DDR4,27.23404255319149,True,route_min_directed_valient,Tst,0,,,True,0,6,0,6,False,,4,,b80fd339,1000000000,6,,21,False,0.13kHz,False,0:34.00,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,,0,350,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,2.92571,1,32,,6,True,,True,True,37.31485822,db,20,False,6,6,False,0,1,,,False,True,5,dor,True,True,6,True,True,,True,16,200,,False,21,2,True,True,True,mesh,True,1,16,False,,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,9,21,H-hop,,,False,65536,True,1,0:01.56,4,12,False,False,dfs,6,1000000000.0,True,checkerboard,True,,0,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,DRAMDoubleBuffer2_4,2.111801242236025,AccelMain,,True,4,2.92571,True,,DDR4,2.2857142857142856,True,route_min_directed_valient,Tst,0,,,True,0,6,0,6,False,,4,,b80fd339,1000000000,6,,21,False,0.22kHz,False,0:33.41,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,,0,459,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,2.23094,1,32,,6,True,,True,True,12.911285317,db,20,False,4,4,False,0,1,,,False,True,5,dor,True,True,6,True,True,,True,16,200,,False,13,2,True,True,True,mesh,True,1,16,False,,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,1,13,H-hop,,,False,65536,True,1,0:01.34,4,12,False,False,dfs,6,1000000000.0,True,checkerboard,True,,0,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,DRAMDoubleBuffer_0,15.831517792302106,AccelMain,,True,4,2.23094,True,,DDR4,55.773420479302835,True,route_min_directed_valient,Tst,0,,,True,0,4,0,4,False,,4,,b80fd339,1000000000,6,,13,False,0.34kHz,False,0:17.17,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,,0,253,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,4.04743,1,32,,6,True,,True,True,29.139244226,db,20,False,4,4,False,0,1,,,False,True,5,dor,True,True,6,True,True,,True,16,200,,False,11,2,True,True,True,mesh,True,1,16,False,,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,4,11,H-hop,,,False,65536,True,1,0:01.75,4,7,False,False,dfs,6,1000000000.0,True,checkerboard,True,,0,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,DRAMDoubleBuffer_1,3.4660991182730316,AccelMain,,True,4,4.04743,True,,DDR4,6.324110671936759,True,route_min_directed_valient,Tst,0,,,True,0,4,0,4,False,,4,,b80fd339,1000000000,6,,11,False,0.14kHz,False,0:31.09,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,,0,236,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,4.33898,1,32,,6,True,,True,True,50.284847521,db,20,False,8,8,False,0,1,,,False,True,5,dor,True,True,6,True,True,,True,16,200,,False,22,2,True,True,True,mesh,True,1,16,False,,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,8,22,H-hop,,,False,65536,True,1,0:02.99,4,14,False,False,dfs,6,1000000000.0,True,checkerboard,True,,0,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,DRAMDoubleBuffer_2,2.01271186440678,AccelMain,,True,4,4.33898,True,,DDR4,3.389830508474576,True,route_min_directed_valient,Tst,0,,,True,0,8,0,8,False,,4,,b80fd339,1000000000,6,,22,False,0.08kHz,False,1:01.19,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,,0,236,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,4.33898,1,32,,6,True,,True,True,81.548567641,db,20,False,12,12,False,0,1,,,False,True,5,dor,True,True,6,True,True,,True,16,200,,False,37,2,True,True,True,mesh,True,1,16,False,,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,28,37,H-hop,,,False,65536,True,1,0:03.58,4,9,False,False,dfs,6,1000000000.0,True,checkerboard,True,,0,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,DRAMDoubleBuffer_3,2.0208604954367666,AccelMain,,True,4,4.33898,True,,DDR4,3.389830508474576,True,route_min_directed_valient,Tst,0,,,True,0,12,0,12,False,,4,,b80fd339,1000000000,6,,37,False,0.07kHz,False,2:21.60,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,,0,77891,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,43.7518,1,32,,6,True,,True,True,41.503955423,db,20,False,3,3,False,0,1,,,False,True,5,dor,True,True,6,True,,,True,16,200,,False,19,2,True,True,True,mesh,True,1,16,False,,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,2,19,H-hop,,,False,65536,True,1,1:38.26,4,6,False,False,dfs,6,1000000000.0,True,checkerboard,True,,11,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,DRAMMergeSort_0,20.64051045692057,AccelMain,,True,4,43.7518,True,,DDR4,68.36219845681786,True,route_min_directed_valient,Tst,0,,,True,0,3,0,3,False,,4,,b80fd339,1000000000,6,,19,False,0.79kHz,False,1:06.70,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,,0,77795,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,43.8058,1,32,,6,True,,True,True,35.563079836,db,20,False,3,3,False,0,1,,,False,True,5,dor,True,True,6,True,,,True,16,200,,False,19,2,True,True,True,mesh,True,1,16,False,,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,2,19,H-hop,,,False,65536,True,1,3:38.61,4,6,False,False,dfs,6,1000000000.0,True,checkerboard,True,,11,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,DRAMMergeSort_1,20.665981104184073,AccelMain,,True,4,43.8058,True,,DDR4,68.4465582620991,True,route_min_directed_valient,Tst,0,,,True,0,3,0,3,False,,4,,b80fd339,1000000000,6,,19,False,0.36kHz,False,1:22.32,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,,0,67433,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,50.5372,1,32,,6,True,,True,True,51.723800755,db,20,False,6,6,False,0,1,,,False,True,5,dor,True,True,6,True,,,True,16,200,,False,37,2,True,True,True,mesh,True,1,16,False,,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,4,37,H-hop,,,False,65536,True,1,3:38.72,4,11,False,False,dfs,6,1000000000.0,True,checkerboard,True,,22,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,DRAMMergeSort_2,13.708541932111995,AccelMain,,True,4,50.5372,True,,DDR4,42.51924132101493,True,route_min_directed_valient,Tst,0,,,True,0,6,0,6,False,,4,,b80fd339,1000000000,6,,37,False,0.31kHz,False,1:21.63,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,,0,61052,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,55.8192,1,32,,6,True,,True,True,71.710083407,db,20,False,9,9,False,0,1,,,False,True,5,dor,True,True,6,True,,,True,16,200,,False,55,2,True,True,True,mesh,True,1,16,False,,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,6,55,H-hop,,,False,65536,True,1,4:32.98,4,16,False,False,dfs,6,1000000000.0,True,checkerboard,True,,33,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,DRAMMergeSort_3,11.828805317143129,AccelMain,,True,4,55.8192,True,,DDR4,36.52623992661993,True,route_min_directed_valient,Tst,0,,,True,0,9,0,9,False,,4,,b80fd339,1000000000,6,,55,False,0.22kHz,False,2:01.69,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
False,,0,60467,40,2020-03-31 14:53:51 -0700,False,,hybrid,0,False,True,4,4,,MyDesign,512,True,bfs,0,56.3592,1,32,,6,True,,True,True,101.898598593,db,20,False,12,12,False,0,1,,,False,True,5,dor,True,True,6,True,,,True,16,200,,False,73,2,True,True,True,mesh,True,1,16,False,,pirTest,False,,False,20,True,,,True,40,,True,False,False,False,False,1,,True,False,,False,False,True,8,73,H-hop,,,False,65536,True,1,2:10.24,4,21,False,False,dfs,6,1000000000.0,True,checkerboard,True,,44,-i100 -p100 -t1 -d100,route_min_directed_valient,100,True,False,DRAMMergeSort_4,9.39884099277059,AccelMain,,True,4,56.3592,True,,DDR4,28.78925695007194,True,route_min_directed_valient,Tst,0,,,True,0,12,0,12,False,,4,,b80fd339,1000000000,6,,73,False,0.46kHz,False,1:21.62,af7a71e5,200,False,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",False,,,False,,4,0,False,False
